,Date,Lead.Contract,CL0,CL1,CL2,CL3,CL0.value,CL1.value,CL2.value,CL3.value
299,20081128,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,888,NA,NA,NA
300,20081201,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,808.1,NA,NA,NA
301,20081202,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,807.1,NA,NA,NA
302,20081203,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,805,NA,NA,NA
303,20081204,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,799.9,NA,NA,NA
304,20081205,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,792.9,NA,NA,NA
305,20081208,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,843,NA,NA,NA
306,20081209,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,812,NA,NA,NA
307,20081210,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,840,NA,NA,NA
308,20081211,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,847,NA,NA,NA
309,20081212,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,820.1,NA,NA,NA
310,20081215,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,842,NA,NA,NA
311,20081216,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,850.5,NA,NA,NA
312,20081217,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,869.6,NA,NA,NA
313,20081218,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,863.9,NA,NA,NA
314,20081219,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,852.4,NA,NA,NA
315,20081222,PLF09.b01,PLF09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,856.9,NA,NA,NA
316,20081223,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,852.7,NA,NA,NA
317,20081224,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,863,NA,NA,NA
318,20081226,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,894.6,NA,NA,NA
319,20081229,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,923.4,NA,NA,NA
320,20081230,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,918.6,NA,NA,NA
321,20081231,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,947.9,NA,NA,NA
322,20090102,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,946,NA,NA,NA
323,20090105,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,957,NA,NA,NA
324,20090106,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,964.3,NA,NA,NA
325,20090107,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,988.3,NA,NA,NA
326,20090108,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,995.5,NA,NA,NA
327,20090109,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1006,NA,NA,NA
328,20090112,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,975.4,NA,NA,NA
329,20090113,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,952,NA,NA,NA
330,20090114,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,935,NA,NA,NA
331,20090115,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,921.1,NA,NA,NA
332,20090116,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,952,NA,NA,NA
333,20090119,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,958,NA,NA,NA
334,20090120,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,948,NA,NA,NA
335,20090121,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,929.9,NA,NA,NA
336,20090122,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,931.9,NA,NA,NA
337,20090123,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,959.8,NA,NA,NA
338,20090126,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,974.3,NA,NA,NA
339,20090127,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,958.3,NA,NA,NA
340,20090128,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,961.1,NA,NA,NA
341,20090129,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,974.6,NA,NA,NA
342,20090130,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,993.5,NA,NA,NA
343,20090202,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,980.8,NA,NA,NA
344,20090203,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,963.5,NA,NA,NA
345,20090204,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,968,NA,NA,NA
346,20090205,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,982,NA,NA,NA
347,20090206,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,999.8,NA,NA,NA
348,20090209,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,997,NA,NA,NA
349,20090210,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1035.2,NA,NA,NA
350,20090211,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1081.1,NA,NA,NA
351,20090212,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1078.2,NA,NA,NA
352,20090213,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1059.8,NA,NA,NA
353,20090216,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1071,NA,NA,NA
354,20090217,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1099.7,NA,NA,NA
355,20090218,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1095.6,NA,NA,NA
356,20090219,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1079.7,NA,NA,NA
357,20090220,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1095,NA,NA,NA
358,20090223,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1081,NA,NA,NA
359,20090224,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1048,NA,NA,NA
360,20090225,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1059,NA,NA,NA
361,20090226,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1050.1,NA,NA,NA
362,20090227,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1085,NA,NA,NA
363,20090302,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1073.6,NA,NA,NA
364,20090303,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1037,NA,NA,NA
365,20090304,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1044.9,NA,NA,NA
366,20090305,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1064.8,NA,NA,NA
367,20090306,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1078,NA,NA,NA
368,20090309,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1062,NA,NA,NA
369,20090310,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1041.7,NA,NA,NA
370,20090311,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1057.5,NA,NA,NA
371,20090312,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1053,NA,NA,NA
372,20090313,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1067.6,NA,NA,NA
373,20090316,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1048.9,NA,NA,NA
374,20090317,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1050.5,NA,NA,NA
375,20090318,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1043,NA,NA,NA
376,20090319,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1121.8,NA,NA,NA
377,20090320,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1113.5,NA,NA,NA
378,20090323,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1143.2,NA,NA,NA
379,20090324,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1117.2,NA,NA,NA
380,20090325,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1124.7,NA,NA,NA
381,20090326,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1150,NA,NA,NA
382,20090327,PLJ09.b01,PLJ09.b01,PLN09.b01,PLV09.b01,PLF10.b01,1128.2,NA,NA,NA
383,20090330,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1122,NA,NA,NA
384,20090331,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1126.1,NA,NA,NA
385,20090401,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1144,NA,NA,NA
386,20090402,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1165,NA,NA,NA
387,20090403,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1165.8,NA,NA,NA
388,20090406,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1152.6,NA,NA,NA
389,20090407,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1174.3,NA,NA,NA
390,20090408,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1185.4,NA,NA,NA
391,20090409,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1195,NA,NA,NA
392,20090413,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1246.5,NA,NA,NA
393,20090414,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1218,NA,NA,NA
394,20090415,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1225,NA,NA,NA
395,20090416,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1217.3,NA,NA,NA
396,20090417,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1212,NA,NA,NA
397,20090420,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1166,NA,NA,NA
398,20090421,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1158,NA,NA,NA
399,20090422,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1178,NA,NA,NA
400,20090423,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1181.1,NA,NA,NA
401,20090424,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1185,NA,NA,NA
402,20090427,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1151,NA,NA,NA
403,20090428,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1100.4,NA,NA,NA
404,20090429,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1106.7,NA,NA,NA
405,20090430,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1109,NA,NA,NA
406,20090501,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1094.4,NA,NA,NA
407,20090504,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1122,NA,NA,NA
408,20090505,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1139,NA,NA,NA
409,20090506,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1143.5,NA,NA,NA
410,20090507,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1156.6,NA,NA,NA
411,20090508,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1141.4,NA,NA,NA
412,20090511,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1121.1,NA,NA,NA
413,20090512,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1132.1,NA,NA,NA
414,20090513,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1123.5,NA,NA,NA
415,20090514,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1116.8,NA,NA,NA
416,20090515,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1111.5,NA,NA,NA
417,20090518,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1136,NA,NA,NA
418,20090519,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1145.2,NA,NA,NA
419,20090520,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1143.7,NA,NA,NA
420,20090521,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1154.3,NA,NA,NA
421,20090522,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1158.1,NA,NA,NA
422,20090526,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1139.2,NA,NA,NA
423,20090527,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1141.2,NA,NA,NA
424,20090528,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1149.9,NA,NA,NA
425,20090529,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1200.4,NA,NA,NA
426,20090601,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1220,NA,NA,NA
427,20090602,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1243.5,NA,NA,NA
428,20090603,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1243.1,NA,NA,NA
429,20090604,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1291.1,NA,NA,NA
430,20090605,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1286,NA,NA,NA
431,20090608,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1248,NA,NA,NA
432,20090609,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1255.8,NA,NA,NA
433,20090610,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1271.9,NA,NA,NA
434,20090611,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1271,NA,NA,NA
435,20090612,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1259.2,NA,NA,NA
436,20090615,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1213.8,NA,NA,NA
437,20090616,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1223.9,NA,NA,NA
438,20090617,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1205.1,NA,NA,NA
439,20090618,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1207.1,NA,NA,NA
440,20090619,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1211.3,NA,NA,NA
441,20090622,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1170,NA,NA,NA
442,20090623,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1166.4,NA,NA,NA
443,20090624,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1168,NA,NA,NA
444,20090625,PLN09.b01,PLN09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,1192,1198,NA,NA
445,20090626,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1209.5,NA,NA,NA
446,20090629,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1192.7,NA,NA,NA
447,20090630,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1179,NA,NA,NA
448,20090701,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1205,NA,NA,NA
449,20090702,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1191.5,NA,NA,NA
450,20090703,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1191.7,NA,NA,NA
451,20090706,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1146.8,NA,NA,NA
452,20090707,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1136,NA,NA,NA
453,20090708,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1098.5,NA,NA,NA
454,20090709,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1110,NA,NA,NA
455,20090710,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1107.3,NA,NA,NA
456,20090713,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1119,NA,NA,NA
457,20090714,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1135,NA,NA,NA
458,20090715,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1158.4,NA,NA,NA
459,20090716,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1171,NA,NA,NA
460,20090717,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1176,NA,NA,NA
461,20090720,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1188.8,NA,NA,NA
462,20090721,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1176,NA,NA,NA
463,20090722,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1174,NA,NA,NA
464,20090723,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1186.1,NA,NA,NA
465,20090724,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1191,NA,NA,NA
466,20090727,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1221.7,NA,NA,NA
467,20090728,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1197.5,NA,NA,NA
468,20090729,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1172,NA,NA,NA
469,20090730,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1186,NA,NA,NA
470,20090731,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1212.5,NA,NA,NA
471,20090803,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1240.5,NA,NA,NA
472,20090804,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1279.9,NA,NA,NA
473,20090805,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1292,NA,NA,NA
474,20090806,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1263,NA,NA,NA
475,20090807,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1269.5,NA,NA,NA
476,20090810,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1250.2,NA,NA,NA
477,20090811,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1244.9,NA,NA,NA
478,20090812,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1245,NA,NA,NA
479,20090813,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1271,NA,NA,NA
480,20090814,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1262.2,NA,NA,NA
481,20090817,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1222.5,NA,NA,NA
482,20090818,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1232.1,NA,NA,NA
483,20090819,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1241.9,NA,NA,NA
484,20090820,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1242.6,NA,NA,NA
485,20090821,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1257.4,NA,NA,NA
486,20090824,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1247,NA,NA,NA
487,20090825,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1247.5,NA,NA,NA
488,20090826,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1237,NA,NA,NA
489,20090827,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1240.5,NA,NA,NA
490,20090828,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1246,NA,NA,NA
491,20090831,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1243.6,NA,NA,NA
492,20090901,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1229.5,NA,NA,NA
493,20090902,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1230,NA,NA,NA
494,20090903,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1253,NA,NA,NA
495,20090904,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1260,NA,NA,NA
496,20090908,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1289.4,NA,NA,NA
497,20090909,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1289,NA,NA,NA
498,20090910,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1291,NA,NA,NA
499,20090911,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1320,NA,NA,NA
500,20090914,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1319.5,NA,NA,NA
501,20090915,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1322,NA,NA,NA
502,20090916,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1349.4,NA,NA,NA
503,20090917,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1343.5,NA,NA,NA
504,20090918,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1336.5,NA,NA,NA
505,20090921,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1322.9,NA,NA,NA
506,20090922,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1339.9,NA,NA,NA
507,20090923,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1330,NA,NA,NA
508,20090924,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1307,NA,NA,NA
509,20090925,PLV09.b01,PLV09.b01,PLF10.b01,PLJ10.b01,PLN10.b01,1283,NA,NA,NA
510,20090928,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1290.8,NA,NA,NA
511,20090929,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1276,NA,NA,NA
512,20090930,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1304.6,NA,NA,NA
513,20091001,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1288.6,NA,NA,NA
514,20091002,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1279.7,NA,NA,NA
515,20091005,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1302.1,NA,NA,NA
516,20091006,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1325.2,NA,NA,NA
517,20091007,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1334,NA,NA,NA
518,20091008,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1354.9,NA,NA,NA
519,20091009,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1339,NA,NA,NA
520,20091012,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1348.2,NA,NA,NA
521,20091013,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1362.3,NA,NA,NA
522,20091014,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1365,NA,NA,NA
523,20091015,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1352.7,NA,NA,NA
524,20091016,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1346,NA,NA,NA
525,20091019,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1363.6,NA,NA,NA
526,20091020,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1355,NA,NA,NA
527,20091021,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1374.5,NA,NA,NA
528,20091022,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1370,NA,NA,NA
529,20091023,PLF10.b01,PLF10.b01,PLJ10.b01,PLN10.b01,PLV10.b01,1367,NA,NA,NA
