dates,days.returns,MA.50.Returns,Days.Returns.0,temp.0,Days.Returns.1,temp.1,Days.Returns.2,temp.2,Days.Returns.3,temp.3,Days.Returns.4,temp.4,Days.Returns.5,temp.5,Days.Returns.6,temp.6,Days.Returns.7,temp.7,Days.Returns.8,temp.8,Days.Returns.9,temp.9,Days.Returns.10,temp.10
0091-11-15,-0.037,-0.020482392,-0.037,1,-0.037,1,-0.037,1,-0.037,1,-0.037,1,-0.037,1,-0.037,1,-0.037,1,-0.037,1,-0.037,1,-0.037,1
0091-11-18,0.007,-0.012240426,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1
0091-11-19,-0.015,-0.019958343,0,0,0,0,0,0,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1
0091-11-20,-0.002,-0.001196141,0,0,0,0,0,0,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0091-11-21,0.004,-0.002054211,0,0,0,0,0,0,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1
0091-11-22,-0.01,-0.012817828,0,0,0,0,0,0,-0.01,1,-0.01,1,-0.01,1,-0.01,1,-0.01,1,-0.01,1,-0.01,1,-0.01,1
0091-11-25,-0.002,-0.010393442,0,0,0,0,0,0,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0091-11-26,0.007,0.000277378,0,0,0,0,0,0,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1
0091-11-27,-0.004,-0.004497018,-0.004,1,0,0,0,0,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1
0091-11-29,-0.004,-0.00532311,-0.004,1,0,0,0,0,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1
0091-12-02,0.016,-0.002176851,0.016,1,0,0,0,0,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1
0091-12-03,-0.001,0.006418319,0,0,0,0,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0091-12-04,-0.002,0.0120845,-0.002,1,0,0,0,0,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0091-12-05,-0.007,0.009734807,-0.007,1,-0.007,1,0,0,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0091-12-06,0.005,0.008742524,0.005,1,0.005,1,0,0,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1
0091-12-09,-0.002,0.01977144,-0.002,1,-0.002,1,0,0,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0091-12-10,-0.001,0.016295327,-0.001,1,-0.001,1,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0091-12-11,-0.001,0.012445093,-0.001,1,-0.001,1,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0091-12-12,0.01,0.00331551,0.01,1,0.01,1,0,0,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1
0091-12-13,0.008,0.001058099,0.008,1,0.008,1,0,0,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1
0091-12-16,0,0.007091598,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0091-12-17,-0.004,0.006515261,-0.004,1,-0.004,1,0,0,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1
0091-12-18,0.002,0.011720256,0.002,1,0.002,1,0,0,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0091-12-19,-0.003,0.020477108,-0.003,1,-0.003,1,0,0,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0091-12-20,0.012,0.022660925,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1
0091-12-23,0.025,0.020005933,0.025,1,0.025,1,0.025,1,0.025,1,0.025,1,0.025,1,0.025,1,0.025,1,0.025,1,0.025,1,0.025,1
0091-12-24,0.006,0.019531661,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1
0091-12-26,0.014,0.013362722,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1
0091-12-27,0.004,0.027448775,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1
0091-12-30,0.021,0.026581887,0.021,1,0.021,1,0.021,1,0.021,1,0.021,1,0.021,1,0.021,1,0.021,1,0.021,1,0.021,1,0.021,1
0091-12-31,0.005,0.022859077,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1
0092-01-02,0,0.016730128,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-01-03,0.005,0.019085303,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1
0092-01-06,-0.003,0.023384814,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-01-07,-0.001,0.024036345,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-01-08,0.002,0.022423269,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-01-09,-0.001,0.012349914,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-01-10,-0.006,-0.011669782,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1
0092-01-13,-0.002,-0.003744212,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0092-01-14,0.015,0.025511897,0,0,0,0,0.015,1,0.015,1,0.015,1,0.015,1,0.015,1,0.015,1,0.015,1,0.015,1,0.015,1
0092-01-15,0.001,0.026940327,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-01-16,-0.006,0.033596852,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1
0092-01-17,0.002,0.03186266,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-01-20,-0.006,0.029169489,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1
0092-01-21,-0.009,0.037840507,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1
0092-01-22,0.013,0.036416666,0.013,1,0.013,1,0.013,1,0.013,1,0.013,1,0.013,1,0.013,1,0.013,1,0.013,1,0.013,1,0.013,1
0092-01-23,-0.008,0.032543798,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1
0092-01-24,0.001,0.022910151,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-01-27,-0.001,0.016460108,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-01-28,0,0.01329152,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-01-29,-0.011,0.012212647,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1
0092-01-30,0.003,0.009913847,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1
0092-01-31,-0.007,-0.001244033,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0092-02-03,0.002,-0.000563195,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-02-04,0.011,0.00490231,0,0,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1
0092-02-05,0,-0.005335963,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-02-06,0,-0.00018919,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-02-07,-0.007,-0.00152038,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0092-02-10,0.007,0.001817021,0,0,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1
0092-02-11,0,0.00285984,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-02-12,0.008,0.003177765,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1
0092-02-13,-0.008,-0.002559216,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1
0092-02-14,-0.003,0.001773512,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-02-18,-0.012,-0.000645763,0,0,-0.012,1,-0.012,1,-0.012,1,-0.012,1,-0.012,1,-0.012,1,-0.012,1,-0.012,1,-0.012,1,-0.012,1
0092-02-19,0.002,-0.00192856,0,0,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-02-20,0.014,-0.003725394,0,0,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1
0092-02-21,-0.006,0.001307296,0,0,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1
0092-02-24,0.002,0.004577936,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-02-25,-0.004,0.001824812,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1
0092-02-26,0.012,-0.008406885,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1
0092-02-27,-0.004,-0.017007254,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1,-0.004,1
0092-02-28,-0.003,-0.021533984,0,0,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-03-02,-0.001,-0.018444957,0,0,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-03-03,0.001,-0.028299517,0,0,0,0,0,0,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-03-04,-0.009,-0.018128086,0,0,0,0,0,0,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1
0092-03-05,-0.007,-0.015437046,0,0,0,0,0,0,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0092-03-06,-0.005,-0.002187865,0,0,0,0,0,0,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1
0092-03-09,0.002,0.009570824,0,0,0,0,0,0,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-03-10,0.004,0.01388095,0.004,1,0,0,0,0,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1
0092-03-11,-0.007,0.011495759,-0.007,1,-0.007,1,0,0,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0092-03-12,0,0.012921524,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-03-13,0.005,0.006356205,0.005,1,0.005,1,0,0,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1
0092-03-16,0.001,0.000555674,0.001,1,0.001,1,0,0,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-03-17,0.008,0.000849312,0.008,1,0.008,1,0,0,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1,0.008,1
0092-03-18,-0.001,-0.006468886,-0.001,1,-0.001,1,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-03-19,0.002,-0.008466457,0.002,1,0.002,1,0,0,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-03-20,0.004,0.005529453,0,0,0.004,1,0,0,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1
0092-03-23,-0.003,0.010383636,-0.003,1,-0.003,1,0,0,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-03-24,-0.003,0.013418172,-0.003,1,-0.003,1,0,0,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-03-25,-0.003,0.011397157,-0.003,1,-0.003,1,0,0,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-03-26,0.001,0.008388305,0.001,1,0.001,1,0,0,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-03-27,-0.011,0.005708837,-0.011,1,-0.011,1,0,0,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1
0092-03-30,-0.001,0.001863955,-0.001,1,-0.001,1,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-03-31,0.002,0.005377897,0.002,1,0.002,1,0,0,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-04-01,0.001,0.015207485,0.001,1,0.001,1,0,0,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-04-02,-0.009,0.013219941,-0.009,1,-0.009,1,0,0,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1
0092-04-03,0.003,0.014000267,0.003,1,0.003,1,0,0,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1
0092-04-06,0.01,0.02345952,0.01,1,0.01,1,0,0,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1
0092-04-07,-0.019,0.024945216,-0.019,1,-0.019,1,-0.019,1,-0.019,1,-0.019,1,-0.019,1,-0.019,1,-0.019,1,-0.019,1,-0.019,1,-0.019,1
0092-04-08,-0.009,0.023881704,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1
0092-04-09,0.016,-0.013984925,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1
0092-04-10,0.009,-0.006901499,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1
0092-04-13,0.004,-0.021736687,0,0,0,0,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1
0092-04-14,0.016,-0.023772672,0,0,0,0,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1,0.016,1
0092-04-15,0.009,-0.019495043,0,0,0,0,0,0,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1
0092-04-16,-0.001,-0.029243441,0,0,0,0,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-04-20,-0.014,-0.030935513,0,0,0,0,0,0,-0.014,1,-0.014,1,-0.014,1,-0.014,1,-0.014,1,-0.014,1,-0.014,1,-0.014,1
0092-04-21,0,-0.023644788,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-04-22,-0.001,-0.026908073,0,0,0,0,0,0,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-04-23,0.004,-0.029824077,0,0,0,0,0,0,0,0,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1
0092-04-24,-0.006,-0.013215273,0,0,0,0,0,0,0,0,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1
0092-04-27,-0.001,-0.014021029,0,0,0,0,0,0,0,0,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-04-28,0.002,-0.016071817,0,0,0,0,0,0,0,0,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-04-29,0.007,-0.022623181,0,0,0,0,0,0,0,0,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1
0092-04-30,0.007,-0.017711748,0,0,0,0,0,0,0,0,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1
0092-05-01,-0.006,-0.019512774,0,0,0,0,0,0,0,0,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1
0092-05-04,0.011,-0.020057844,0,0,0,0,0,0,0,0,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1
0092-05-05,0,-0.020070239,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-05-06,0,-0.009490544,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-05-07,-0.002,-0.001562305,0,0,0,0,0,0,0,0,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0092-05-08,0,-0.0015883,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-05-11,0.006,-0.006220689,0,0,0,0,0,0,0,0,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1,0.006,1
0092-05-12,-0.005,-0.004466735,0,0,0,0,0,0,0,0,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1
0092-05-13,0,-0.007103861,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-05-14,-0.008,0.004330394,0,0,0,0,0,0,0,0,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1
0092-05-15,-0.007,0.029361809,-0.007,1,0,0,0,0,0,0,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0092-05-18,0.007,0.035047414,0.007,1,0.007,1,0.007,1,0,0,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1
0092-05-19,0.009,0.048630067,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1,0.009,1
0092-05-20,-0.002,0.052072467,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0092-05-21,-0.007,0.073780339,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0092-05-22,0.003,0.07752974,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1
0092-05-26,-0.006,0.076601099,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1,-0.006,1
0092-05-27,0.002,0.080449051,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-05-28,0.011,0.075147643,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1,0.011,1
0092-05-29,-0.003,0.072051394,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-06-01,0.005,0.072068891,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1
0092-06-02,-0.009,0.06895404,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1,-0.009,1
0092-06-03,0.003,0.061003499,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1
0092-06-04,-0.003,0.057783664,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-06-05,0.001,0.072186155,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-06-08,0,0.071498029,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-06-09,-0.008,0.063383982,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1,-0.008,1
0092-06-10,-0.007,0.063526141,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1,-0.007,1
0092-06-11,0.004,0.055562253,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1,0.004,1
0092-06-12,0.002,0.044733385,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-06-15,0.001,0.057619847,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-06-16,-0.005,0.048263132,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1,-0.005,1
0092-06-17,-0.015,0.048419933,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1,-0.015,1
0092-06-18,-0.003,0.046193959,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-06-19,0.007,0.045191887,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1,0.007,1
0092-06-22,-0.001,0.032628685,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1,-0.001,1
0092-06-23,0.002,0.034406666,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1,0.002,1
0092-06-24,0,0.025909499,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
0092-06-25,-0.002,0.026279349,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0092-06-26,0.001,0.03549639,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1,0.001,1
0092-06-29,0.014,0.033723396,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1,0.014,1
0092-06-30,-0.002,0.031730303,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1,-0.002,1
0092-07-01,0.012,0.022961065,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1,0.012,1
0092-07-02,-0.003,0.027935108,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1,-0.003,1
0092-07-06,0.005,0.026012887,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1,0.005,1
0092-07-07,-0.011,0.032396265,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1,-0.011,1
0092-07-08,0.003,0.022074585,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1,0.003,1
0092-07-09,0.01,0.017439667,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1,0.01,1
