"","Dates","Close.Price","Returns"
"1455","1996/10/31",705.27002,0.6
"1456","1996/11/01",703.77002,-0.2
"1457","1996/11/04",706.72998,0.4
"1474","1996/11/27",755,-0.1
"1475","1996/11/29",757.02002,0.3
"1476","1996/12/02",756.559998,-0.1
"1477","1996/12/03",748.280029,-1.1
"1495","1996/12/30",753.849976,-0.4
"1496","1996/12/31",740.73999,-1.7
"1497","1997/01/02",737.01001,-0.5
"1498","1997/01/03",748.030029,1.5
"1517","1997/01/30",784.169983,1.5
"1518","1997/01/31",786.159973,0.3
"1519","1997/02/03",786.72998,0.1
"1520","1997/02/04",789.26001,0.3
"1536","1997/02/27",795.070007,-1.3
"1537","1997/02/28",790.820007,-0.5
"1538","1997/03/03",795.309998,0.6
"1539","1997/03/04",790.950012,-0.5
"1556","1997/03/27",773.880005,-2.1
"1557","1997/03/31",757.119995,-2.2
"1558","1997/04/01",759.640015,0.3
"1559","1997/04/02",750.109985,-1.3
"1578","1997/04/29",794.049988,2.7
"1579","1997/04/30",801.340027,0.9
"1580","1997/05/01",798.530029,-0.4
"1581","1997/05/02",812.969971,1.8
"1599","1997/05/29",844.080017,-0.4
"1600","1997/05/30",848.280029,0.5
"1601","1997/06/02",846.359985,-0.2
"1602","1997/06/03",845.47998,-0.1
"1620","1997/06/27",887.299988,0.4
"1621","1997/06/30",885.140015,-0.2
"1622","1997/07/01",891.030029,0.7
"1623","1997/07/02",904.030029,1.5
"1642","1997/07/30",952.289978,1.1
"1643","1997/07/31",954.309998,0.2
"1644","1997/08/01",947.140015,-0.8
"1645","1997/08/04",950.299988,0.3
"1663","1997/08/28",903.669983,-1.1
"1664","1997/08/29",899.469971,-0.5
"1665","1997/09/02",927.580017,3.1
"1666","1997/09/03",927.859985,0
"1684","1997/09/29",953.340027,0.9
"1685","1997/09/30",947.280029,-0.6
"1686","1997/10/01",955.409973,0.9
"1687","1997/10/02",960.460022,0.5
"1707","1997/10/30",903.679993,-1.7
"1708","1997/10/31",914.619995,1.2
"1709","1997/11/03",938.98999,2.7
"1710","1997/11/04",940.76001,0.2
"1726","1997/11/26",951.640015,0.1
"1727","1997/11/28",955.400024,0.4
"1728","1997/12/01",974.77002,2
"1729","1997/12/02",971.679993,-0.3
"1748","1997/12/30",970.840027,1.8
"1749","1997/12/31",970.429993,0
"1750","1998/01/02",975.039978,0.5
"1751","1998/01/05",977.070007,0.2
"1768","1998/01/29",985.48999,0.8
"1769","1998/01/30",980.280029,-0.5
"1770","1998/02/02",1001.27002,2.1
"1771","1998/02/03",1006,0.5
"1787","1998/02/26",1048.670044,0.6
"1788","1998/02/27",1049.339966,0.1
"1789","1998/03/02",1047.699951,-0.2
"1790","1998/03/03",1052.02002,0.4
"1809","1998/03/30",1093.599976,-0.2
"1810","1998/03/31",1101.75,0.7
"1811","1998/04/01",1108.150024,0.6
"1812","1998/04/02",1120.01001,1.1
"1830","1998/04/29",1094.619995,0.9
"1831","1998/04/30",1111.75,1.6
"1832","1998/05/01",1121,0.8
"1833","1998/05/04",1122.069946,0.1
"1850","1998/05/28",1097.599976,0.5
"1851","1998/05/29",1090.819946,-0.6
"1852","1998/06/01",1090.97998,0
"1853","1998/06/02",1093.219971,0.2
"1872","1998/06/29",1138.48999,0.5
"1873","1998/06/30",1133.839966,-0.4
"1874","1998/07/01",1148.560059,1.3
"1875","1998/07/02",1146.420044,-0.2
"1894","1998/07/30",1142.949951,1.6
"1895","1998/07/31",1120.670044,-1.9
"1896","1998/08/03",1112.439941,-0.7
"1897","1998/08/04",1072.119995,-3.6
"1915","1998/08/28",1027.140015,-1.5
"1916","1998/08/31",957.280029,-6.8
"1917","1998/09/01",994.26001,3.9
"1918","1998/09/02",990.47998,-0.4
"1936","1998/09/29",1049.02002,0
"1937","1998/09/30",1017.01001,-3.1
"1938","1998/10/01",986.390015,-3
"1939","1998/10/02",1002.599976,1.6
"1958","1998/10/29",1085.930054,1.7
"1959","1998/10/30",1098.670044,1.2
"1960","1998/11/02",1111.599976,1.2
"1961","1998/11/03",1110.839966,-0.1
"1978","1998/11/27",1192.329956,0.5
"1979","1998/11/30",1163.630005,-2.4
"1980","1998/12/01",1175.280029,1
"1981","1998/12/02",1171.25,-0.3
"2000","1998/12/30",1231.930054,-0.8
"2001","1998/12/31",1229.22998,-0.2
"2002","1999/01/04",1228.099976,-0.1
"2003","1999/01/05",1244.780029,1.4
"2019","1999/01/28",1265.369995,1.8
"2020","1999/01/29",1279.640015,1.1
"2021","1999/02/01",1273,-0.5
"2022","1999/02/02",1261.98999,-0.9
"2038","1999/02/25",1245.02002,-0.7
"2039","1999/02/26",1238.329956,-0.5
"2040","1999/03/01",1236.160034,-0.2
