,,,,TICKERS,,,,,,,,,,CLOSING PRICES,,,
,,,,,,,,,,,,,,Closing time is 12:30 pm CHICAGO TIME,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
YYYYMMDD,Lead Contract,,GC0,GC1,GC2,GC3,GC4,GC5,,,,GC0,GC1,GC2,GC3,GC4,GC5
19901221,GCG91,,GCG91,,,,,,,,,382.2,,,,,
19901226,GCG91,,GCG91,,,,,,,,,387,,,,,
19901227,GCG91,,GCG91,,,,,,,,,386.2,,,,,
19901228,GCG91,,GCG91,,,,,,,,,388.4,,,,,
19901231,GCG91,,GCG91,,,,,,,,,396.2,,,,,
19910102,GCG91,,GCG91,,,,,,,,,391.6,,,,,
19910103,GCG91,,GCG91,,,,,,,,,389,,,,,
19910104,GCG91,,GCG91,,,,,,,,,389.8,,,,,
19910107,GCG91,,GCG91,,,,,,,,,393.7,,,,,
19910108,GCG91,,GCG91,,,,,,,,,392,,,,,
19910109,GCG91,,GCG91,,,,,,,,,382.5,,,,,
19910110,GCG91,,GCG91,,,,,,,,,393,,,,,
19910111,GCG91,,GCG91,,,,,,,,,392.7,,,,,
19910114,GCG91,,GCG91,,,,,,,,,401,,,,,
19910115,GCG91,,GCG91,,,,,,,,,401.1,,,,,
19910116,GCG91,,GCG91,,,,,,,,,403.7,,,,,
19910117,GCG91,,GCG91,,,,,,,,,377.1,,,,,
19910118,GCG91,,GCG91,,,,,,,,,373.5,,,,,
19910121,GCG91,,GCG91,,,,,,,,,379.1,,,,,
19910122,GCG91,,GCG91,,,,,,,,,380.8,,,,,
19910123,GCG91,,GCG91,,,,,,,,,379.1,,,,,
19910124,GCG91,,GCG91,,,,,,,,,373.8,,,,,
19910125,GCG91,,GCG91,,,,,,,,,376.9,,,,,
19910128,GCG91,,GCG91,,,,,,,,,377.5,,,,,
19910129,GCG91,,GCG91,,,,,,,,,376.6,,,,,
19910130,GCJ91,,GCJ91,,,,,,,,,370.7,,,,,
19910131,GCJ91,,GCJ91,,,,,,,,,369,,,,,
19910201,GCJ91,,GCJ91,,,,,,,,,368.6,,,,,
19910204,GCJ91,,GCJ91,,,,,,,,,371,,,,,
19910205,GCJ91,,GCJ91,,,,,,,,,370.1,,,,,
19910206,GCJ91,,GCJ91,,,,,,,,,366.4,,,,,
19910207,GCJ91,,GCJ91,,,,,,,,,371.1,,,,,
19910208,GCJ91,,GCJ91,,,,,,,,,373,,,,,
19910211,GCJ91,,GCJ91,,,,,,,,,369.2,,,,,
19910212,GCJ91,,GCJ91,,,,,,,,,370,,,,,
19910213,GCJ91,,GCJ91,,,,,,,,,369.1,,,,,
19910214,GCJ91,,GCJ91,,,,,,,,,369.6,,,,,
19910215,GCJ91,,GCJ91,,,,,,,,,367,,,,,
19910219,GCJ91,,GCJ91,,,,,,,,,366,,,,,
19910220,GCJ91,,GCJ91,,,,,,,,,366.4,,,,,
19910221,GCJ91,,GCJ91,,,,,,,,,364.1,,,,,
19910222,GCJ91,,GCJ91,,,,,,,,,358,,,,,
19910225,GCJ91,,GCJ91,,,,,,,,,360.7,,,,,
19910226,GCJ91,,GCJ91,,,,,,,,,360.4,,,,,
19910227,GCJ91,,GCJ91,,,,,,,,,362.7,,,,,
19910228,GCJ91,,GCJ91,,,,,,,,,369.3,,,,,
19910301,GCJ91,,GCJ91,,,,,,,,,368.8,,,,,
19910304,GCJ91,,GCJ91,,,,,,,,,368.5,,,,,
19910305,GCJ91,,GCJ91,,,,,,,,,367,,,,,
19910306,GCJ91,,GCJ91,,,,,,,,,369.2,,,,,
19910307,GCJ91,,GCJ91,,,,,,,,,367.8,,,,,
19910308,GCJ91,,GCJ91,,,,,,,,,371.3,,,,,
19910311,GCJ91,,GCJ91,,,,,,,,,366.6,,,,,
19910312,GCJ91,,GCJ91,,,,,,,,,365.7,,,,,
19910313,GCJ91,,GCJ91,,,,,,,,,367.6,,,,,
19910314,GCJ91,,GCJ91,,,,,,,,,366.8,,,,,
19910315,GCJ91,,GCJ91,,,,,,,,,366.3,,,,,
19910318,GCJ91,,GCJ91,,,,,,,,,363.6,,,,,
19910319,GCJ91,,GCJ91,,,,,,,,,365.3,,,,,
19910320,GCJ91,,GCJ91,,,,,,,,,364.7,,,,,
19910321,GCJ91,,GCJ91,,,,,,,,,363.7,,,,,
19910322,GCJ91,,GCJ91,,,,,,,,,363.8,,,,,
19910325,GCJ91,,GCJ91,,,,,,,,,359.3,,,,,
19910326,GCJ91,,GCJ91,,,,,,,,,358.1,,,,,
19910327,GCM91,,GCM91,,,,,,,,,358.4,,,,,
19910328,GCM91,,GCM91,,,,,,,,,359.6,,,,,
19910401,GCM91,,GCM91,,,,,,,,,361.9,,,,,
19910402,GCM91,,GCM91,,,,,,,,,360.8,,,,,
19910403,GCM91,,GCM91,,,,,,,,,362.6,,,,,
19910404,GCM91,,GCM91,,,,,,,,,361.6,,,,,
19910405,GCM91,,GCM91,,,,,,,,,362,,,,,
19910408,GCM91,,GCM91,,,,,,,,,364.1,,,,,
19910409,GCM91,,GCM91,,,,,,,,,367.4,,,,,
19910410,GCM91,,GCM91,,,,,,,,,366.2,,,,,
19910411,GCM91,,GCM91,,,,,,,,,365.6,,,,,
19910412,GCM91,,GCM91,,,,,,,,,362.3,,,,,
19910415,GCM91,,GCM91,,,,,,,,,363.1,,,,,
19910416,GCM91,,GCM91,,,,,,,,,363.4,,,,,
19910417,GCM91,,GCM91,,,,,,,,,363.9,,,,,
19910418,GCM91,,GCM91,,,,,,,,,360.1,,,,,
19910419,GCM91,,GCM91,,,,,,,,,359.4,,,,,
19910422,GCM91,,GCM91,,,,,,,,,359.5,,,,,
19910423,GCM91,,GCM91,,,,,,,,,358.4,,,,,
19910424,GCM91,,GCM91,,,,,,,,,356.7,,,,,
19910425,GCM91,,GCM91,,,,,,,,,355.6,,,,,
19910426,GCM91,,GCM91,,,,,,,,,355.6,,,,,
19910429,GCM91,,GCM91,,,,,,,,,353.9,,,,,
19910430,GCM91,,GCM91,,,,,,,,,357.8,,,,,
19910501,GCM91,,GCM91,,,,,,,,,357.9,,,,,
19910502,GCM91,,GCM91,,,,,,,,,356.1,,,,,
19910503,GCM91,,GCM91,,,,,,,,,355.4,,,,,
19910506,GCM91,,GCM91,,,,,,,,,356.4,,,,,
19910507,GCM91,,GCM91,,,,,,,,,357.9,,,,,
19910508,GCM91,,GCM91,,,,,,,,,358.7,,,,,
19910509,GCM91,,GCM91,,,,,,,,,358.2,,,,,
19910510,GCM91,,GCM91,,,,,,,,,358.2,,,,,
19910513,GCM91,,GCM91,,,,,,,,,359.5,,,,,
19910514,GCM91,,GCM91,,,,,,,,,361.5,,,,,
19910515,GCM91,,GCM91,,,,,,,,,361.9,,,,,
19910516,GCM91,,GCM91,,,,,,,,,357.3,,,,,
19910517,GCM91,,GCM91,,,,,,,,,355.7,,,,,
19910520,GCM91,,GCM91,,,,,,,,,358.2,,,,,
19910521,GCM91,,GCM91,,,,,,,,,357.9,,,,,
19910522,GCM91,,GCM91,,,,,,,,,357.6,,,,,
19910523,GCM91,,GCM91,,,,,,,,,355.3,,,,,
19910524,GCM91,,GCM91,,,,,,,,,356.5,,,,,
19910528,GCM91,,GCM91,,,,,,,,,363.9,,,,,
19910529,GCM91,,GCM91,,,,,,,,,361.7,,,,,
19910530,GCQ91,,GCQ91,,,,,,,,,367,,,,,
19910531,GCQ91,,GCQ91,,,,,,,,,364,,,,,
19910603,GCQ91,,GCQ91,,,,,,,,,367.1,,,,,
19910604,GCQ91,,GCQ91,,,,,,,,,365.6,,,,,
19910605,GCQ91,,GCQ91,,,,,,,,,365.5,,,,,
19910606,GCQ91,,GCQ91,,,,,,,,,367.6,,,,,
19910607,GCQ91,,GCQ91,,,,,,,,,370,,,,,
19910610,GCQ91,,GCQ91,,,,,,,,,376.7,,,,,
19910611,GCQ91,,GCQ91,,,,,,,,,374.4,,,,,
19910612,GCQ91,,GCQ91,,,,,,,,,374.3,,,,,
19910613,GCQ91,,GCQ91,,,,,,,,,372.6,,,,,
19910614,GCQ91,,GCQ91,,,,,,,,,370,,,,,
19910617,GCQ91,,GCQ91,,,,,,,,,370.5,,,,,
19910618,GCQ91,,GCQ91,,,,,,,,,370.2,,,,,
19910619,GCQ91,,GCQ91,,,,,,,,,370.6,,,,,
19910620,GCQ91,,GCQ91,,,,,,,,,370,,,,,
19910621,GCQ91,,GCQ91,,,,,,,,,368,,,,,
19910624,GCQ91,,GCQ91,,,,,,,,,363.4,,,,,
19910625,GCQ91,,GCQ91,,,,,,,,,366.2,,,,,
19910626,GCQ91,,GCQ91,,,,,,,,,368.2,,,,,
19910627,GCQ91,,GCQ91,,,,,,,,,366.8,,,,,
19910628,GCQ91,,GCQ91,,,,,,,,,369.4,,,,,
19910701,GCQ91,,GCQ91,,,,,,,,,369.4,,,,,
19910702,GCQ91,,GCQ91,,,,,,,,,369.2,,,,,
19910703,GCQ91,,GCQ91,,,,,,,,,371.9,,,,,
19910708,GCQ91,,GCQ91,,,,,,,,,372.2,,,,,
19910709,GCQ91,,GCQ91,,,,,,,,,370.8,,,,,
19910710,GCQ91,,GCQ91,,,,,,,,,371.8,,,,,
19910711,GCQ91,,GCQ91,,,,,,,,,368.7,,,,,
19910712,GCQ91,,GCQ91,,,,,,,,,369.1,,,,,
19910715,GCQ91,,GCQ91,,,,,,,,,370,,,,,
19910716,GCQ91,,GCQ91,,,,,,,,,369.8,,,,,
19910717,GCQ91,,GCQ91,,,,,,,,,370,,,,,
19910718,GCQ91,,GCQ91,,,,,,,,,370.4,,,,,
19910719,GCQ91,,GCQ91,,,,,,,,,371.5,,,,,
19910722,GCQ91,,GCQ91,,,,,,,,,367.4,,,,,
19910723,GCQ91,,GCQ91,,,,,,,,,368.6,,,,,
19910724,GCQ91,,GCQ91,,,,,,,,,365.7,,,,,
19910725,GCQ91,,GCQ91,,,,,,,,,364.7,,,,,
19910726,GCQ91,,GCQ91,,,,,,,,,366.2,,,,,
19910729,GCQ91,,GCQ91,,,,,,,,,363.4,,,,,
19910730,GCZ91,,GCZ91,,,,,,,,,369.3,,,,,
19910731,GCZ91,,GCZ91,,,,,,,,,370.8,,,,,
19910801,GCZ91,,GCZ91,,,,,,,,,370.3,,,,,
19910802,GCZ91,,GCZ91,,,,,,,,,362.4,,,,,
19910805,GCZ91,,GCZ91,,,,,,,,,362.7,,,,,
19910806,GCZ91,,GCZ91,,,,,,,,,363.5,,,,,
19910807,GCZ91,,GCZ91,,,,,,,,,363.3,,,,,
