,Date,Lead.Contract,CL0,CL1,CL2,CL3,CL4,CL0.value,CL1.value,CL2.value,CL3.value,CL4.value
5242,20110211,SBAH11.b01,SBAH11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,30.98,28.96,26.79,24.91,23.94
5243,20110214,SBAH11.b01,SBAH11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,31.22,29.12,26.89,25.18,24.3
5244,20110215,SBAH11.b01,SBAH11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,30.76,28.23,26.07,24.4,23.67
5245,20110216,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,29.54,27.34,25.57,24.72,23.1
5246,20110217,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,28.84,26.72,25,24.24,22.68
5247,20110218,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,28.4,26.32,24.6,23.9,22.45
5248,20110222,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,28.43,26.44,24.82,24.04,22.51
5249,20110223,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.57,25.53,24,23.32,22.03
5250,20110224,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.66,25.52,24.17,23.48,22.32
5251,20110225,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,28.68,26.61,25.17,24.41,23.1
5252,20110228,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,29.49,27.26,25.74,24.97,23.54
5253,20110301,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,29.16,26.86,25.45,24.74,23.4
5254,20110302,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,30.33,27.75,26.22,25.42,23.97
5255,20110303,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,30.33,27.71,26.23,25.42,23.96
5256,20110304,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,29.9,27.43,25.85,25.01,23.69
5257,20110307,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,29.93,27.58,26.05,25.32,24
5258,20110308,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,30.68,28.13,26.54,25.73,24.41
5259,20110309,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,29.93,27.4,25.86,25.11,23.89
5260,20110310,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,28.85,26.51,25.06,24.35,23.2
5261,20110311,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,28.57,26.19,24.82,24.21,23.24
5262,20110314,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.87,25.64,24.45,24.04,23.15
5263,20110315,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,26.33,24.35,23.35,23.02,22.44
5264,20110316,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,25.94,23.88,22.74,22.37,21.87
5265,20110317,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,26.91,24.76,23.66,23.13,22.52
5266,20110318,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.57,25.32,24.14,23.54,22.89
5267,20110321,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.64,25.49,24.31,23.8,23.13
5268,20110322,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,26.95,25.03,23.91,23.42,22.77
5269,20110323,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,26.87,24.92,23.81,23.34,22.71
5270,20110324,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.17,25.05,23.91,23.5,22.98
5271,20110325,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.68,25.34,24.13,23.75,23.25
5272,20110328,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.26,25.1,24.04,23.56,22.88
5273,20110329,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.33,25.21,24.07,23.6,22.9
5274,20110330,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.28,25.2,24.18,23.76,23.22
5275,20110331,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.02,25,24.06,23.7,23.18
5276,20110401,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.61,25.47,24.54,24.18,23.69
5277,20110404,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.8,25.72,24.79,24.21,23.62
5278,20110405,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,27.76,25.77,25.02,24.5,23.9
5279,20110406,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,26.6,24.84,24.43,24.07,23.48
5280,20110407,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,26.38,25.02,24.74,24.46,23.92
5281,20110408,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,25.6,24.73,24.53,24.3,23.81
5282,20110411,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,25.97,24.85,24.66,24.41,23.82
5283,20110412,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,25.73,24.24,24.08,23.8,23.4
5284,20110413,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,24.8,23.63,23.69,23.71,23.33
5285,20110414,SBAK11.b01,SBAK11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,24.83,23.48,23.58,23.71,23.38
5286,20110415,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.18,23.3,23.45,22.94,22.69
5287,20110418,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.73,22.82,23,22.66,22.5
5288,20110419,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.96,23,23.06,22.68,22.52
5289,20110420,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.46,23.44,23.52,23.07,22.76
5290,20110421,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.66,23.4,23.5,23.01,22.65
5291,20110425,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.41,23.15,23.24,22.87,22.38
5292,20110426,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.28,23.12,23.23,22.82,22.52
5293,20110427,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.98,23.08,23.35,23.08,22.94
5294,20110428,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.56,22.92,23.5,23.29,23.12
5295,20110429,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.35,22.63,23.15,23.02,22.92
5296,20110502,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.79,22.23,22.81,22.64,22.53
5297,20110503,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.16,22.5,23,22.8,22.73
5298,20110504,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.47,21.8,22.35,22.31,22.23
5299,20110505,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,20.98,21.22,21.77,21.78,21.73
5300,20110506,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,20.84,21.14,21.66,21.6,21.44
5301,20110509,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.01,21.18,21.67,21.56,21.5
5302,20110510,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.21,22.32,22.78,22.6,22.43
5303,20110511,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.05,21.27,21.8,21.78,21.78
5304,20110512,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.5,21.61,22.08,21.92,21.85
5305,20110513,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.4,21.44,21.87,21.7,21.7
5306,20110516,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.87,21.52,21.6,21.53,21.44
5307,20110517,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.86,21.59,21.79,21.69,21.65
5308,20110518,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.65,22.14,22.14,22,21.91
5309,20110519,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.88,21.7,21.95,21.79,21.66
5310,20110520,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.37,22.03,22.24,22.09,22
5311,20110523,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,21.82,21.49,21.9,21.71,21.63
5312,20110524,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.12,21.89,22.32,22.07,21.94
5313,20110525,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.75,22.37,22.54,22.19,22.07
5314,20110526,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.69,22.41,22.61,22.33,22.21
5315,20110527,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.04,22.84,23,22.61,22.42
5316,20110531,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.88,22.76,22.96,22.55,22.37
5317,20110601,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,22.58,22.42,22.6,22.17,22
5318,20110602,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.43,23.29,23.47,23.15,23.06
5319,20110603,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.99,23.61,23.75,23.36,23.05
5320,20110606,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,23.71,23.32,23.46,23.2,22.98
5321,20110607,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,24.08,23.45,23.48,23.2,23
5322,20110608,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,25.1,23.98,23.81,23.4,23.19
5323,20110609,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,24.73,23.85,23.75,23.43,23.17
5324,20110610,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,25.6,24.5,24.29,23.83,23.5
5325,20110613,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,25.62,24.3,24.07,23.74,23.4
5326,20110614,SBAN11.b01,SBAN11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,25.18,24.28,24.05,23.64,23.34
5327,20110615,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,24.36,24.11,23.73,23.42,23.11
5328,20110616,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,24.69,24.38,23.91,23.59,23.28
5329,20110617,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,25.4,25.03,24.43,23.98,23.57
5330,20110620,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,25.99,25.46,24.67,24.18,23.74
5331,20110621,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,26.09,25.55,24.85,24.28,23.75
5332,20110622,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,25.95,25.41,24.72,24.23,23.8
5333,20110623,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,25.5,24.97,24.32,23.88,23.4
5334,20110624,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,25.93,25.29,24.63,24.22,23.78
5335,20110627,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,25.5,24.91,24.36,23.92,23.52
5336,20110628,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.05,26.14,25.17,24.6,24.05
5337,20110629,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,26.94,26.12,25.16,24.58,24.01
5338,20110630,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,25.94,25.29,24.45,23.93,23.56
5339,20110701,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.39,26.58,25.63,24.91,24.32
5340,20110705,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.77,27.01,25.91,25.02,24.36
5341,20110706,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.54,26.85,25.81,25.03,24.42
5342,20110707,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.51,28.36,26.88,25.69,24.84
5343,20110708,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.51,28.52,27.03,25.88,25.05
5344,20110711,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.05,28.17,26.82,25.72,24.86
5345,20110712,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.33,29.26,27.62,26.26,25.2
5346,20110713,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.19,29.03,27.35,25.72,24.66
5347,20110714,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.3,28.29,26.84,25.63,24.67
5348,20110715,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.01,27.9,26.49,25.34,24.4
5349,20110718,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.68,27.6,26.34,25.41,24.55
5350,20110719,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.46,27.52,26.36,25.34,24.78
5351,20110720,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.91,28.05,26.78,25.83,25.04
5352,20110721,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.76,28.65,27.24,26.15,25.27
5353,20110722,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,31.28,29.68,27.91,26.65,25.61
5354,20110725,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.75,29.41,27.68,26.36,25.35
5355,20110726,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,31.13,29.84,28.2,26.75,25.67
5356,20110727,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.84,29.55,27.93,26.64,25.59
5357,20110728,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.1,28.85,27.25,26.1,25.25
5358,20110729,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.73,28.48,27.08,26.03,25.14
5359,20110801,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.09,27.98,26.57,25.51,24.69
5360,20110802,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.36,27.46,26.26,25.4,24.65
5361,20110803,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.25,26.35,25.3,24.54,23.95
5362,20110804,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.52,26.55,25.45,24.7,24.1
5363,20110805,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.72,26.67,25.47,24.64,24.13
5364,20110808,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,26.91,25.91,24.7,23.9,23.37
5365,20110809,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.64,26.41,25.1,24.2,23.63
5366,20110810,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.29,26.09,24.86,23.96,23.35
5367,20110811,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.44,27.28,25.76,24.67,23.86
5368,20110812,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.96,27.11,25.81,24.74,23.87
5369,20110815,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,27.75,26.89,25.67,24.77,24.03
5370,20110816,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.35,27.48,26.2,25.07,24.36
5371,20110817,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.48,28.65,27.26,26.1,25.22
5372,20110818,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.12,28.29,26.91,25.87,25.05
5373,20110819,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.76,29.56,27.83,26.5,25.52
5374,20110822,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.72,29.55,27.81,26.47,25.51
5375,20110823,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.88,29.77,27.95,26.59,25.46
5376,20110824,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.22,29.17,27.34,25.87,24.92
5377,20110825,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.53,28.61,27,25.79,24.95
5378,20110826,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,30.13,29.25,27.65,26.42,25.57
5379,20110829,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.83,28.9,27.36,26.18,25.29
5380,20110830,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.99,29.08,27.51,26.23,25.37
5381,20110831,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.75,28.93,27.46,26.3,25.49
5382,20110901,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.61,28.71,27.24,26.09,25.27
5383,20110902,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.24,28.42,26.98,25.74,24.94
5384,20110906,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.51,27.67,26.28,25.04,24.4
5385,20110907,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.6,27.97,26.62,25.36,24.63
5386,20110908,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.94,28.12,26.75,25.47,24.75
5387,20110909,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,28.92,27.61,26.3,25.11,24.37
5388,20110912,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.76,28.08,26.69,25.42,24.7
5389,20110913,SBAV11.b01,SBAV11.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,29.44,28.02,26.77,25.48,24.71
5390,20110914,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,27.88,26.65,25.36,24.61,24.38
5391,20110915,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,28.15,26.95,25.69,24.93,24.72
5392,20110916,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,26.76,25.9,24.92,24.23,24.05
5393,20110919,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,26.81,25.96,24.98,24.35,24.18
5394,20110920,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,26.83,25.97,24.88,24.14,23.98
5395,20110921,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,25.86,25.01,24.11,23.53,23.43
5396,20110922,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.97,24.23,23.49,23.07,22.99
5397,20110923,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.32,23.67,23,22.61,22.49
5398,20110926,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.51,23.82,23.2,22.89,22.82
5399,20110927,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.65,23.95,23.36,23.09,23.04
5400,20110928,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.61,23.97,23.41,23.16,23.2
5401,20110929,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,25.94,25.25,24.6,24.29,24.11
5402,20110930,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,25.6,24.93,24.17,23.73,23.57
5403,20111003,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.92,24.19,23.3,22.7,22.66
5404,20111004,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.57,23.85,22.95,22.44,22.46
5405,20111005,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.8,24.1,23.16,22.64,22.64
5406,20111006,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,24.75,24.07,23.25,22.71,22.79
5407,20111007,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,25.22,24.46,23.55,23.07,23.01
5408,20111010,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,26.23,25.33,24.29,23.7,23.63
5409,20111011,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,25.76,24.92,24.03,23.41,23.4
5410,20111012,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,26.05,25.21,24.17,23.65,23.61
5411,20111013,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,26.78,25.91,24.94,24.39,24.43
5412,20111014,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,27.83,26.8,25.77,25.19,25.07
5413,20111017,SBAH12.b01,SBAH12.b01,SBAK12.b01,SBAN12.b01,SBAV12.b01,SBAH13.b01,27.92,26.8,25.67,25.08,25.05
