PERMNO,date,TICKER,PRC,VOL,BID,ASK
15659,120397,UK,48.87500,648700,48.50000,49.25000
15659,130397,UK,47.62500,1925100,47.37500,48.00000
15659,140397,UK,48.62500,293300,48.37500,48.62500
15659,170397,UK,48.25000,786600,48.00000,48.50000
15659,180397,UK,48.12500,496000,47.87500,48.37500
15659,190397,UK,47.87500,726200,47.62500,48.00000
15659,200397,UK,48.00000,312700,47.62500,48.25000
15659,210397,UK,47.25000,1267700,46.87500,47.25000
15659,240397,UK,46.75000,387600,46.37500,47.12500
15659,250397,UK,46.87500,392200,46.62500,47.12500
15659,260397,UK,47.00000,555400,46.62500,47.12500
15659,270397,UK,45.25000,781100,45.12500,45.87500
15659,310397,UK,44.25000,890900,44.12500,44.25000
15659,010497,UK,44.62500,384400,44.37500,44.87500
15659,020497,UK,43.75000,247700,43.50000,44.00000
15659,030497,UK,43.50000,312100,43.25000,43.75000
15659,040497,UK,43.00000,320300,42.62500,43.25000
15659,070497,UK,44.00000,411800,43.75000,44.12500
15659,080497,UK,43.37500,224800,43.12500,43.62500
15659,090497,UK,43.12500,345300,42.75000,43.25000
15659,100497,UK,44.37500,674800,44.12500,44.62500
15659,110497,UK,44.50000,676200,44.25000,44.75000
15659,140497,UK,45.75000,1015400,45.50000,46.00000
15659,150497,UK,48.00000,1462700,47.75000,48.25000
15659,160497,UK,46.62500,601900,46.37500,46.87500
15659,170497,UK,47.62500,393000,47.25000,47.62500
15659,180497,UK,47.37500,314800,47.12500,47.75000
15659,210497,UK,47.75000,427100,47.50000,48.00000
15659,220497,UK,48.75000,830100,48.50000,49.00000
15659,230497,UK,48.75000,374100,48.50000,48.87500
15659,240497,UK,48.00000,346300,47.75000,48.00000
15659,250497,UK,47.62500,226800,47.25000,48.00000
15659,280497,UK,48.00000,229500,47.75000,48.25000
15659,290497,UK,48.87500,278400,48.50000,49.25000
15659,300497,UK,49.87500,1043200,49.50000,50.25000
15659,010597,UK,49.37500,504300,49.12500,49.50000
15659,020597,UK,48.50000,1616100,48.25000,48.75000
15659,050597,UK,48.75000,875200,48.50000,48.87500
15659,060597,UK,49.75000,588700,49.50000,50.00000
15659,070597,UK,48.75000,395900,48.62500,49.00000
15659,080597,UK,48.75000,520600,48.37500,49.00000
15659,090597,UK,49.00000,364000,48.62500,49.12500
15659,120597,UK,49.25000,373100,48.87500,49.50000
15659,130597,UK,48.62500,962900,48.25000,48.87500
15659,140597,UK,48.50000,307800,48.25000,48.87500
15659,150597,UK,49.25000,399000,49.00000,49.50000
15659,160597,UK,48.00000,225200,47.75000,48.12500
15659,190597,UK,47.75000,258900,47.37500,48.00000
15659,200597,UK,47.75000,855200,47.50000,47.87500
15659,210597,UK,46.50000,827600,46.25000,46.87500
15659,220597,UK,46.62500,194700,46.25000,46.87500
15659,230597,UK,47.37500,556100,46.87500,47.62500
15659,270597,UK,47.37500,472300,47.00000,47.75000
15659,280597,UK,46.25000,408200,46.00000,46.62500
15659,290597,UK,45.87500,593000,45.75000,46.12500
