Row.names,AAPL,AXP,BA,CAT,CSCO,CVX,KO,DWDP,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WMT,DIS,WBA,GE,T,BAC,AA,C,MO,IP,GT,SHLD,HPQ,AIG,DD,KFT,SBC,UK,HON
25/04/97,-2.097924006,-3.168309736,0.122699387,-0.143266476,-4.010335215,-0.754716981,-1.458333333,-1.679384469,-2.764976959,NA,-1.528380813,-1.871440195,-1.539777588,0,0,-0.968523002,-0.870827286,0.286944046,-0.438116101,2.511415525,-0.803212851,-1.219512195,0.580270793,1.136363636,-0.332778702,NA,8.742001895,-1.363636364,-1.118208161,0,-0.117237041,2.469135802,0.659340659,-0.115276171,-0.508902595,-5.105105105,-0.89285835,-1.196172249,NA,-1.492539668,NA,1.100244499,NA,NA,-0.78125,1.967801815
28/04/97,0.71424,4.907975323,-6.495098039,1.291248207,0.269543924,0.380228137,3.382663848,3.260869484,2.132701422,NA,0.665185798,-0.248756219,1.737619461,2.365591398,2.781842395,1.222493888,1.171303075,1.573676681,1.100110011,-4.899777283,1.754383806,2.572016461,0.384615385,0.561797753,-1.502504174,NA,1.568626124,2.304147465,0.323106604,2.005730659,0.704225352,2.409638554,0.873362445,-1.442585113,2.813295867,0.316455696,0.90090213,0.484261501,NA,-0.505045383,NA,-0.725513906,NA,NA,0.787401575,-0.526320721
29/04/97,0.354587395,4.288497129,0.917431193,-0.424929178,7.526864031,2.840909091,2.45398773,0.30074706,3.248259861,NA,0.881056395,5.32003325,2.476515798,0.840336134,3.133900855,2.173913043,0.578871201,3.098591549,3.59085963,2.576112412,3.315647816,2.507522568,3.0651341,5.027932961,1.016949153,NA,3.667951042,0,4.025762144,2.247191011,3.146853147,4,3.67965368,1.697887399,9.452733134,-0.94637224,-0.595244533,1.686746988,NA,4.822330577,NA,4.263093788,NA,NA,1.822916667,0.881834956
30/04/97,-3.886837973,-1.682240414,2.467532468,1.280227596,3.50001035,0.920810313,1.596806387,1.499255208,1.797752809,NA,1.310046311,1.34175217,2.083333333,1.875,1.79558457,1.182033097,0.143884892,-1.229508197,2.100840336,2.739726027,-1.412062702,-1.56555773,-0.371747212,3.457446809,1.510067114,NA,0.931100843,1.351351351,1.238393499,1.098901099,0.338983051,0.452488688,0.835073069,0.115145845,0.909093845,0.318471338,1.197610535,-0.236966825,NA,1.694906579,NA,-0.817757009,NA,NA,2.046035806,1.048952485
01/05/97,0,-0.190114931,0.380228137,1.966292135,3.140086957,-0.729927007,-2.357563851,0.443131452,-1.324503311,NA,-1.07758706,0.54517134,0.408163265,-2.45398773,0.678421695,-1.401869159,0.143678161,-1.521438451,-0.411522634,2.222222222,0.1302125,-0.099403579,-1.305970149,-2.05655527,0.165289256,NA,-0.553505487,0.444444444,-0.917437406,-0.543478261,-1.12612973,-0.900900901,0,-0.575040735,-2.702702703,-0.317460317,1.183427962,4.038004751,NA,-0.476185683,NA,-2.709069494,NA,NA,-1.002506266,1.038060907
02/05/97,0,2.666668338,1.515151515,2.892561983,7.259961336,1.654411765,3.018108652,-0.294119993,0.894854586,NA,0.217866667,0.464756003,2.520325203,2.935010482,2.83018874,0.947867299,0.573888092,2.247191011,-0.20661157,-2.826086957,1.30038174,1.492537313,1.890359168,2.624671916,0.660066007,NA,0.556586222,0.442477876,-0.771601449,1.366120219,3.075170955,1.136363636,3.933747412,1.445922464,1.157404444,1.592356688,0.584794559,-2.511415525,NA,4.066986654,NA,3.995157385,NA,NA,-1.772151899,1.369871314
05/05/97,0,2.782928693,-0.497512438,2.409638554,2.838434984,1.446654611,3.125,3.539823009,3.76940133,NA,2.826086038,2.467232074,3.092783505,1.629327902,1.703798725,2.34741784,2.853067047,0.549450549,-0.465835197,5.14541387,2.439028598,1.960784314,3.896103896,0.255754476,1.475409836,NA,2.029519023,0,2.177296124,1.886792453,2.98342552,2.247191011,-0.199203187,0.342075248,3.203667279,10.65830721,5.232563144,0.234192037,NA,1.609195309,NA,0.582072177,NA,NA,0.515463918,2.027026917
06/05/97,-0.735246886,-1.263543659,0.75,-1.307189542,-1.910827928,-0.891265597,0.757575758,0.142447863,0.213675214,NA,0.42283636,-0.376222724,-2.769230769,-1.402805611,1.288663971,0,0.138696255,0.546448087,-2.392095604,-0.425531915,-0.501257143,1.730769231,1.071428571,0,1.453957997,NA,0,0,0.152209268,-0.793650794,0.214599149,-0.43956044,0.399201597,2.613629208,0.886912259,-5.382436261,0.276238241,0,NA,-1.809952371,NA,2.083333333,NA,NA,2.051282051,-0.331132468
07/05/97,-2.222244346,-3.473492754,-2.729528536,-2.119205298,1.73159991,0.179856115,-1.691729323,-1.280227625,-1.066098081,NA,-0.631583973,-2.039274924,-1.344936709,-1.829268293,-2.926210687,-1.376146789,-0.55401662,-2.717391304,-1.545022004,-1.282051282,-2.26700261,-1.323251418,1.413427562,3.06122449,-1.433121019,NA,-0.723328324,-0.440528634,-2.127669017,-1.333333333,-0.856537872,-2.428256071,-5.168986083,-2.657802823,-4.395601706,-1.19760479,-1.928374391,0.23364486,NA,-0.921657752,NA,-2.947845805,NA,NA,-2.010050251,-1.495011955
08/05/97,3.030277319,1.515158518,-0.637755102,2.029769959,4.468090061,1.436265709,-1.147227533,1.440926834,0,NA,-2.542370361,3.238242097,1.844426624,-0.621118012,0.524250601,0.930232558,1.532033426,-0.837988827,0.757575758,-2.597402597,0.128870108,-0.383141762,0.522648084,1.237623762,0,NA,1.275046535,3.539823009,0.931683403,-1.081081081,0.323974093,2.262443439,-0.628930818,1.422070535,2.75862069,1.515151515,1.685397905,1.165501166,NA,-1.627906824,NA,0.23364486,NA,NA,0,0.337264048
