"","AAPL","AXP","BA","CAT","CSCO","CVX","KO","DWDP","XOM","GS","HD","IBM","INTC","JNJ","JPM","MCD","MMM","MRK","MSFT","NKE","PFE","PG","TRV","UNH","UTX","V","VZ","WMT","DIS","WBA","GE","T","BAC","NKE.1","AA","BAC.1","C","MO","IP","GT","SHLD","HPQ"
"2011-02-24",48.982857,43.560001,70.760002,100.57,18.360001,102.029999,31.940001,35.490002,85.970001,163.440002,37.139999,160.770004,21.290001,60.25,45.91,75.209999,90.029999,32.029999,26.77,21.629999,18.9,63.049999,59.330002,42.75,82.720001,18.477501,35.580002,52.09,42.419998,41.32,20.58,27.92,13.97,21.629999,39.76965,13.97,46.900002,24.709999,27.159763,13.63,62.192265,19.150772
"2011-02-25",49.737144,43.529999,72.300003,102,18.639999,102.099998,32.154999,36.32,85.339996,165.119995,37.080002,162.279999,21.860001,59.639999,46.68,74.440002,90.25,32.189999,26.549999,21.995001,18.860001,62.84,59.599998,42.52,83.370003,18.67,35.970001,51.75,42.950001,41.970001,20.82,28.129999,14.2,21.995001,40.082039,14.2,47,24.940001,27.692308,13.9,62.720596,19.38238
"2011-02-28",50.458572,43.57,72.010002,102.93,18.559999,103.75,31.959999,37.16,85.529999,163.779999,37.470001,161.880005,21.469999,61.439999,46.689999,75.68,92.230003,32.57,26.58,22.2575,19.24,63.049999,59.93,42.580002,83.540001,18.262501,36.919998,51.98,43.740002,43.34,20.92,28.379999,14.29,22.2575,40.490551,14.29,46.799999,25.370001,27.39645,14.18,62.879097,19.813807
"2011-03-01",49.901428,43.150002,70.120003,99.860001,18.559999,102.900002,32.455002,36.139999,84.800003,161.309998,36.759998,159.970001,21.389999,60.700001,45.599998,74.889999,90.459999,32.459999,26.16,21.924999,19.139999,62.740002,59.220001,42.450001,82.080002,18.174999,36.02,52.07,42.990002,42.720001,20.25,28.08,13.93,21.924999,39.00069,13.93,45.700001,25.120001,26.351086,13.75,62.645123,19.48683
"2011-03-02",50.302856,43.02,69.57,100.970001,18.5,103.470001,32.215,36.619999,85.080002,161.690002,36.66,160.160004,21.49,60.810001,45.209999,74.690002,91.32,32.580002,26.08,22.0825,19.190001,62.41,58.810001,43.560001,82.050003,18.4925,36.34,51.970001,43.290001,41.84,20.32,28.17,13.83,22.0825,38.880539,13.83,46,25.049999,26.360947,13.99,63.362144,19.636694
"2011-03-03",51.365715,44.299999,71.709999,104.25,18.530001,104.190002,32.785,37.889999,85.82,164.490005,37.549999,163.479996,21.790001,61.049999,46.080002,76.239998,92.809998,33.099998,26.200001,22.459999,19.77,62.549999,59.049999,44.790001,83.849998,18.9575,36.360001,52.009998,44.07,42.529999,20.75,28.129999,14.27,22.459999,39.961891,14.27,46.799999,25.440001,26.883629,13.98,63.777264,19.618528
"2011-03-04",51.42857,43.720001,71.800003,103.040001,18.4,103.75,32.605,37.52,85.080002,161,37.220001,161.830002,21.559999,61.060001,45.52,76.029999,92.190002,33.060001,25.950001,22.469999,19.66,62.029999,59.18,44.450001,82.860001,18.672501,36.080002,52.07,43.549999,42.23,20.370001,27.92,14.12,22.469999,39.84174,14.12,45.400002,25.32,26.410257,13.68,63.973499,19.35059
"2011-03-07",50.765713,43.709999,70.879997,102.129997,18.200001,103.010002,32.610001,37.259998,84.720001,159.149994,36.869999,159.929993,21.209999,60.400002,45.189999,76.290001,92.400002,32.830002,25.719999,22.23,19.610001,61.709999,58.959999,43.560001,82.279999,18.5375,36.009998,52.02,43.02,41.849998,20.379999,27.9,14.03,22.23,39.048752,14.03,45.200001,25.379999,25.936884,13.34,62.826263,19.064487
"2011-03-08",50.822857,45.240002,72.040001,104.129997,18.219999,103.769997,32.82,38.299999,84.599998,161.300003,37.040001,162.279999,21.129999,60.709999,46.400002,75.540001,93.75,32.98,25.91,22.297501,19.68,62.049999,59.060001,43.830002,83.260002,18.5425,36.48,52.439999,43.200001,42.389999,20.629999,28.450001,14.69,22.297501,39.625469,14.69,46.400002,25.66,26.114399,14.12,63.430073,19.255222
"2011-03-09",50.352856,45.049999,72.089996,102.360001,18.120001,102.139999,32.810001,37.91,84.379997,162.350006,37.669998,165.860001,21.200001,60.400002,46.560001,75.779999,93.169998,33.290001,25.889999,22.237499,19.66,62,59.400002,44.490002,82.889999,18.4275,36.650002,52.669998,43.119999,42.610001,20.629999,28.790001,14.59,22.237499,39.1689,14.59,46.5,25.809999,26.074951,14.39,63.72443,19.096275
"2011-03-10",49.524284,44.02,71.290001,98.389999,17.92,99.080002,32.645,36.82,81.379997,160.270004,37.07,162.020004,20.790001,59.610001,45.529999,76.68,90.010002,32.900002,25.41,22.045,19.360001,61.490002,58.52,43.790001,80.919998,17.85,36.400002,52.650002,42.470001,41.959999,20.1,28.610001,14.26,22.045,37.9674,14.26,45.400002,25.639999,25.345167,14.05,62.879097,18.837421
"2011-03-11",50.284286,44.279999,71.639999,100.019997,17.950001,99.93,32.404999,36.790001,82.120003,160.679993,37.139999,162.429993,20.870001,59.689999,45.740002,76.730003,91.610001,32.73,25.68,21.7925,19.469999,61.490002,58.880001,43.59,81.279999,18.127501,35.849998,52.59,42.93,41.93,20.360001,28.459999,14.38,21.7925,38.520088,14.38,45.700001,25.049999,25.631165,14.98,63.543285,18.950954
"2011-03-14",50.508572,43.91,70.739998,102.099998,17.85,100.800003,31.969999,36.610001,82.379997,158.429993,36.68,161.389999,20.84,59.130001,45.299999,75.669998,91.019997,32.380001,25.690001,21.5525,19.809999,61.349998,58.860001,43.16,80.739998,17.965,35.18,52.32,42.240002,41.59,19.92,28.190001,14.23,21.5525,38.736359,14.23,45.400002,24.99,25.581854,15.07,62.539455,18.841961
"2011-03-15",49.347141,43.639999,69.690002,100.75,17.389999,101.230003,31.514999,35.959999,81.389999,157.25,36.290001,159.020004,20.18,58.48,44.610001,75.120003,89.5,31.860001,25.389999,21.3325,19.76,60.66,58.52,42.790001,79.510002,17.799999,34.869999,52.060001,41.619999,41.07,19.610001,27.809999,13.96,21.3325,38.544121,13.96,44.400002,24.709999,25.414202,14.95,62.426243,18.587648
"2011-03-16",47.144287,42.360001,67.690002,100.400002,17.049999,99.510002,30.799999,35.16,79.309998,154.380005,35.68,153,19.809999,57.66,43.810001,73.379997,87.550003,31.08,24.790001,21.205,19.299999,59.73,58.049999,41.860001,78.330002,17.74,34.299999,51.380001,40.599998,40.610001,18.950001,27.33,13.69,21.205,37.630981,13.69,43.900002,24.290001,25.276134,14.48,61.837528,18.228884
"2011-03-17",47.805714,43.419998,68.300003,103.120003,17,102.239998,31.139999,35.709999,81.160004,155.75,35.759998,154.179993,19.9,58.130001,44.560001,73.400002,88.690002,31.440001,24.780001,21.352501,19.879999,60.43,58.68,42.27,79.489998,17.8575,35.330002,51.369999,40.759998,41.169998,19.219999,27.74,13.98,21.352501,38.472031,13.98,44.5,24.440001,25.936884,14.54,60.539341,18.814714
"2011-03-18",47.238571,44.169998,69.099998,105.059998,17.139999,102.800003,31.35,35.849998,80.849998,159.960007,36,155.889999,19.93,58.57,45.740002,72.989998,88.980003,31.91,24.799999,19.397499,20.18,60.599998,58.060001,42.599998,80.160004,17.855,35.84,51.52,41.23,40.91,19.25,27.940001,14.04,19.397499,38.71233,14.04,45,24.799999,26.499014,14.82,61.746956,18.764759
"2011-03-21",48.471428,44.32,71.199997,107.589996,17.389999,105.190002,31.785,36.970001,82.839996,160.210007,36.43,157.679993,20.190001,58.830002,45.630001,73.760002,90.949997,32.389999,25.33,19.209999,19.98,61.299999,58.950001,43.189999,81.459999,17.99,36.459999,51.919998,41.82,41.970001,19.719999,28.26,14.05,19.209999,39.76965,14.05,44.299999,25.15,26.735701,15.39,60.199699,18.969118
"2011-03-22",48.742859,44.75,71.849998,106.790001,17.450001,105.230003,31.754999,36.73,82.559998,160.789993,36.290001,158,20.15,58.790001,45.470001,73.870003,90.699997,32.529999,25.299999,18.862499,19.940001,60.93,58.279999,42.740002,80.879997,17.9,36.950001,52,41.439999,39.209999,19.49,28.1,13.88,18.862499,39.52935,13.88,44.200001,25.43,26.449703,15.03,58.969437,18.955496
"2011-03-23",48.455715,45.02,72.720001,106.760002,17.58,105.480003,32.134998,36.700001,82.599998,159.529999,36.619999,159.529999,20.290001,58.720001,45.599998,74.529999,92.139999,32.630001,25.540001,19.305,19.92,60.91,58.43,42.75,81.860001,17.997499,36.98,51.639999,42.240002,39.830002,19.530001,28.139999,13.65,19.305,40.73085,13.65,44,25.610001,26.548323,14.86,59.248699,19.105358
"2011-03-24",49.281429,45.59,72.760002,108.370003,17.360001,105.379997,32.345001,36.759998,82.730003,159.910004,37.360001,160.039993,20.379999,59.029999,45.73,74.93,92.580002,32.720001,25.809999,19.182501,20.299999,61.139999,58.830002,43.799999,82.760002,18.165001,37.18,52.59,42.860001,39.950001,19.780001,28.540001,13.48,19.182501,41.11533,13.48,44.299999,25.93,26.923077,15.09,60.56953,19.573116
"2011-03-25",50.220001,45.59,73.339996,109.089996,17.280001,106.779999,32.610001,37.150002,83.620003,157.970001,37.419998,162.179993,20.370001,58.98,45.860001,75.25,92.269997,32.57,25.620001,19.165001,20.35,60.880001,58.98,43.75,83.519997,18.022499,37.290001,52.349998,42.970001,39.639999,19.75,28.85,13.34,19.165001,41.067268,13.34,44.599998,25.82,27.406311,15.45,60.252533,19.31426
"2011-03-28",50.062859,45.720001,73.300003,109.400002,17.190001,106.040001,32.514999,37.040001,83.470001,156.470001,36.650002,161.369995,20.34,59.240002,45.959999,75,92.120003,32.450001,25.41,18.9725,20.27,60.66,58.91,43.869999,83.470001,18.1875,37.75,52.189999,42.52,39.279999,19.75,29.360001,13.37,18.9725,41.427719,13.37,44.299999,26.049999,27.218935,14.57,59.475128,19.137148
"2011-03-29",50.137142,45.650002,73.620003,110.540001,17.440001,107.370003,32.860001,37.240002,83.25,158.470001,37.700001,162.880005,20.280001,59.220001,46.02,75.370003,92.839996,32.779999,25.49,19.09,20.379999,61.279999,59.259998,44.48,84.120003,18.049999,38.290001,52.259998,42.939999,39.93,19.860001,30.049999,13.35,19.09,42.028469,13.35,44.5,25.969999,28.500986,14.74,60.56953,18.669392
"2011-03-30",49.804287,45.91,73.800003,111.529999,17.33,108.010002,33.02,37.27,84.489998,159.070007,37.57,163.600006,20.459999,59.380001,46.450001,75.809998,92.470001,33.299999,25.610001,19.1875,20.34,61.970001,59.389999,45.400002,84.230003,18.557501,38.459999,52.360001,43.349998,40,20.110001,30.709999,13.45,19.1875,42.38892,13.45,44.5,26.110001,29.329388,14.95,62.864002,18.755676
"2011-03-31",49.787144,45.200001,73.93,111.349998,17.15,107.489998,33.169998,37.75,84.129997,158.600006,37.060001,163.070007,20.18,59.25,46.099998,76.089996,93.5,33.009998,25.389999,18.924999,20.309999,61.599998,59.48,45.200001,84.650002,18.405001,38.540001,52.049999,43.09,40.139999,20.049999,30.610001,13.33,18.924999,42.436981,13.33,44.200001,26.030001,29.763313,14.98,62.380955,18.605812
"2011-04-01",49.222858,45.360001,74.010002,113.120003,17.040001,108.32,33.610001,37.91,84.68,160.229996,37.560001,164.270004,19.719999,59.490002,46.349998,75.989998,93.129997,33.07,25.48,19.1325,20.379999,62.080002,59.709999,45.610001,85.32,18.555,38.470001,52.130001,42.849998,40.939999,20.34,30.620001,13.37,19.1325,41.980412,13.37,44.5,25.98,30,15.22,61.596004,18.610353
"2011-04-04",48.741428,45.419998,73.949997,113.379997,17.059999,108.230003,33.830002,38.150002,84.870003,158.899994,37.470001,164.25,19.49,60.150002,46.34,76.389999,93.639999,33.27,25.549999,19.352501,20.540001,62.259998,59.630001,45.599998,85.230003,18.809999,38.610001,52.650002,42.630001,40.830002,20.530001,30.77,13.44,19.352501,42.196678,13.44,44.299999,25.940001,29.654833,15.02,60.343102,18.31971
"2011-04-05",48.412857,45.419998,73.230003,112.309998,17.219999,109.330002,33.735001,38.66,85.419998,158.910004,37.599998,163.990005,19.709999,59.799999,46.580002,76.599998,93.389999,33.16,25.780001,19.4825,20.450001,61.669998,59.130001,45.09,85.400002,18.905001,38.380001,52.740002,42.43,41.110001,20.33,30.700001,13.47,19.4825,43.374149,13.47,44.700001,26.110001,30.256411,15.32,60.335556,18.297003
"2011-04-06",48.291428,46.279999,73.720001,111,18.07,108.660004,33.814999,38.490002,85.18,161.889999,37.5,164.039993,19.950001,59.66,47.639999,76.720001,93.82,33.349998,26.15,19.6675,20.290001,61.759998,59.939999,44.959999,85.660004,19,37.849998,52.98,42.27,41.220001,20.549999,30.469999,13.72,19.6675,43.566391,13.72,45.900002,26.280001,29.921104,15.2,60.328007,18.701181
"2011-04-07",48.297142,46.16,74.290001,109.849998,17.91,108.940002,33.720001,38.330002,85.760002,162.399994,37.830002,164.380005,20.030001,59.48,47.400002,76.010002,93.190002,33.330002,26.200001,19.522499,20.33,62.130001,59.790001,44.43,85.360001,19.102501,37.759998,53,42.040001,41.330002,20.35,30.540001,13.61,19.522499,43.542358,13.61,45.799999,26.1,29.714005,15.07,60.267628,18.655767
"2011-04-08",47.865715,46.279999,73.470001,109.82,17.65,109.660004,33.634998,38.52,85.949997,160.960007,37.459999,164.050003,20.02,59.459999,46.84,76.040001,93.220001,33.669998,26.07,19.3475,20.459999,61.900002,59.580002,44.380001,84.809998,19.18,37.720001,52.540001,41.759998,41.009998,20.190001,30.709999,13.48,19.3475,43.06176,13.48,45.599998,26.24,29.487179,15,59.037369,18.483196
"2011-04-11",47.257141,46.380001,73.760002,109.07,17.469999,107.779999,33.700001,37.759998,85.160004,161.470001,37.599998,163.949997,20.120001,59.860001,46.860001,76.25,93.800003,33.59,25.98,19.532499,20.67,62.189999,60.419998,44.32,84.980003,19.4275,37.849998,52.82,41.889999,41.34,20.18,30.66,13.49,19.532499,42.701309,13.49,45.299999,26.52,28.570021,14.61,59.075104,18.642143
"2011-04-12",47.485714,46.02,73.080002,106.57,17.440001,104.18,33.450001,36.959999,83.18,160.419998,37.759998,163.25,19.76,59.939999,46.639999,76.660004,92.370003,33.560001,25.639999,19.549999,20.459999,62.889999,59.689999,44.810001,83.980003,19.2575,37.639999,53.52,41.630001,41.27,20.01,30.469999,13.47,19.549999,40.1301,13.47,45.5,26.700001,28.402367,15.02,59.580795,18.655767
"2011-04-13",48.01857,46.099998,72.129997,107.629997,17.25,103.809998,33.639999,36.700001,83.160004,160.169998,37.669998,163.949997,19.780001,59.599998,46.25,76.889999,92.860001,33.470001,25.629999,19.852501,20.459999,62.990002,59.93,44.330002,84.209999,19.375,37.689999,53.630001,41.700001,41.32,19.940001,30.18,13.27,19.852501,39.76965,13.27,45,26.68,28.431953,15.01,58.856224,18.678474
"2011-04-14",47.488571,45.880001,72.300003,107.580002,17.17,104.879997,34.154999,36.93,83.440002,155.789993,37.84,164.970001,19.58,60.02,44.970001,77.07,92.940002,33.860001,25.42,20.02,20.49,63.299999,59.630001,44.82,83.980003,19.077499,37.709999,53.5,41.02,41.450001,20,30.290001,13.13,20.02,39.76965,13.13,44.299999,26.889999,28.846153,14.84,59.052464,18.328793
"2011-04-15",46.779999,46.25,72.599998,107.209999,17.030001,106.239998,34.005001,37.779999,84.290001,155.130005,38.169998,166.210007,19.75,60.560001,44.889999,77.379997,92.82,34.509998,25.370001,19.682501,20.530001,64.18,59.799999,44.98,83.449997,19.1175,37.849998,53.549999,41.52,41.869999,20.040001,30.65,12.82,19.682501,39.697559,12.82,44.200001,27.01,29.536489,15.15,59.241154,18.283379
"2011-04-18",47.407143,46.060001,72.790001,103.900002,16.73,104.5,33.654999,37.009998,83.099998,153.779999,37.759998,165.940002,19.620001,60.459999,43.959999,77,91.449997,33.93,25.08,19.645,20.4,64,59.009998,43.549999,81.699997,18.92,37.310001,53.310001,41.200001,41.650002,19.98,30.309999,12.42,19.645,38.760391,12.42,44.200001,26.549999,28.757397,15.25,59.18832,18.051771
"2011-04-19",48.265713,46.639999,73.150002,106.099998,16.610001,105.400002,33.544998,37.700001,83.800003,151.860001,37.77,165.399994,19.860001,62.689999,44.650002,76.599998,91.860001,33.75,25.15,19.682501,20.530001,63.860001,58.18,43.959999,82.360001,18.98,37.240002,53.349998,41.349998,42.369999,20.27,30.309999,12.34,19.682501,39.505322,12.34,45.299999,26.379999,29.142012,15.38,58.946796,18.160763
"2011-04-20",48.915714,47,75.07,108.279999,16.93,107.809998,33.924999,38.23,85.650002,152.699997,37.939999,164.75,21.41,64.389999,44.560001,78.400002,93.760002,34.040001,25.76,20.0175,20.389999,63.720001,59.130001,44.240002,85.900002,19.342501,37.790001,53.689999,42.040001,42.560001,20.4,30.129999,12.27,20.0175,39.98592,12.27,45.700001,26.15,29.487179,15.57,62.380955,18.569483
"2011-04-21",50.099998,47.110001,75.440002,109.419998,16.940001,108.129997,33.939999,39.48,86.360001,153.509995,37.799999,168.279999,21.459999,64.07,44.68,76.910004,93.919998,34.040001,25.52,20.047501,19.790001,63.27,61.32,47.810001,87.099998,19.442499,36.91,53.580002,42.27,42.689999,19.950001,30.68,12.31,20.047501,40.778912,12.31,45.5,26.059999,29.585798,15.96,62.116791,18.614895
"2011-04-25",50.43,47.049999,74.900002,108.849998,17.1,107.419998,33.869999,39.349998,86.220001,152.190002,37.560001,167.669998,21.940001,64.110001,44.610001,77.129997,94.120003,34.330002,25.610001,20.0275,20.139999,63.369999,61.779999,47.709999,86.540001,19.440001,36.990002,53.369999,41.93,42.450001,19.889999,30.549999,12.44,20.0275,40.58667,12.44,45.200001,26.08,29.132151,16.23,61.920551,18.405994
"2011-04-26",50.060001,47.099998,75.550003,111.940002,17.52,108.75,33.465,39.970001,87.419998,153.270004,37.209999,168.490005,22.48,64.949997,45.119999,76.940002,95.940002,35.060001,26.190001,19.99,20.190001,63.830002,61.389999,47.349998,87.860001,19.692499,37.630001,53.91,42.330002,42.869999,20.1,30.940001,12.23,19.99,40.923092,12.23,45.099998,26.290001,29.763313,16.059999,63.837643,18.478655
"2011-04-27",50.021427,47.619999,76.120003,112.610001,17.190001,108.970001,33.5,39.919998,87.779999,152.860001,37.32,170.369995,22.629999,65.57,45.5,77.870003,96.470001,35.630001,26.379999,20.280001,20.629999,64.019997,62.25,48.209999,87.860001,19.7225,38.25,54.419998,42.580002,42.880001,20.65,31.42,12.33,20.280001,41.283539,12.33,45.099998,26.620001,29.566074,16.16,65.67926,18.637602
"2011-04-28",49.535713,48.52,78.550003,112.639999,17.290001,108.809998,33.705002,40.709999,87.339996,150.600006,37.470001,170.779999,22.799999,65.379997,45.849998,78.029999,97.230003,35.77,26.709999,20.6425,20.83,64.5,63.060001,49.099998,89.010002,19.415001,38.27,54.689999,43.02,43.169998,20.6,31.370001,12.42,20.6425,41.067268,12.42,45.900002,26.65,30.059172,16.200001,65.860405,18.405994
"2011-04-29",50.01857,49.080002,79.779999,115.410004,17.52,109.440002,33.73,40.990002,87.980003,151.009995,37.150002,170.580002,23.15,65.720001,45.630001,78.309998,97.209999,35.950001,25.92,20.58,20.969999,64.900002,63.279999,49.23,89.580002,19.530001,37.779999,54.98,43.099998,42.720001,20.450001,31.120001,12.28,20.58,40.851002,12.28,45.900002,26.84,30.45365,18.15,64.886765,18.333334
"2011-05-02",49.468571,49.650002,79.529999,114.370003,17.58,108.18,33.860001,41.34,86.970001,151.300003,37.349998,172.149994,22.91,66.209999,45.18,78.639999,96.919998,36.310001,25.66,20.559999,21.02,65.18,63.52,49.880001,90,19.785,37.560001,55.040001,43.27,42.310001,20.48,31.209999,12.34,20.559999,41.379662,12.34,44.900002,26.780001,31.844181,17.75,63.53574,18.201635
"2011-05-03",49.742859,49.900002,79.510002,113.269997,17.41,106.169998,33.939999,40.509998,85.620003,151.869995,37.349998,172.869995,23.23,66.260002,45.919998,78.940002,96.830002,36.41,25.809999,20.415001,20.440001,65.709999,64.050003,49.68,89.849998,20,37.799999,55.459999,43.07,43.119999,20.639999,31.860001,12.6,20.415001,42.46101,12.6,45.200001,27,31.597633,17.66,57.271229,18.315168
"2011-05-04",49.938572,49.700001,78.839996,110.769997,17.469999,104.68,33.73,39.639999,84.809998,151.520004,37.189999,170.619995,23.5,65.669998,45.5,79.07,96.199997,36.560001,26.059999,20.6975,20.639999,66.470001,63.540001,49.560001,89.379997,19.942499,37.669998,55.369999,42.619999,42.779999,20.27,31.790001,12.49,20.6975,41.980412,12.49,45.200001,26.85,31.232742,17.59,58.229774,18.59219
"2011-05-05",49.535713,49.52,78.449997,109.389999,17.48,102.620003,33.349998,39.23,82.620003,150.410004,37.009998,168.460007,23.610001,65.010002,45.169998,78.599998,94.919998,36.25,25.790001,20.6525,20.389999,65.879997,63,49.580002,88.529999,19.674999,37.119999,55.07,42.689999,42.5,19.9,31.219999,12.3,20.6525,40.875031,12.3,44.799999,26.68,30.897436,17.459999,58.931702,18.52861
"2011-05-06",49.522858,50.200001,79.309998,110.339996,17.559999,102.879997,33.450001,39.720001,82.690002,150.100006,36.990002,168.889999,23.25,65.269997,45.040001,78.699997,95.599998,36.389999,25.870001,20.504999,20.549999,65.269997,63.43,50.119999,89.209999,19.852501,37.279999,55.02,43.060001,42.34,20.01,31.26,12.31,20.504999,41.211449,12.31,45.200001,26.959999,31.331362,17.559999,58.924152,18.533152
"2011-05-09",49.657143,50.189999,79.639999,111.660004,17.6,104.089996,33.474998,39.849998,83.18,149.119995,36.959999,169.100006,22.76,65.629997,44.959999,79.309998,95.989998,36.48,25.83,20.727501,20.6,65.139999,63.389999,50.470001,89.519997,19.965,37.240002,55.099998,43.099998,43.099998,20.07,31.35,12.18,20.727501,42.124592,12.18,44.16,27.139999,31.765285,18.23,58.116558,18.628519
"2011-05-10",49.921429,50.169998,79.949997,112.870003,17.790001,104.360001,33.669998,40.740002,83.339996,150.399994,37.27,170.380005,23.030001,65.760002,45.16,79.709999,95.709999,36.77,25.67,20.875,20.860001,65.730003,63.860001,50.509998,89.809998,20.0875,37.57,55.529999,43.91,43.5,20.299999,31.690001,12.28,20.875,42.100559,12.28,44.200001,27.17,32.406311,18.719999,59.475128,18.878292
"2011-05-11",49.604286,49.830002,79.080002,109.980003,17.780001,102.260002,33.66,39,81.120003,147.880005,37.23,169.5,23.41,66.57,44.23,79.510002,95.519997,36.630001,25.360001,20.665001,20.610001,65.919998,63.25,50.02,89.519997,19.834999,37.259998,55.169998,41.52,44.09,20.09,31.379999,12.25,20.665001,40.971149,12.25,42.919998,27.059999,32.149902,17.83,58.478844,18.646685
"2011-05-12",49.509998,49.540001,79.410004,108.629997,16.93,102.760002,34.154999,38.93,81.050003,142.75,37.290001,172.240005,23.709999,67.190002,44.09,80.660004,96.650002,37.200001,25.32,21.145,20.889999,66.839996,63.849998,50.080002,89.57,19.9825,37.43,55.720001,41.580002,44.93,20.139999,31.639999,12.2,21.145,41.211449,12.2,42.419998,27.35,31.873768,17.99,59.180771,18.564941
"2011-05-13",48.642857,49.490002,79.029999,106.330002,16.879999,102.389999,34.09,38.369999,80.870003,141.460007,37.009998,169.919998,23.41,66.620003,43.150002,80.739998,96.010002,37.080002,25.030001,21.565001,20.92,66.860001,62.330002,49.950001,88.980003,19.977501,37.259998,55.720001,41.52,44.970001,19.889999,31.41,11.93,21.565001,41.091301,11.93,41.529999,27.309999,30.936884,17.77,58.139202,18.3515
"2011-05-16",47.614285,50.07,77.769997,106.089996,16.6,101.650002,33.915001,37.709999,80.239998,140.600006,36.98,168.860001,23.639999,66.370003,42.880001,81.139999,95.459999,37.299999,24.57,21.317499,20.98,66.940002,62.939999,50.169998,88.879997,19.985001,36.970001,56.060001,40.93,45.119999,19.76,31.059999,11.86,21.317499,40.65876,11.86,41.189999,27.49,31.015779,17.559999,56.878754,18.074478
"2011-05-17",48.02,50.759998,76.68,102.080002,16.639999,100.410004,33.994999,36.529999,80.410004,140.809998,37.400002,170.5,23.549999,66.400002,43.810001,80.93,93.860001,37.27,24.52,21.2225,21.139999,67.419998,62.57,49.990002,87.82,20.15,37.110001,55.540001,41.009998,44.299999,19.59,31.120001,11.9,21.2225,39.52935,11.9,41.540001,27.66,30.798817,16.99,56.757992,16.762035
"2011-05-18",48.552856,51.060001,77.139999,105.25,16.65,102.860001,34.150002,36.970001,81.739998,140.839996,37.459999,170.440002,23.879999,66.5,44.080002,81.5,93.940002,37.580002,24.690001,21.2075,21.18,67.379997,63,50.610001,87.150002,20.002501,37.09,55.18,41.419998,44.189999,19.76,31.200001,11.79,21.2075,40.106071,11.79,41.240002,27.870001,31.252466,17.440001,57.248585,16.571299
"2011-05-19",48.647144,51.82,78.019997,105.300003,16.66,103.870003,34.23,36.849998,82.330002,139.339996,37.389999,170.589996,23.540001,66.389999,44,82.510002,94.709999,37.380001,24.719999,21.5275,21.030001,67.459999,62.810001,50.549999,88.099998,19.91,37.32,55.48,41.380001,44.23,19.959999,31.4,11.69,21.5275,40.05801,11.69,41.380001,27.98,31.232742,17.719999,55.746613,16.40781
"2011-05-20",47.888573,51.189999,77.519997,104.330002,16.530001,102.57,34.150002,36.009998,81.57,134.990005,37.049999,170.160004,23.219999,65.690002,43.130001,82.330002,93.559998,37.060001,24.49,21.262501,20.690001,67.360001,62.25,49.740002,87.5,19.557501,37.150002,55.290001,41.5,44.369999,19.620001,31.32,11.58,21.262501,39.072781,11.58,41.02,27.74,30.877712,17.57,54.372948,16.339691
"2011-05-23",47.771427,51.119999,76.279999,101.889999,16.35,101.370003,33.744999,35.610001,80.669998,135.839996,36.82,168.259995,22.860001,65.559998,42.549999,82.5,92.489998,36.900002,24.17,20.905001,20.59,67.050003,61.439999,49.16,86.089996,19.23,36.849998,55.220001,41.16,44.5,19.389999,31.08,11.42,20.905001,38.39994,11.42,40.16,27.85,29.684418,17.280001,54.214447,16.262489
"2011-05-24",47.455715,50.560001,75.57,101.550003,16.27,102.269997,33.735001,35.470001,81.290001,136.339996,36.549999,167.990005,22.610001,65.779999,42.34,82.639999,91.970001,36.869999,24.15,21.0825,20.52,67.010002,61.02,47.959999,85.620003,19.4,36.900002,54.779999,41.09,44.290001,19.1,31.16,11.46,21.0825,38.71233,11.46,40.509998,27.92,29.694281,16.74,52.863426,16.33515
"2011-05-25",48.111427,50.41,76.32,103.25,16.190001,103.25,33.455002,36.189999,81.959999,136.240005,36.630001,167.75,22.68,66.290001,42.27,82.720001,92.690002,36.689999,24.190001,20.797501,20.780001,66.379997,61.459999,47.869999,86.260002,19.6875,36.400002,54.560001,41.130001,44.139999,19.219999,31,11.38,20.797501,39.24099,11.38,40.330002,27.91,29.950691,17.110001,53.014378,16.353315
"2011-05-26",47.857143,50.68,76.660004,104.190002,16.25,103.360001,33.349998,35.700001,82.389999,136.259995,36.189999,167.179993,22.5,65.510002,42.450001,82.43,92.82,36.380001,24.67,21.0175,20.9,66.190002,61.209999,47.700001,86.389999,19.8225,36.610001,54.619999,40.990002,43.700001,19.42,31.110001,11.46,21.0175,39.337109,11.46,40.220001,27.77,30.157791,17.49,53.014378,16.598547
"2011-05-27",48.201427,51.130001,76.989998,104.599998,16.459999,103.209999,33.255001,35.599998,82.629997,138.660004,36,167.5,22.209999,66.769997,42.790001,81.620003,93.470001,36.209999,24.76,21.155001,20.93,66.199997,61.52,48.299999,86.330002,19.950001,36.669998,54.700001,41.52,43.709999,19.440001,31.290001,11.69,21.155001,39.60144,11.69,40.970001,27.940001,30.483234,17.51,53.459686,16.78474
"2011-05-31",49.689999,51.599998,78.029999,105.800003,16.799999,104.910004,33.404999,36.130001,83.470001,140.729996,36.279999,168.929993,22.51,67.290001,43.240002,81.540001,94.379997,36.75,25.01,21.112499,21.450001,67,62.080002,48.950001,87.769997,20.264999,36.93,55.220001,41.630001,43.630001,19.639999,31.559999,11.75,21.112499,40.394428,11.75,41.150002,28.059999,30.788954,17.73,53.587997,16.975477
