"","AAPL","AXP","BA","CAT","CSCO","CVX","KO","DWDP","XOM","GS","HD","IBM","INTC","JNJ","JPM","MCD","MMM","MRK","MSFT","NKE","PFE","PG","TRV","UNH","UTX","V","VZ","WMT","DIS","WBA","GE","T","BAC","NKE.1","AA","BAC.1","C","MO","IP","GT","SHLD","HPQ"
"1997-03-12",0.580357,19.329542,53.5,20.15625,5.652778,33.4375,30.5,28.166666,25.375,NA,12.527778,36.21875,17.84375,29.8125,34.625,22.1875,45.5,46.125,12.34375,8.234375,15.791667,31.25,35.8125,6.859375,19.25,NA,29.340405,14.375,24.778107,10.90625,17.458334,28,31.375,8.234375,45.104309,31.375,182.083328,46,42.529587,53.5,NA,12.403497
"1997-03-13",0.584821,18.782478,51.5625,19.9375,5.777778,33.125,29.9375,27.875,25,NA,12.666667,35.71875,17.65625,29.375,33.041668,22,44.5625,45.25,12.453125,8.0625,15.3125,30.28125,35,6.75,18.78125,NA,28.441082,14.5,24.079554,10.59375,17.270834,27,29.875,8.0625,44.046989,29.875,176.25,42,42.159763,53.125,NA,12.630563
"1997-03-14",0.591518,18.818951,51.5,20.28125,5.618055,33.6875,29.75,27.75,25.28125,NA,12.916667,35.90625,17.234375,28.9375,33.458332,22.0625,44.875,44.1875,12.375,8.203125,15.1875,31.4375,34.75,6.75,19,NA,28.946951,14.375,24.572649,10.78125,17.166666,27.8125,29.4375,8.203125,44.695801,29.4375,177.5,43.041668,42.776134,53.875,NA,12.573796
"1997-03-17",0.589286,18.600124,53.25,20.125,5.458333,33.5625,30.125,28,25.21875,NA,12.833333,34.875,17.046875,28.9375,34.25,23.125,45,45.5625,12.5625,8.203125,15.4375,31.375,35,6.75,18.84375,NA,29.003159,14.4375,24.983564,10.875,17.395834,27.75,29.5,8.203125,45.15237,29.5,172.916672,42.208332,42.776134,55.125,NA,12.630563
"1997-03-18",0.580357,18.527184,51.875,20.03125,5.597222,33.4375,30.1875,27.625,25.3125,NA,12.972222,34.84375,17.09375,28.8125,33.166668,23.5,44.625,45.1875,12.453125,8.1875,15.270833,31.0625,34.6875,6.578125,18.46875,NA,29.284197,14.5625,24.819199,10.875,17.166666,27.8125,28.875,8.1875,44.19117,28.875,175.416672,41.791668,42.652859,54.375,NA,12.715713
"1997-03-19",0.575893,18.563654,52,20.15625,5.555555,33.875,29.8125,27.75,25.3125,NA,12.861111,34.46875,16.671875,28.6875,33.791668,23.6875,44.3125,45.75,12.09375,8.53125,15.229167,30.5625,34.5,6.390625,19.0625,NA,28.49729,14.9375,24.654833,10.75,17.25,27,29.4375,8.53125,44.19117,29.4375,173.75,40.666668,42.036488,54.375,NA,12.573796
"1997-03-20",0.616071,18.746008,52.5,20.15625,5.680555,33.9375,29.5,27.583334,25.28125,NA,12.805555,34.21875,16.65625,28.5625,33.916668,23.5625,44.3125,45.375,12,8.4375,15,30.09375,33.9375,6.484375,19,NA,28.160044,14.6875,24.490467,10.6875,17.104166,26.875,29,8.4375,43.902809,29,168.333328,38.625,41.78994,54.125,NA,12.94278
"1997-03-21",0.59375,18.928362,52.875,20.28125,5.472222,34.625,30,27.625,25.875,NA,12.777778,33.125,16.3125,28.3125,34,23.625,43.5625,45.5625,11.75,8.15625,15,30.4375,34.6875,6.390625,19.28125,NA,28.272459,14.875,24.326101,10.75,17.125,27.25,29.3125,8.15625,43.302059,29.3125,169.166672,37.166668,41.296844,54.5,NA,12.914396
"1997-03-24",0.589286,19.329542,52.875,20.84375,5.236111,35.1875,29.875,27.791666,26.125,NA,12.861111,34.1875,16.328125,28.9375,34.458332,23.75,44.3125,44.9375,11.265625,8.046875,15.104167,30.84375,34.875,6.734375,19.59375,NA,28.216251,14.875,24.654833,11,17.645834,28.125,30.8125,8.046875,43.254002,30.8125,177.5,38.583332,42.283039,55.25,NA,12.914396
"1997-03-25",0.589286,19.110716,52.8125,20.570299,5.319445,35.8125,29.75,27.708334,26.4375,NA,12.5,33.96875,16.65625,28.75,33.916668,23.75,44.375,45.5,11.289063,8.15625,15.083333,30.0625,34.5625,6.5,19.78125,NA,28.103836,14.625,24.572649,10.8125,17.5,27.3125,30.5,8.15625,42.052502,30.5,179.166672,39.5,41.42012,54.375,NA,12.715713
"1997-03-26",0.598214,18.782478,52.625,20.25,5.819445,36.0625,29.3125,27.291666,27.34375,NA,12.388889,35.0625,17.578125,28.5625,33.291668,24.25,43.6875,45.4375,11.78125,8.15625,14.916667,30.25,34.125,6.515625,19.84375,NA,28.160044,14.8125,24.737015,10.96875,17.3125,27.125,29.875,8.15625,42.196678,29.875,174.166672,39.833332,40.557198,53.875,NA,12.658946
"1997-03-27",0.665179,18.126003,50.875,20.03125,5.666667,34.8125,28.6875,26.75,27.03125,NA,12.083333,34.25,17.390625,27.5625,32.125,24.1875,42.75,44.4375,11.71875,7.953125,14.5625,29.40625,33.5,6.3125,19.5,NA,26.867268,14.4375,24.654833,10.71875,16.875,25.875,28.9375,7.953125,41.091301,28.9375,169.583328,39.041668,40.433926,54.25,NA,12.488647
"1997-03-31",0.651786,17.46953,49.3125,20.0625,5.347222,34.8125,27.875,26.625,26.9375,NA,11.888889,34.3125,17.390625,26.4375,31.291666,23.625,42.3125,42.125,11.460938,7.734375,14.020833,28.6875,32.4375,5.953125,18.9375,NA,27.316929,13.9375,23.956278,10.46875,16.541666,26.25,27.75,7.734375,40.851002,27.75,160,38.041668,38.46154,52.25,NA,12.091281
"1997-04-01",0.625,17.724825,50,19.75,5.375,34.4375,28.0625,26.666666,26.71875,NA,11.833333,34.1875,17.414063,27.4375,31.875,24.125,42.8125,43.3125,11.65625,7.796875,14.1875,29.3125,32.75,6.09375,19,NA,27.148306,13.875,23.791914,10.5,16.4375,26.4375,28.0625,7.796875,41.451752,28.0625,166.25,38.666668,39.694279,52.75,NA,11.864214
"1997-04-02",0.642857,17.06835,49.125,19.59375,5.277778,33.5,27.875,26.625,26.1875,NA,11.805555,33.4375,17.125,27.1875,30.791666,23.75,42.0625,42.6875,11.5,7.640625,13.916667,28.8125,32.4375,6.234375,19,NA,26.417606,13.875,23.791914,10.28125,16.291666,26.0625,27.9375,7.640625,40.899059,27.9375,157.5,38.125,39.324459,52.125,NA,11.495232
"1997-04-03",0.674107,17.323647,47.9375,19.3125,5.375,32.1875,27.6875,26.333334,25.5625,NA,11.75,32.78125,17.578125,27,31.166666,24.25,41.875,42.625,11.890625,7.359375,14.0625,28.75,32.1875,6.0625,18.71875,NA,26.698645,13.875,23.874096,10.3125,16.395834,25.75,27.75,7.359375,40.44249,27.75,161.25,38.083332,38.46154,51.25,NA,11.495232
"1997-04-04",0.6875,17.360117,49,19.78125,5.652778,32.5,28.6875,26.375,25.46875,NA,12.138889,32.3125,18.125,27.3125,31.291666,24.125,41.625,43.4375,11.773438,7.390625,14.604167,29.75,32.0625,6.265625,18.5,NA,26.81106,13.9375,24.243919,10.53125,16.8125,25.6875,27.9375,7.390625,40.490551,27.9375,160,37.791668,39.447731,51,NA,11.977748
"1997-04-07",0.696429,17.506001,50.0625,19.6875,6.048611,32.5,28.1875,26.5,26.25,NA,12.388889,33.125,18.140625,27.25,31.416666,24.375,41.0625,43.3125,11.984375,6.859375,14.645833,29.3125,32.6875,6.3125,18.78125,NA,27.597967,14,24.243919,10.4375,16.75,26.375,28.125,6.859375,39.937859,28.125,163.333328,37.75,39.447731,53.25,NA,11.92098
"1997-04-08",0.683036,17.907179,50.75,19.46875,6.152778,32.5625,28.375,26.666666,26,NA,12.416667,34.15625,18.326162,27.25,32.291668,24.9375,42.3125,42.625,12.28125,6.84375,14.333333,28.9375,33.1875,6.28125,18.71875,NA,27.148306,14.3125,24.285009,10.71875,16.875,26.4375,29.3125,6.84375,39.84174,29.3125,164.166672,38.083332,40.31065,52.375,NA,12.034514
"1997-04-09",0.678571,17.688354,50.75,19.5625,6.006945,32.625,28.8125,26.625,25.90625,NA,12.638889,33.28125,17.78125,26.8125,31.833334,24.8125,41.1875,40.75,12.25,7.046875,14.020833,29.9375,32.6875,6.390625,18.71875,NA,26.867268,14.3125,24.243919,10.625,16.979166,25.75,28.625,7.046875,39.937859,28.625,164.166672,37.833332,39.817554,51.5,NA,11.693914
"1997-04-10",0.674107,17.360117,51.0625,19.4375,5.847222,32.25,28.5,26.875,25.875,NA,12.638889,33.25,17.15625,27.1875,31.375,24.5625,41.6875,41.8125,12.09375,6.96875,14.208333,29.90625,33.4375,6.5625,18.625,NA,26.923475,14.1875,24.326101,10.4375,16.916666,26,28.875,6.96875,39.937859,28.875,163.333328,38.041668,40.433926,51,NA,11.381699
"1997-04-11",0.651786,17.031879,50.1875,19.21875,5.694445,31.125,26.875,26.375,25.3125,NA,12.138889,33.34375,16.3125,26.125,30.083334,23.9375,40.625,40.875,11.875,6.875,13.895833,29.09375,32.875,6.3125,18.09375,NA,26.08036,13.8125,23.791914,10.28125,16.3125,25.4375,27.75,6.875,39.38517,27.75,154.583328,38.625,39.571007,50.25,NA,11.268166
"1997-04-14",0.669643,16.958937,50.375,19.84375,5.916667,31.9375,27.8125,26.208334,25.875,NA,12.444445,34.125,16.71875,26.5,30.166666,24.3125,40.6875,41.3125,12.171875,7.0625,14.3125,29.90625,32.625,6.25,18.125,NA,25.911737,13.875,23.380999,10.34375,16.666666,24.9375,27.8125,7.0625,39.337109,27.8125,161.25,38.5,38.83136,50.125,NA,11.268166
"1997-04-15",0.658482,17.433058,50.4375,20.75,5.569445,32.0625,29,26.875,26.125,NA,12.611111,34.46875,16.375,27.5,30.875,24.5,41.5625,42.25,12.140625,7.296875,14.229167,30.46875,33,6.210938,18.46875,NA,26.305191,14.25,24.285009,10.5,17.145834,25.6875,28,7.296875,39.937859,28,167.5,39,38.708088,50.625,NA,11.381699
"1997-04-16",0.662946,17.46953,49.8125,21.15625,5.277778,32.5,29.375,26.75,26.125,NA,12.666667,34.375,16.75,27.9375,29.875,25.1875,41.9375,42.8125,12.28125,7.25,14.75,30.96875,33,6.1875,18.375,NA,26.698645,14,24.860289,10.875,17.5625,26.0625,27.75,7.25,41.091301,27.75,170,43.25,40.064102,51.5,NA,11.466848
"1997-04-17",0.678571,17.651884,49.6875,21.40625,5.5,31.8125,29.25,26.541666,25.75,NA,12.638889,34.4375,17.25,27.625,29.958334,24.9375,41.3125,43.125,12.265625,6.765625,14.770833,30.375,33.125,6.296875,18.46875,NA,27.148306,13.9375,24.901381,10.78125,17.3125,25.75,27.875,6.765625,40.947121,27.875,167.083328,41.625,41.296844,52.125,NA,11.551998
"1997-04-18",0.65625,17.506001,49.8125,21.03125,5.375,32.3125,29.8125,26.833334,26.75,NA,12.694445,34.9375,17.140625,27.875,29.166666,24.8125,41.625,43.3125,13.453125,6.515625,14.708333,30.75,33,5.890625,18.5,NA,26.867268,14.0625,25.230112,10.78125,17.458334,25.5,27.875,6.515625,40.995178,27.875,166.666672,44.375,41.543392,52.25,NA,11.324932
"1997-04-21",0.642857,17.10482,49.375,21.0625,5.256945,32.375,29.3125,26.625,26.6875,NA,12.611111,34.34375,17.296875,28.625,28.5,25.5625,41.5625,43.25,13.453125,6.5625,14.8125,30.75,32.4375,5.78125,17.90625,NA,26.642437,13.875,25.271204,10.65625,17.395834,25.375,27.6875,6.5625,40.394428,27.6875,161.25,42.625,41.173569,52,NA,11.126249
"1997-04-22",0.660714,17.724825,50.4375,21.75,5.277778,33.3125,30.9375,26.833334,27.625,NA,12.694445,35,17.609375,29.5,29.208334,25.75,43.75,44.625,13.828125,6.640625,15.291667,32.15625,32.625,5.625,18.84375,NA,26.698645,13.875,25.723207,10.9375,18.083334,26.25,28.4375,6.640625,41.64399,28.4375,167.083328,42.125,41.42012,52.25,NA,11.466848
"1997-04-23",0.647321,17.870708,50.75,22.28125,5.402778,33.3125,30.125,26.583334,27.4375,NA,12.805555,35.59375,18.28125,29,28.666666,25.75,43,43.875,14.390625,6.796875,15.4375,31.375,32.4375,5.578125,19.40625,NA,26.867268,14,26.010849,10.8125,17.854166,25.875,28.375,6.796875,41.740108,28.375,166.666672,40.75,40.927021,52,NA,11.211399
"1997-04-24",0.638393,18.41777,50.9375,21.8125,5.368055,33.125,30,27.291666,27.125,NA,12.722222,38.40625,18.265625,29.0625,28.458334,25.8125,43.0625,43.5625,14.265625,6.84375,15.5625,30.75,32.3125,5.5,18.78125,NA,26.361399,13.75,25.723207,10.90625,17.770834,25.3125,28.4375,6.84375,41.692051,28.4375,163.75,41.625,41.42012,52.25,NA,11.410082
"1997-04-25",0.625,17.834238,51,21.78125,5.152778,32.875,29.5625,26.833334,26.375,NA,12.527778,37.6875,17.984375,29.0625,28.458334,25.5625,42.6875,43.6875,14.203125,7.015625,15.4375,30.375,32.5,5.5625,18.71875,NA,28.665913,13.5625,25.435568,10.90625,17.75,25.9375,28.625,7.015625,41.64399,28.625,162.916672,39.5,41.050297,51.625,NA,11.239782
"1997-04-28",0.629464,18.709538,47.6875,22.0625,5.166667,33,30.5625,27.708334,26.9375,NA,12.611111,37.59375,18.296875,29.75,29.25,25.875,43.1875,44.375,14.359375,6.671875,15.708333,31.15625,32.625,5.59375,18.4375,NA,29.115574,13.875,25.517752,11.125,17.875,26.5625,28.875,6.671875,41.04324,28.875,167.5,39.625,41.42012,51.875,NA,11.183016
"1997-04-29",0.631696,19.511896,48.125,21.96875,5.555555,33.9375,31.3125,27.791666,27.8125,NA,12.722222,39.59375,18.75,30,30.166666,26.4375,43.4375,45.75,14.875,6.84375,16.229166,31.9375,33.625,5.875,18.625,NA,30.183519,13.875,26.545036,11.375,18.4375,27.625,29.9375,6.84375,41.740108,29.9375,183.333328,39.25,41.173569,52.75,NA,11.722298
"1997-04-30",0.607143,19.183659,49.3125,22.25,5.75,34.25,31.8125,28.208334,28.3125,NA,12.888889,40.125,19.140625,30.5625,30.708334,26.75,43.5,45.1875,15.1875,7.03125,16,31.4375,33.5,6.078125,18.90625,NA,30.464558,14.0625,26.873768,11.5,18.5,27.75,30.1875,7.03125,41.78817,30.1875,185,39.375,41.666668,52.625,NA,11.92098
"1997-05-01",0.607143,19.147188,49.5,22.6875,5.930555,34,31.0625,28.333334,27.9375,NA,12.75,40.34375,19.21875,29.8125,30.916666,26.375,43.5625,44.5,15.125,7.1875,16.020834,31.40625,33.0625,5.953125,18.9375,NA,30.295935,14.125,26.627218,11.4375,18.291666,27.5,30.1875,7.1875,41.547871,30.1875,180,39.25,42.159763,54.75,NA,11.864214
"1997-05-02",0.607143,19.65778,50.25,23.34375,6.361111,34.5625,32,28.25,28.1875,NA,12.777778,40.53125,19.703125,30.6875,31.791666,26.625,43.8125,45.5,15.09375,6.984375,16.229166,31.875,33.6875,6.109375,19.0625,NA,30.464558,14.1875,26.421762,11.59375,18.854166,27.8125,31.375,6.984375,42.148621,31.375,182.083328,39.875,42.406311,53.375,NA,12.34673
"1997-05-05",0.607143,20.204842,50,23.90625,6.541667,35.0625,33,29.25,29.25,NA,13.138889,41.53125,20.3125,31.1875,32.333332,27.25,45.0625,45.75,15.023438,7.34375,16.625,32.5,35,6.125,19.34375,NA,31.082842,14.1875,26.997042,11.8125,19.416666,28.4375,31.3125,7.34375,42.292801,31.3125,187.916672,44.125,44.625248,53.5,NA,12.545413
"1997-05-06",0.602679,19.949545,50.375,23.59375,6.416667,34.75,33.25,29.291666,29.3125,NA,13.194445,41.375,19.75,30.75,32.75,27.25,45.125,46,14.664063,7.3125,16.541666,33.0625,35.375,6.125,19.625,NA,31.082842,14.1875,27.038134,11.71875,19.458334,28.3125,31.4375,7.3125,43.398178,31.4375,189.583328,41.75,44.74852,53.5,NA,12.318347
"1997-05-07",0.589286,19.256599,49,23.09375,6.527778,34.8125,32.6875,28.916666,29,NA,13.111111,40.53125,19.484375,30.1875,31.791666,26.875,44.875,44.75,14.4375,7.21875,16.166666,32.625,35.875,6.3125,19.34375,NA,30.858011,14.125,26.462852,11.5625,19.291666,27.625,29.8125,7.21875,42.24474,29.8125,181.25,41.25,43.885601,53.625,NA,12.204814
"1997-05-08",0.607143,19.548367,48.6875,23.5625,6.819445,35.3125,32.3125,29.333334,29,NA,12.777778,41.84375,19.84375,30,31.958334,27.125,45.5625,44.375,14.546875,7.03125,16.1875,32.5,36.0625,6.390625,19.34375,NA,31.251465,14.625,26.709402,11.4375,19.354166,28.25,29.625,7.03125,42.84549,29.625,186.25,41.875,44.625248,54.25,NA,12.006131
"1997-05-09",0.609375,19.986017,48.9375,24.15625,6.847222,35.6875,32.6875,29.291666,28.875,NA,12.916667,41.875,19.9375,30.5625,32.625,26.5625,45.75,45.125,14.59375,7,16.333334,33,36.8125,6.328125,19.46875,NA,30.970427,14.5,27.038134,11.5,19.416666,28.1875,30.125,7,42.797428,30.125,183.333328,42.125,44.132149,53.875,NA,12.289964
"1997-05-12",0.627232,20.277782,49.75,24.0625,6.993055,36.375,33.25,29.583334,29.5625,NA,13.027778,43.375,19.890625,31,33,26.5,46.1875,46.3125,14.765625,7.03125,16.875,33.4375,37.125,6.484375,19.59375,NA,31.195257,14.875,27.777779,11.59375,19.958334,28.5,30.5,7.03125,43.59042,30.5,185.416672,42.375,45.241619,54.875,NA,12.914396
"1997-05-13",0.627232,19.913074,50.1875,24.28125,6.930555,36.25,33.25,29.291666,29.8125,NA,13.166667,43.40625,19.046875,31.125,32.375,26,45.75,46.25,14.71875,7.09375,16.729166,33.125,36.4375,6.5,19.5,NA,30.745596,15,27.490139,11.4375,20.25,28.4375,30.25,7.09375,44.046989,30.25,187.083328,42.375,46.22781,55.375,NA,12.77248
"1997-05-14",0.631696,19.949545,49.8125,23.96875,6.888889,36.0625,33.5,29.583334,29.9375,NA,12.972222,43.46875,19.09375,30.625,32.791668,26.125,46.3125,46.3125,14.484375,7.15625,16.833334,32.59375,36.5625,6.453125,19.71875,NA,30.520765,15.0625,27.490139,11.3125,20.291666,28.3125,30.625,7.15625,43.398178,30.625,187.916672,42.5,46.104538,55.75,NA,12.85763
"1997-05-15",0.633929,20.022488,49.9375,24.59375,6.972222,35.4375,33.9375,29.208334,29.4375,NA,13.055555,43.46875,19.765625,30.875,32.375,26.125,47.25,46.8125,14.640625,7.171875,17.083334,33.40625,36.375,6.34375,19.5,NA,30.970427,15.25,27.243589,11.5625,20.666666,28.625,30.75,7.171875,43.998932,30.75,186.666672,42.625,46.104538,56.625,NA,13.368528
"1997-05-16",0.616071,19.65778,49.375,24.625,6.833333,35.125,33.4375,29.125,29.0625,NA,13.25,42.5,19.390625,30.125,31.208334,26,46.5625,45.625,14.429688,6.8125,16.791666,32.65625,36.5625,6.359375,19.375,NA,30.970427,14.9375,26.586128,11.5,20.166666,28.6875,30.1875,6.8125,43.950871,30.1875,184.166672,42.375,45.734715,55.75,NA,11.977748
"1997-05-19",0.607143,20.022488,48.625,24.5,6.770833,35.3125,34,28.791666,29.5625,NA,13.277778,42.1875,19.34375,30.625,30.875,26.0625,45.6875,46.0625,14.390625,6.9375,16.729166,32.96875,36.8125,6.421875,19.0625,NA,30.970427,15.25,27.366863,11.53125,20.333334,28.75,29.6875,6.9375,44.095051,29.6875,185.833328,43,46.22781,56.875,NA,12.006131
"1997-05-20",0.616071,20.642492,50,24.25,7.152778,35.1875,34.1875,28.541666,29.5625,NA,13.5,43.4375,20.125,30.4375,32.166668,25.625,45.875,46.5625,14.890625,7.0625,16.8125,33.375,35.9375,6.5,19.25,NA,30.970427,15.25,27.449047,11.5,20.833334,28.9375,30.0625,7.0625,43.542358,30.0625,192.083328,42.625,46.597633,56.875,NA,12.006131
"1997-05-21",0.602679,20.277782,51.25,24.1875,7.305555,35.0625,33.6875,28.25,29.75,NA,13.527778,43.78125,20.3125,29.6875,31.041666,25.4375,45.4375,46.4375,15.046875,7.109375,16.708334,33.65625,35.375,6.46875,19.25,NA,30.914219,15,26.997042,11.40625,20.583334,28.4375,29.25,7.109375,43.350121,29.25,186.25,44.5,46.104538,55.875,NA,12.26158
"1997-05-22",0.59375,20.095428,50.1875,24.375,7.277778,34.75,33.25,28.125,29.25,NA,13.611111,43.125,20.171875,29.75,31.541666,25.4375,45.125,45.6875,15.078125,7,16.5625,34.15625,34.8125,6.40625,19.4375,NA,30.464558,14.875,26.997042,11.375,20.333334,27.9375,29.25,7,43.254002,29.25,185,44.75,46.967457,56.75,NA,11.92098
"1997-05-23",0.602679,20.277782,50.125,24.375,7.486111,35.5,34.0625,28.208334,29.9375,NA,13.555555,43.34375,20.398438,29.9375,31.708334,25.5625,46.0625,46.5,15.359375,7.015625,16.75,34.5,35.25,6.46875,19.6875,NA,30.970427,15.0625,27.366863,11.46875,20.458334,28.4375,29.5,7.015625,44.143108,29.5,188.333328,45.375,47.214005,57.25,NA,11.949365
"1997-05-27",0.616071,20.204842,50.875,24.40625,7.638889,35.125,34.25,28,29.8125,NA,13.5,44.8125,21.164063,29.9375,31.083334,25.75,45.5,46.6875,15.828125,7.515625,16.916666,34.53125,34.9375,6.609375,19.8125,NA,30.858011,14.9375,27.531229,11.5,20.291666,28.8125,28.9375,7.515625,44.743858,28.9375,186.666672,44,47.583828,57.375,NA,12.119664
"1997-05-28",0.607143,20.241312,51.8125,24.46875,7.673611,35.0625,33.625,27.75,29.375,NA,13.722222,45.0625,20.890625,29.6875,31.208334,25.25,46.5,46,15.734375,8,16.979166,34.375,35.75,6.625,19.96875,NA,30.858011,15,27.572321,11.53125,20.333334,29,28.875,8,44.046989,28.875,185.416672,43.875,47.830376,58.25,NA,12.062898
"1997-05-29",0.59375,20.095428,52.6875,24.4375,7.416667,35.4375,33.75,27.791666,29.375,NA,14.027778,43.875,20.470699,29.4375,30.958334,24.9375,46.3125,45.5,15.734375,6.921875,16.958334,34.125,35.5625,6.65625,20.25,NA,30.858011,15.0625,27.243589,11.625,20.375,28.6875,29,6.921875,44.095051,29,182.083328,44.125,47.953648,57.625,NA,11.864214
"1997-05-30",0.59375,20.277782,52.6875,24.40625,7.527778,35,34.25,27.791666,29.625,NA,14.027778,43.25,18.9375,30,31.5,25.125,45.9375,44.9375,15.5,7.1875,17.166666,34.46875,35.8125,7.0625,20.09375,NA,31.476297,14.9375,26.914858,11.6875,20.125,29.25,29.4375,7.1875,44.095051,29.4375,183.333328,44,47.214005,58.375,NA,11.693914
"1997-06-02",0.604911,20.131901,52.6875,24.4375,7.534722,35.0625,33.8125,27.916666,30,NA,13.972222,43.5625,18.71875,29.6875,31.5,24.375,45.4375,45,15.546875,7.046875,17.041666,33.40625,36.4375,6.890625,19.78125,NA,31.982166,15.1875,26.586128,11.65625,20.208334,29.1875,29.3125,7.046875,44.046989,29.3125,182.916672,42.75,47.830376,58,NA,12.034514
"1997-06-03",0.595982,20.350725,52.4375,24.28125,7.194445,35.6875,33.9375,28.041666,29.9375,NA,13.944445,42.1875,18.125,29.875,32.333332,24.3125,45.6875,45,15.09375,6.921875,17.020834,33.5625,36.875,6.78125,20.25,NA,32.094582,15.4375,26.503944,11.75,20.208334,29.125,29.9375,6.921875,44.695801,29.9375,185.833328,42.375,47.460552,58.5,NA,11.779064
"1997-06-04",0.59375,19.986017,53.5,24.53125,7.118055,36.0625,33.3125,27.791666,30,NA,14.055555,41.6875,17.8125,29.6875,32.208332,23.9375,44.875,44.625,14.898438,6.9375,16.979166,33.3125,36.9375,6.796875,20.125,NA,32.038372,15.4375,26.257397,11.65625,20.291666,28.625,29.8125,6.9375,44.19117,29.8125,184.166672,41.75,46.720909,58.625,NA,11.722298
"1997-06-05",0.595982,20.241312,54,24.84375,7.194445,36,33.25,28.041666,30.0625,NA,14.333333,41.4375,17.892574,29.625,32.5,23.875,45.5,44.625,15.070313,6.890625,17.145834,33.3125,37.1875,6.75,20.28125,NA,31.813543,15.5,26.545036,11.71875,20.083334,28.125,30.875,6.890625,44.647739,30.875,187.083328,42.75,48.323471,58.5,NA,11.551998
"1997-06-06",0.598214,20.934258,54.9375,25.03125,7.215278,36.1875,33.875,28.125,30.625,NA,14.527778,42.8125,18.25,30.0625,33.458332,24,46.25,46.125,15.507813,6.96875,17.833334,34.0625,37.6875,6.828125,20.53125,NA,32.937695,15.6875,26.750494,11.90625,20.75,29.5,31.625,6.96875,44.743858,31.625,192.916672,42.625,48.570019,59.625,NA,11.864214
"1997-06-09",0.59375,20.751904,56,25.46875,7.388889,35.9375,34.25,28.416666,30.75,NA,14.527778,43.4375,18.65625,30.8125,32.541668,24.3125,46.375,46.75,15.640625,7.125,18.083334,34.75,38.4375,6.96875,20.78125,NA,32.206997,15.9375,26.627218,12,20.958334,28.9375,31.9375,7.125,43.59042,31.9375,195,42.875,48.200199,59.5,NA,12.119664
"1997-06-10",0.580357,20.861317,57.5,25.90625,7.222222,36.6875,34.1875,29.041666,30.5,NA,14.694445,43.125,18.148438,30.9375,33.291668,24.4375,47.3125,47,15.601563,7.265625,17.75,34.84375,38.5,7,20.9375,NA,33.05011,15.6875,26.914858,12.03125,21.083334,28.9375,32.4375,7.265625,44.647739,32.4375,200,42.75,49.063118,59.625,NA,11.92098
"1997-06-11",0.582589,20.97073,56.75,25.875,7.076389,36.9375,34.1875,29.083334,31,NA,14.805555,43.5625,18.4375,31.9375,33.125,24.875,47.1875,47.875,15.875,7.359375,17.854166,34.90625,38.3125,6.96875,20.9375,NA,33.27494,15.6875,26.750494,12.125,21.208334,28.75,32.875,7.359375,45.897301,32.875,203.333328,43.125,49.679485,61.5,NA,11.835831
"1997-06-12",0.573661,21.335438,57.5,26.4375,7.0868,37.4375,35,29.666666,31.8125,NA,15.055555,44.0625,17.957026,32.75,33.583332,25,49.1875,48.8125,15.875,7.3125,18.0625,35.84375,39.75,7.015625,21.25,NA,33.893227,15.8125,26.832676,12.4375,21.708334,29.5,33.25,7.3125,46.546108,33.25,209.583328,44.5,50.66568,61.75,NA,11.92098
"1997-06-13",0.564732,22.356621,57.375,27.1875,7.409722,38,35.9375,29.666666,31.875,NA,15.027778,44.5,18.09375,33.1875,33.791668,25.125,49.375,49.3125,16.203125,7.40625,18.770834,35.71875,39.75,7.046875,21.5,NA,34.73634,16,27.449047,12.5,22.041666,30.3125,33.6875,7.40625,46.498051,33.6875,212.083328,46.25,50.295856,61.875,NA,12.091281
"1997-06-16",0.553571,21.955442,57.875,26.96875,7.506945,38.4375,35.8125,29.291666,32.1875,NA,14.777778,44.625,18.40625,33.125,34,24.875,48.875,49,16.421875,7.59375,18.729166,35.375,40.0625,6.765625,21.65625,NA,34.792549,16.4375,27.572321,12.65625,22.166666,30.3125,34.25,7.59375,45.99342,34.25,208.333328,45.625,50.295856,61.625,NA,12.034514
"1997-06-17",0.583704,22.28368,56.75,26.96875,7.638889,38.0625,35.8125,29.583334,31.8125,NA,15.222222,44.9375,18.710938,32.5,34.125,24.5,50,48.8125,16.773438,7.484375,18.583334,34.90625,39.4375,6.6875,21.5625,NA,34.961174,16.6875,27.613413,12.78125,22.166666,30.5,34.3125,7.484375,45.849239,34.3125,212.083328,46.125,49.063118,61.375,NA,12.204814
"1997-06-18",0.569196,22.721329,56.625,26.9375,7.444445,37.125,35.6875,29.541666,31.6875,NA,14.972222,44.5,18.320313,32.125,34.333332,24.5625,49.9375,48.1875,16.273438,7.546875,18.0625,34.6875,39.4375,6.515625,21.59375,NA,34.680134,16.5,27.120316,12.96875,22.083334,30.125,33.875,7.546875,45.657001,33.875,215.416672,45.5,48.570019,61.75,NA,12.034514
"1997-06-19",0.5625,22.684858,56.5,26.90625,7.666667,37.1875,35.75,29.583334,31.4375,NA,15.388889,44.8125,18.304688,32.875,34.333332,24.875,49.9375,49.875,16.164063,7.625,18.75,35.53125,39.75,6.71875,21.53125,NA,34.455303,16.5,27.407955,12.84375,22.375,30.3125,34.625,7.625,45.657001,34.625,215.833328,47.5,50.049309,61.75,NA,12.233197
