"","DD"
"1997-12-18",-4.31211498973306
"1997-12-19",-3.6480686695279
"1997-12-22",1.89309576837416
"1997-12-23",-0.109289617486339
"1997-12-24",1.96936542669584
"1997-12-26",-0.643776824034335
"1997-12-29",1.61987041036717
"1997-12-30",1.80658873538789
"1997-12-31",0.313152400835073
"1998-01-02",1.14464099895942
"1998-01-05",-0.617283950617284
"1998-01-06",-2.27743271221532
"1998-01-07",-2.64830508474576
"1998-01-08",-0.761697497279652
"1998-01-09",-4.60526315789474
"1998-01-12",0.459770114942529
"1998-01-13",-0.34324942791762
"1998-01-14",1.95177956371986
"1998-01-15",-2.13963963963964
"1998-01-16",1.61104718066743
"1998-01-20",2.37825594563986
"1998-01-21",-0.442477876106195
"1998-01-22",-0.555555555555556
"1998-01-23",0.111731843575419
"1998-01-26",3.34821428571429
"1998-01-27",-3.23974082073434
"1998-01-28",3.34821428571429
"1998-01-29",0
"1998-01-30",-2.15982721382289
"1998-02-02",4.63576158940397
"1998-02-03",1.16033755274262
"1998-02-04",-0.625651720542232
"1998-02-05",0.524658971668415
"1998-02-06",1.46137787056367
"1998-02-09",-0.102880658436214
"1998-02-10",3.19258496395469
"1998-02-11",-0.499001996007984
"1998-02-12",0
"1998-02-13",-0.902708124373119
"1998-02-17",-0.809716599190283
"1998-02-18",-0.816326530612245
"1998-02-19",-1.33744855967078
"1998-02-20",-0.312825860271116
"1998-02-23",-0.627615062761506
"1998-02-24",-1.26315789473684
"1998-02-25",2.02558635394456
"1998-02-26",3.13479623824451
"1998-02-27",-0.60790273556231
"1998-03-02",2.03873598369011
"1998-03-03",0.3996003996004
"1998-03-04",-0.995024875621891
"1998-03-05",-1.20603015075377
"1998-03-06",2.54323499491353
"1998-03-09",1.09126984126984
"1998-03-10",0.392541707556428
"1998-03-11",-0.391006842619746
"1998-03-12",-0.98135426889107
"1998-03-13",-0.396432111000991
"1998-03-16",2.08955223880597
"1998-03-17",3.11890838206628
"1998-03-18",1.03969754253308
"1998-03-19",2.71281571562208
"1998-03-20",2.18579234972678
"1998-03-23",-1.96078431372549
"1998-03-24",1.54545454545455
"1998-03-25",-1.07430617726052
"1998-03-26",0
"1998-03-27",-0.0904977375565611
"1998-03-30",-0.36231884057971
"1998-03-31",-1.09090909090909
"1998-04-01",-0.275735294117647
"1998-04-02",1.38248847926267
"1998-04-03",0.272727272727273
"1998-04-06",-1.81323662737987
"1998-04-07",7.10987996306556
"1998-04-08",-1.98275862068966
"1998-04-09",3.95778364116095
"1998-04-13",2.7072758037225
"1998-04-14",1.31795716639209
"1998-04-15",1.13821138211382
"1998-04-16",-2.57234726688103
"1998-04-17",1.65016501650165
"1998-04-20",-2.84090909090909
"1998-04-21",0.417710944026733
"1998-04-22",0.831946755407654
"1998-04-23",0.495049504950495
"1998-04-24",-2.13464696223317
"1998-04-27",-2.26510067114094
"1998-04-28",-1.5450643776824
"1998-04-29",1.0462074978204
"1998-04-30",0.517687661777394
"1998-05-01",3.2618025751073
"1998-05-04",0.249376558603491
"1998-05-05",0.414593698175788
"1998-05-06",0.0825763831544178
"1998-05-07",-2.64026402640264
"1998-05-08",0.423728813559322
"1998-05-11",7.34177215189873
"1998-05-12",0.550314465408805
"1998-05-13",2.42376856919468
"1998-05-14",-0.229007633587786
"1998-05-15",-1.45371078806427
"1998-05-18",0.31055900621118
"1998-05-19",1.78018575851393
"1998-05-20",0.684410646387833
"1998-05-21",-1.51057401812689
"1998-05-22",1.15030674846626
"1998-05-26",-3.56330553449583
"1998-05-27",1.17924528301887
"1998-05-28",-1.24320124320124
"1998-05-29",-2.8324154209284
"1998-06-01",-2.18623481781376
"1998-06-02",0.413907284768212
"1998-06-03",0.824402308326463
"1998-06-04",0.408830744071954
"1998-06-05",3.74592833876222
"1998-06-08",-0.470957613814757
"1998-06-09",-1.34069400630915
"1998-06-10",-1.35891286970424
"1998-06-11",-2.75526742301459
"1998-06-12",-0.333333333333333
"1998-06-15",-4.26421404682274
"1998-06-16",1.04803493449782
"1998-06-17",3.45721694036301
"1998-06-18",1.58730158730159
"1998-06-19",-2.46710526315789
"1998-06-22",-1.01180438448567
"1998-06-23",0.936967632027257
"1998-06-24",2.44725738396625
"1998-06-25",-0.741350906095552
"1998-06-26",-0.4149377593361
"1998-06-29",-0.5
"1998-06-30",0.0837520938023451
"1998-07-01",3.09623430962343
"1998-07-02",-1.05519480519481
"1998-07-06",2.62510254306809
"1998-07-07",-1.91846522781775
"1998-07-08",0.570497147514263
"1998-07-09",-9.07617504051864
"1998-07-10",-2.85204991087344
"1998-07-13",0.275229357798165
"1998-07-14",0.457456541628545
"1998-07-15",-0.728597449908925
"1998-07-16",0.0917431192660551
"1998-07-17",-0.183318056828598
"1998-07-20",-1.56106519742883
"1998-07-21",-0.559701492537313
"1998-07-22",-4.78424015009381
"1998-07-23",-3.94088669950739
"1998-07-24",0.205128205128205
"1998-07-27",1.74002047082907
"1998-07-28",-1.60965794768612
"1998-07-29",2.04498977505112
"1998-07-30",0.30060120240481
"1998-07-31",-0.899100899100899
"1998-08-03",0.100806451612903
"1998-08-04",-2.11480362537764
"1998-08-05",1.64609053497942
"1998-08-06",2.42914979757085
"1998-08-07",-0.395256916996047
"1998-08-10",-2.18253968253968
"1998-08-11",-2.73833671399594
"1998-08-12",0.938477580813347
"1998-08-13",-9.09090909090909
"1998-08-14",-3.18181818181818
"1998-08-17",3.4037558685446
"1998-08-18",2.04313280363224
"1998-08-19",-0.556173526140156
"1998-08-20",4.69798657718121
"1998-08-21",1.81623931623932
"1998-08-24",2.30849947534103
"1998-08-25",-1.74358974358974
"1998-08-26",-0.626304801670146
"1998-08-27",-1.47058823529412
"1998-08-28",-0.959488272921109
"1998-08-31",-0.322927879440258
"1998-09-01",-1.83585313174946
"1998-09-02",0.22002200220022
"1998-09-03",-1.42700329308452
"1998-09-04",0.334075723830735
"1998-09-08",1.55382907880133
"1998-09-09",1.85792349726776
"1998-09-10",-4.72103004291846
"1998-09-11",2.02702702702703
"1998-09-14",5.07726269315673
"1998-09-15",-0.525210084033613
"1998-09-16",2.42872228088701
"1998-09-17",-3.71134020618557
"1998-09-18",-0.749464668094218
"1998-09-21",0.431499460625674
"1998-09-22",-1.07411385606874
"1998-09-23",1.95439739413681
"1998-09-24",-0.958466453674121
"1998-09-25",1.0752688172043
"1998-09-28",4.8936170212766
"1998-09-29",-4.15821501014199
"1998-09-30",-4.76190476190476
"1998-10-01",-4.55555555555556
"1998-10-02",2.67753201396973
"1998-10-05",-1.13378684807256
"1998-10-06",-1.8348623853211
"1998-10-07",-0.233644859813084
"1998-10-08",3.39578454332553
"1998-10-09",6.00226500566251
"1998-10-12",2.45726495726496
"1998-10-13",-1.87695516162669
"1998-10-14",-1.48777895855473
"1998-10-15",4.42286947141316
"1998-10-16",5.99173553719008
"1998-10-19",2.33918128654971
"1998-10-20",-2.19047619047619
"1998-10-21",-3.40798442064265
"1998-10-22",-0.604838709677419
"1998-10-23",-4.05679513184584
"1998-10-26",1.79704016913319
"1998-10-27",-1.03842159916926
"1998-10-28",-4.51206715634837
"1998-10-29",0.10989010989011
"1998-10-30",1.42700329308452
"1998-11-02",2.16450216450216
"1998-11-03",0.105932203389831
"1998-11-04",0.529100529100529
"1998-11-05",4
"1998-11-06",1.21457489878543
"1998-11-09",-1
"1998-11-10",-4.24242424242424
"1998-11-11",-0.527426160337553
"1998-11-12",0.530222693531283
"1998-11-13",2.42616033755274
"1998-11-16",2.05973223480947
"1998-11-17",-1.31180625630676
"1998-11-18",-0.102249488752556
"1998-11-19",-0.614124872057318
"1998-11-20",0.308959835221421
"1998-11-23",0.205338809034908
"1998-11-24",-1.63934426229508
"1998-11-25",-0.208333333333333
"1998-11-27",0.208768267223382
"1998-11-30",-1.875
"1998-12-01",-1.69851380042463
"1998-12-02",-1.29589632829374
"1998-12-03",-3.93873085339168
"1998-12-04",0.455580865603645
"1998-12-07",1.13378684807256
"1998-12-08",-1.5695067264574
"1998-12-09",-1.25284738041002
"1998-12-10",-1.96078431372549
"1998-12-11",-1.64705882352941
"1998-12-14",3.34928229665072
"1998-12-15",-0.231481481481481
"1998-12-16",-3.94431554524362
"1998-12-17",4.83091787439614
"1998-12-18",-2.07373271889401
"1998-12-21",3.29411764705882
"1998-12-22",-1.25284738041002
"1998-12-23",1.3840830449827
"1998-12-24",1.82025028441411
"1998-12-28",1.22905027932961
"1998-12-29",-0.22075055187638
"1998-12-30",-1.88053097345133
"1998-12-31",-4.28410372040586
"1999-01-04",4.12249705535925
"1999-01-05",2.60180995475113
"1999-01-06",2.53583241455347
"1999-01-07",-0.32258064516129
"1999-01-08",2.69687162891046
"1999-01-11",0
"1999-01-12",-2.83613445378151
"1999-01-13",-1.40540540540541
"1999-01-14",-3.7280701754386
"1999-01-15",3.87243735763098
"1999-01-19",-1.8640350877193
"1999-01-20",-2.56983240223464
"1999-01-21",-0.802752293577982
"1999-01-22",0.46242774566474
"1999-01-25",0.805523590333717
"1999-01-26",-1.59817351598174
"1999-01-27",-1.39211136890951
"1999-01-28",-0.823529411764706
"1999-01-29",-2.84697508896797
"1999-02-01",-0.488400488400488
"1999-02-02",1.22699386503067
"1999-02-03",3.03030303030303
"1999-02-04",2.94117647058824
"1999-02-05",0.8
"1999-02-08",1.47392290249433
"1999-02-09",-3.79888268156425
"1999-02-10",1.27758420441347
"1999-02-11",-0.917431192660551
"1999-02-12",0
"1999-02-16",-2.19907407407407
"1999-02-17",-0.118343195266272
"1999-02-18",-2.01421800947867
"1999-02-19",2.05562273276904
"1999-02-22",2.01421800947867
"1999-02-23",-0.580720092915215
"1999-02-24",-0.467289719626168
"1999-02-25",-0.117370892018779
"1999-02-26",-3.52526439482961
"1999-03-01",2.19244823386114
"1999-03-02",-2.14541120381406
"1999-03-03",-2.07064555420219
"1999-03-04",3.10945273631841
"1999-03-05",3.37756332931242
"1999-03-08",0.58343057176196
"1999-03-09",-0.580046403712297
"1999-03-10",7.11785297549592
"1999-03-11",1.30718954248366
"1999-03-12",-0.645161290322581
"1999-03-15",-2.5974025974026
"1999-03-16",-1.77777777777778
"1999-03-17",0.339366515837104
"1999-03-18",2.48027057497182
"1999-03-19",-0.33003300330033
"1999-03-22",1.1037527593819
"1999-03-23",-1.31004366812227
"1999-03-24",-0.884955752212389
"1999-03-25",0.111607142857143
"1999-03-26",-1.00334448160535
"1999-03-29",3.15315315315315
"1999-03-30",1.31004366812227
"1999-03-31",0.107758620689655
"1999-04-01",0.861141011840689
"1999-04-05",1.49413020277481
"1999-04-06",-1.99789695057834
"1999-04-07",0.429184549356223
"1999-04-08",1.4957264957265
"1999-04-09",-0.947368421052632
"1999-04-12",3.82571732199788
"1999-04-13",-0.409416581371546
"1999-04-14",7.29701952723535
"1999-04-15",3.9272030651341
"1999-04-16",-0.0921658986175115
"1999-04-19",0.55350553505535
"1999-04-20",0.825688073394495
"1999-04-21",0.363967242948135
"1999-04-22",-4.07978241160471
"1999-04-23",1.22873345935728
"1999-04-26",-0.280112044817927
"1999-04-27",3.55805243445693
"1999-04-28",6.32911392405063
"1999-04-29",-1.02040816326531
"1999-04-30",-2.83505154639175
"1999-05-03",1.50309460654288
"1999-05-04",-2.87456445993031
"1999-05-05",1.79372197309417
"1999-05-06",2.46696035242291
"1999-05-07",1.97764402407567
"1999-05-10",1.01180438448567
"1999-05-11",-0.584307178631052
"1999-05-12",-4.53400503778338
"1999-05-13",0.79155672823219
"1999-05-14",-1.04712041884817
"1999-05-17",-1.41093474426808
"1999-05-18",-1.07334525939177
"1999-05-19",0.81374321880651
"1999-05-20",-0.896860986547085
"1999-05-21",-1.17647058823529
"1999-05-24",1.37362637362637
"1999-05-25",-2.0776874435411
"1999-05-26",-0.922509225092251
"1999-05-27",-2.97951582867784
"1999-05-28",0.479846449136276
"1999-06-01",4.20248328557784
"1999-06-02",-3.20806599450046
"1999-06-03",1.42045454545455
"1999-06-04",4.94864612511671
"1999-06-07",3.64768683274021
"1999-06-08",-4.54935622317597
"1999-06-09",-0.989208633093525
"1999-06-10",-0.817438692098093
"1999-06-11",-1.37362637362637
"1999-06-14",4.2711234911792
"1999-06-15",0.445235975066785
"1999-06-16",0
"1999-06-17",1.06382978723404
"1999-06-18",0.175438596491228
"1999-06-21",-1.66374781085814
"1999-06-22",-3.47284060552093
"1999-06-23",-1.38376383763838
"1999-06-24",-1.0289990645463
"1999-06-25",0.283553875236295
"1999-06-28",2.07351555136664
"1999-06-29",0.369344413665743
"1999-06-30",0.551977920883165
"1999-07-01",2.10430009149131
"1999-07-02",1.61290322580645
"1999-07-06",-0.17636684303351
"1999-07-07",-1.14840989399293
"1999-07-08",-2.05540661304736
"1999-07-09",4.65328467153285
"1999-07-12",-1.4821272885789
"1999-07-13",3.36283185840708
"1999-07-14",0
"1999-07-15",0.428082191780822
"1999-07-16",-1.96078431372549
"1999-07-19",-0.956521739130435
"1999-07-20",-0.526777875329236
"1999-07-21",1.94174757281553
"1999-07-22",-0.606060606060606
"1999-07-23",-1.04529616724739
"1999-07-26",-1.76056338028169
"1999-07-27",3.40501792114695
"1999-07-28",0.953206239168111
"1999-07-29",0
"1999-07-30",-0.944206008583691
"1999-08-02",1.1265164644714
"1999-08-03",-1.71379605826907
"1999-08-04",-0.2615518744551
"1999-08-05",3.4965034965035
"1999-08-06",-0.168918918918919
"1999-08-09",-3.80710659898477
"1999-08-10",-0.703605980650836
"1999-08-11",3.01151461470328
"1999-08-12",-0.429922613929493
"1999-08-13",0.518134715025907
"1999-08-16",-1.03092783505155
"1999-08-17",-0.0868055555555556
"1999-08-18",-1.21633362293658
"1999-08-19",1.84696569920844
"1999-08-20",-0.259067357512953
"1999-08-23",-0.432900432900433
"1999-08-24",0
"1999-08-25",-1.65217391304348
"1999-08-26",-2.6525198938992
"1999-08-27",-1.54405086285195
"1999-08-30",-2.49077490774908
"1999-08-31",-4.06811731315043
"1999-09-01",2.9585798816568
"1999-09-02",-0.670498084291188
"1999-09-03",2.02507232401157
"1999-09-07",-2.07939508506616
"1999-09-08",-0.868725868725869
"1999-09-09",0.973709834469328
"1999-09-10",1.44648023143684
"1999-09-13",4.18250950570342
"1999-09-14",-3.46715328467153
"1999-09-15",-6.04914933837429
"1999-09-16",-1.10663983903421
"1999-09-17",1.01729399796541
"1999-09-20",-0.604229607250755
"1999-09-21",-0.405268490374873
"1999-09-22",1.42421159715158
"1999-09-23",-2.50752256770311
"1999-09-24",-2.67489711934156
"1999-09-27",-0.528541226215645
"1999-09-28",1.80658873538789
"1999-09-29",1.04384133611691
"1999-09-30",0
"1999-10-01",4.13223140495868
"1999-10-04",2.67857142857143
"1999-10-05",-1.35265700483092
"1999-10-06",1.9588638589618
"1999-10-07",0.48030739673391
"1999-10-08",2.86806883365201
"1999-10-11",-2.60223048327138
"1999-10-12",-3.81679389312977
"1999-10-13",-2.28174603174603
"1999-10-14",4.36548223350254
"1999-10-15",-2.82101167315175
"1999-10-18",2.1021021021021
"1999-10-19",-0.490196078431373
"1999-10-20",-2.46305418719212
"1999-10-21",3.23232323232323
"1999-10-22",1.46771037181996
"1999-10-25",-1.44648023143684
"1999-10-26",0.0978473581213307
"1999-10-27",-0.391006842619746
"1999-10-28",0.392541707556428
"1999-10-29",0.782013685239492
"1999-11-01",-3.68574199806014
"1999-11-02",-0.201409869083585
"1999-11-03",0
"1999-11-04",0.302724520686176
"1999-11-05",0.804828973843058
"1999-11-08",-3.2934131736527
"1999-11-09",1.34158926728586
"1999-11-10",1.32382892057026
"1999-11-11",-3.31658291457286
"1999-11-12",2.39085239085239
"1999-11-15",0.913705583756345
"1999-11-16",0.603621730382294
"1999-11-17",-0.4
"1999-11-18",-1.10441767068273
"1999-11-19",-0.812182741116751
"1999-11-22",-1.43295803480041
"1999-11-23",0.726895119418484
"1999-11-24",0.103092783505155
"1999-11-26",-0.82389289392379
"1999-11-29",-1.76531671858775
"1999-11-30",0.528541226215645
"1999-12-01",0.946372239747634
"1999-12-02",0.104166666666667
"1999-12-03",1.24869927159209
"1999-12-06",1.43884892086331
"1999-12-07",-0.709219858156028
"1999-12-08",-2.85714285714286
"1999-12-09",-0.840336134453782
"1999-12-10",1.80084745762712
"1999-12-13",2.60145681581686
"1999-12-14",5.27383367139959
"1999-12-15",0.0963391136801541
"1999-12-16",0.577478344562079
"1999-12-17",4.97607655502392
"1999-12-20",-5.74293527803099
"1999-12-21",-1.25725338491296
"1999-12-22",-0.685602350636631
"1999-12-23",1.57790927021696
"1999-12-27",-2.33009708737864
"1999-12-28",2.18687872763419
"1999-12-29",2.52918287937743
"1999-12-30",-1.13851992409867
"1999-12-31",1.15163147792706
"2000-01-03",-1.32827324478178
"2000-01-04",0
"2000-01-05",4.51923076923077
"2000-01-06",5.24379024839006
"2000-01-07",0.174825174825175
"2000-01-10",-2.26876090750436
"2000-01-11",-1.78571428571429
"2000-01-12",0.454545454545455
"2000-01-13",-0.81447963800905
"2000-01-14",-1.61951824817518
"2000-01-18",-2.80547904063221
"2000-01-19",-1.33587786259542
"2000-01-20",-0.967117988394584
"2000-01-21",-1.171875
"2000-01-24",-0.790513833992095
"2000-01-25",-1.99203187250996
"2000-01-26",-0.914634146341463
"2000-01-27",0.923076923076923
"2000-01-28",-3.65853658536585
"2000-01-31",-0.421940928270042
"2000-02-01",1.48305084745763
"2000-02-02",1.46137787056367
"2000-02-03",-2.16049382716049
"2000-02-04",-1.0515247108307
"2000-02-07",-0.743889479277364
"2000-02-08",-2.56959314775161
"2000-02-09",-0.32967032967033
"2000-02-10",-4.63065049614112
"2000-02-11",-6.1271676300578
"2000-02-14",1.72413793103448
"2000-02-15",6.05326876513317
"2000-02-16",-2.51141552511416
"2000-02-17",-1.52224824355972
"2000-02-18",-1.66468489892985
"2000-02-22",4.83675937122128
"2000-02-23",-1.73010380622837
"2000-02-24",-0.704225352112676
"2000-02-25",-2.60047281323877
"2000-02-28",0.728155339805825
"2000-02-29",-2.65060240963855
"2000-03-01",-4.20792079207921
"2000-03-02",-3.10077519379845
"2000-03-03",8.26666666666667
"2000-03-06",-1.97044334975369
"2000-03-07",-6.90954773869347
"2000-03-08",1.34952766531714
"2000-03-09",-1.06524633821571
"2000-03-10",-1.07671601615074
"2000-03-13",5.4421768707483
"2000-03-14",-1.29032258064516
"2000-03-15",5.88235294117647
"2000-03-16",5.67901234567901
"2000-03-17",-1.75233644859813
"2000-03-20",3.92390011890606
"2000-03-21",-1.25858123569794
"2000-03-22",-3.3603707995365
"2000-03-23",5.51558752997602
"2000-03-24",-0.340909090909091
"2000-03-27",-1.93842645381984
"2000-03-28",-1.62790697674419
"2000-03-29",0
"2000-03-30",1.6548463356974
"2000-03-31",-1.51162790697674
"2000-04-03",8.73671782762692
"2000-04-04",0.760043431053203
"2000-04-05",-0.754310344827586
"2000-04-06",-2.06297502714441
"2000-04-07",-2.4390243902439
"2000-04-10",4.54545454545455
"2000-04-11",2.60869565217391
"2000-04-12",5.08474576271187
"2000-04-13",-4.43548387096774
"2000-04-14",-5.27426160337553
"2000-04-17",0.111358574610245
"2000-04-18",-4.78309232480534
"2000-04-19",-1.05140186915888
"2000-04-20",2.47933884297521
"2000-04-24",3.2258064516129
"2000-04-25",-7.8125
"2000-04-26",-4.84261501210654
"2000-04-27",-1.01781170483461
"2000-04-28",-2.44215938303342
"2000-05-01",-0.527009222661397
"2000-05-02",2.51655629139073
"2000-05-03",1.03359173126615
"2000-05-04",1.79028132992327
"2000-05-05",3.01507537688442
"2000-05-08",-1.21951219512195
"2000-05-09",-0.246913580246914
"2000-05-10",-1.36138613861386
"2000-05-11",1.88205771643664
"2000-05-12",-0.738916256157635
"2000-05-15",3.84615384615385
"2000-05-16",1.194743130227
"2000-05-17",-0.354191263282172
"2000-05-18",0
"2000-05-19",-1.77725118483412
"2000-05-22",-0.60313630880579
"2000-05-23",-1.45631067961165
"2000-05-24",-1.23152709359606
"2000-05-25",-1.24688279301746
"2000-05-26",-1.64141414141414
"2000-05-30",1.54043645699615
"2000-05-31",-0.884955752212389
"2000-06-01",0.38265306122449
"2000-06-02",1.65184243964422
"2000-06-05",-0.625
"2000-06-06",-1.38364779874214
"2000-06-07",-0.127551020408163
"2000-06-08",-0.638569604086845
"2000-06-09",0.51413881748072
"2000-06-12",0.895140664961637
"2000-06-13",-4.18250950570342
"2000-06-14",0.925925925925926
"2000-06-15",0.393184796854522
"2000-06-16",-1.17493472584856
"2000-06-19",-1.05680317040951
"2000-06-20",-1.86915887850467
"2000-06-21",-0.680272108843537
"2000-06-22",0.136986301369863
"2000-06-23",0.136798905608755
"2000-06-26",-1.50273224043716
"2000-06-27",2.35783633841886
"2000-06-28",-0.13550135501355
"2000-06-29",-3.3921302578019
"2000-06-30",-1.68539325842697
"2000-07-03",2.71428571428571
"2000-07-05",0.278164116828929
"2000-07-06",-2.21914008321775
"2000-07-07",-0.567375886524823
"2000-07-10",2.56776034236805
"2000-07-11",4.86787204450626
"2000-07-12",-1.72413793103448
"2000-07-13",0.539811066126856
"2000-07-14",-2.14765100671141
"2000-07-17",-2.33196159122085
"2000-07-18",0.140449438202247
"2000-07-19",-1.12201963534362
"2000-07-20",-0.425531914893617
"2000-07-21",-0.284900284900285
"2000-07-24",-1.85714285714286
"2000-07-25",1.16448326055313
"2000-07-26",3.45323741007194
"2000-07-27",2.08623087621697
"2000-07-28",0
"2000-07-31",-1.22615803814714
"2000-08-01",0.551724137931034
