,Date,Closing.Price.0,MA.Price,,Price.1,Price.2,Price.3,Price.4,Price.5,Price.6,Price.7,Price.8,Price.9,Price.10,,Return.1,Return.2,Return.3,Return.4,Return.5,Return.6,Return.7,Return.8,Return.9,Return.10
1,19/11/91,379.420013,380.726,,378.529999,380.059998,376.140015,375.339996,377.959991,376.549988,375.220001,381.399994,380.959991,380.070007,,-0.002345722,0.001686746,-0.008644768,-0.010753299,-0.003848036,-0.007564243,-0.011069558,0.005218441,0.004058769,0.001713125
2,08/04/92,394.5,394.516,,400.640015,404.290009,406.079987,412.390015,416.279999,416.040009,410.179993,410.26001,409.809998,411.600006,,0.015564043,0.024816246,0.029353579,0.04534858,0.055209123,0.054600783,0.039746497,0.039949328,0.038808613,0.043346023
3,18/06/92,400.959991,401.379,,403.670013,403.399994,404.040009,403.839996,403.119995,403.450012,408.940002,408.140015,412.880005,411.769989,,0.006758834,0.006085403,0.007681609,0.007182774,0.005387081,0.006210148,0.019902263,0.017907083,0.029728687,0.026960291
4,02/10/92,410.470001,412.464,,407.570007,407.179993,404.25,407.75,402.660004,407.440002,409.299988,409.369995,409.600006,411.730011,,-0.007065057,-0.008015222,-0.015153363,-0.006626552,-0.019026962,-0.007381779,-0.002850423,-0.002679869,-0.002119509,0.003069676
5,25/03/94,460.579987,461.504,,460,452.480011,445.549988,445.769989,438.920013,448.290009,448.049988,450.880005,447.100006,449.869995,,-0.001259254,-0.01758647,-0.032632766,-0.032155105,-0.047027606,-0.0266837,-0.027204827,-0.021060364,-0.029267405,-0.023253273
6,15/06/94,460.609985,461.985,,461.929993,458.450012,455.480011,451.339996,453.089996,449.630005,442.799988,447.309998,446.070007,447.630005,,0.002865782,-0.004689375,-0.011137349,-0.020125463,-0.016326153,-0.023837911,-0.038666111,-0.028874726,-0.031566789,-0.02817998
7,02/08/94,460.559998,460.605,,461.450012,458.399994,457.089996,457.890015,457.920013,460.299988,458.880005,461.940002,461.230011,465.01001,,0.00193246,-0.004689951,-0.00753431,-0.005797253,-0.00573212,-0.000564552,-0.003647718,0.002996361,0.001454779,0.009662177
8,23/09/94,459.670013,461,,460.820007,462.049988,464.839996,462.23999,462.709991,461.73999,454.589996,453.519989,452.359985,455.100006,,0.002501782,0.005177573,0.011247162,0.005590917,0.006613392,0.00450318,-0.011051443,-0.013379215,-0.015902773,-0.00994193
9,21/11/94,458.299988,459.586,,450.089996,449.929993,452.290009,454.160004,455.170013,453.690002,448.920013,453.299988,453.320007,453.109985,,-0.017914013,-0.018263136,-0.013113636,-0.00903335,-0.006829533,-0.010058883,-0.020466889,-0.010909885,-0.010866204,-0.011324467
10,19/12/94,457.910004,458.01,,457.100006,459.609985,459.679993,459.829987,462.470001,460.859985,461.170013,459.269989,459.109985,460.709991,,-0.001768902,0.003712478,0.003865364,0.004192927,0.009958282,0.006442272,0.007119323,0.002969983,0.002620561,0.00611471
11,15/07/96,629.799988,631.655,,628.369995,634.070007,643.559998,638.72998,633.77002,626.869995,626.650024,631.169983,635.900024,630.909973,,-0.002270551,0.00677996,0.021848222,0.014179092,0.006303639,-0.00465226,-0.005001531,0.002175286,0.009685672,0.00176244
12,27/08/98,1042.589966,1058.129,,1027.140015,957.280029,994.26001,990.47998,982.26001,973.890015,1023.460022,1006.200012,980.190002,1009.059998,,-0.014818818,-0.081825012,-0.04635567,-0.049981285,-0.057865468,-0.065893547,-0.018348483,-0.034903419,-0.059850916,-0.032160263
