"","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Fund-1869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157138402482799,-0.0122632915121933,0.000316926710238967,-0.000199484392083438,0.0162456127887461,0.012380086657249,0.0283485978310444,0.0126087636744392,0.0198792573622783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0244052138436513,0.0407546045962057,0.0196629659813933,0.0334816679597047,0.00923927713845262,0.0143268074545851,0.0197013185753992,0.0109105847969377,0.0294829437629996,0.00894686106820729,-0.0122247703683319,0.0424919556919814,0.0134993230546519,0.0212186701640855,0.0200263567584349,0.0427080203844417,0.0161553496416309,0.0238761573574539,0.00451657052982487,0.0380432875954681,NA
"Fund-1876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00379705291224161,0.00984805898503816,0.00494883253221393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00342891710553422,0.00320694992023178,0.00642956048632458,0.00598286653408678,-0.00120459730049697,0.00574744160134434,0.00880885197101563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00536942501976084,0.0112446295430821,0.00220918415566241,0.00422163720429808,0.0212321728063614,5.73302073193909e-05,0.00560505464323781,0.00255314377859182,0.0236737193986346,0.0406836930062605,0.0143219855436186,0.0676158380123695,0.0412005571214878,0.00281004259288853,0.0417857484486953,0.0438600048237699,0.00498771934421581,NA,NA,NA,NA,NA,NA,NA
"Fund-1881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000410000271948584,0.0125806673615212,0.0283824600000663,0.0170849612987211,-0.020366128541487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0015909007116211,0.0134539529825035,0.0235820494457301,0.0144182280946643,-0.0208873862832218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0338785476326904,0.0465142540408882,0.114834498864927,0.136787062928675,0.00517523021140342,0.0697803284800121,0.00826919863833097,0.0481176566407682,0.0189023535801372,0.0854120757812842,0.0603962114437588,0.0479648459211513,0.0341013708264087,0.0203188617189997,-0.0183727030475159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129700666857787,0.0274039758801952,0.0666348759646157,0.106926380538926,0.119100588968643,0.0105327502378755,0.0606710465486811,0.015706215327969,0.0415105549757368,0.0212229894038717,0.0801247665166865,0.0512707798647203,0.0485125528779133,0.0372940365863659,0.028131321714316,-0.0180140416551177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1885",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130983761070011,0.0608729909168178,0.103357613262904,0.0808301662617956,0.0492550876876445,0.0843504358548608,0.114707312602806,0.126321598887745,0.123236779869673,0.140338390040138,0.152655766164739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062493098357324,0.122712384520491,0.0605711958352653,0.0696930353094659,0.100761690007737,0.0559922961368797,0.0602596819172414,0.081755802188908,0.0731650286273922,0.100368048961675,0.110291990619817,0.146769897797966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0491185369199347,-0.00514391562854614,0.0164059910088269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0117771811979072,-0.00783483676149839,-0.00471748861087097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0243846454424722,0.020114326041706,0.011004350460249,0.0233336428388478,-0.00536657183362407,-0.0265595064806621,0.0344890573307479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0168378356953297,0.00181548701965077,0.0121870106712121,0.000491914142935482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014630620650032,0.00945151398467813,0.0359917729179833,0.0052828380991075,0.0115604880151914,0.0150058643646377,-0.0143201813830068,-0.00450322358702289,0.00205225547287471,-0.00743916436266484,0.0133613785621632,0.0233995584654941,-0.00663168056409819,-0.00701457895244062,0.00515896822086271,0.0142405159171639,NA
"Fund-1892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0078479822054504,-0.00750401247415106,0.0111312768026658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0320157469542482,-0.0073868064779523,0.039241187204465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0131939539839876,-0.00381484567100532,0.0248476217677019,0.0202867275477694,0.00760806301785456,-0.0026545579283719,0.0438514742149981,0.0126303108021098,0.00455407348164632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00435797096096149,0.0222832576099727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1897",NA,NA,NA,NA,NA,NA,NA,NA,0.0266832777417301,0.0390671345690227,0.0202611920040388,0.0473995313667113,0.030964869291946,0.0433032279480829,0.0241753719233495,0.0141826640229807,0.0193900259929492,0.0278037128275793,0.02074087231488,0.0390288571054397,0.0243945813425585,-0.0101564970038249,0.0161409692100668,0.013983109464171,0.0168065477742895,0.00198559070647572,0.0273447984317192,0.0187741931967187,0.0227880368100836,0.0184518462842757,0.0150702462606122,-0.0229043233560945,0.0101129925253823,0.00304443488250185,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1898",NA,NA,NA,NA,NA,NA,NA,NA,0.0266832777417301,0.0390671345690227,0.0202611920040388,0.0473995313667113,0.030964869291946,0.0433032279480829,0.0241753719233495,0.0141826640229807,0.0215847838901584,0.00400767134215409,0.0109939879794778,0.0440189782251831,0.0253705335071776,-0.0100483434289608,0.0162909833002776,0.0137813154762215,0.0163001449447413,0.00185929674806353,0.0274164605206012,0.0184701393202391,0.022721812170075,0.0183944657667714,0.0150229767514013,-0.0227738433524216,0.0116876263989515,0.00306431456055414,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0434183782201828,0.0532278700986507,-0.000151278010318978,0.0179277254265628,0.0310403899239474,0.010740005197412,0.0378318015182394,0.0623901108073239,0.0566366099142053,0.0466658468305168,0.0423728455358026,0.0396808385827995,0.0275473439851395,0.00790634558825355,0.0371556078137015,0.0152194430741964,0.0218812798475782,0.0221417122487097,0.0103112393339888,-0.0238379708959567,0.019335661377642,0.00679817953133714,-0.0097363361579386,0.00356883534336873,0.00907970639383214,0.0120259369874453,0.000508703384401525,-0.00503674193885994,NA,NA
"Fund-1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301372854767229,0.00803780210455186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0739324536927838,0.0103316659188569,0.0527971364950931,0.0271983293694513,0.007552116033205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035099070873091,0.0189755536931113,0.0571735385322961,0.0528503443469178,0.0486093215528892,0.0517311655760385,0.0480833579124891,0.0326417054231496,0.0364249867904895,0.0204988984018055,0.0207065387028067,-0.0070915642504807,0.0231922318896492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00626237843104423,0.00142485280054378,0.0372044841195384,0.0166436627272454,-0.0064609084879242,0.0579911164084265,0.0174928904341141,0.0739678118034663,0.0321382951207203,0.134614413982319,0.123651521208221,0.0703919807260151,0.0370955126785071,0.0532903650448405,0.0309013674723505,0.026706898967006,-0.00435441846368757,0.0649829605516588,0.0294196202961938,0.0343741610156076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0336021273620135,0.0754508491887193,0.101032181871123,0.0371628509705738,0.0263688639756906,0.072998415626999,0.0222209630838057,0.0217205025454786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0620439088614219,0.0561702708868823,0.0625597768591655,0.0511616788353912,0.0456718005540545,0.0448260578368544,0.0262345846510642,0.0277476332074216,0.041021334922696,0.0446700387793323,0.077515609266128,0.0409388894000472,-0.0099305292905134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000716792176353313,0.0838251153049803,0.0763614667149414,0.0270772839228449,0.0131198881310263,0.0766942970495061,0.0325689852447177,0.0193351701037162,0.0332138202073184,0.0216826223794651,-0.0201563738041473,0.0404956805271276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301575705642325,0.0348951761141316,0.00912456813367356,-0.00100694761935484,0.0163158746060998,-0.00818913664617892,0.00338724847507625,-0.00365523116490555,0.065976583303286,0.029014027217552,0.0135321577777252,0.0199035396023109,-0.00881631480371114,-0.0149737086753578,0.0491018684783555,0.0349864109274601,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0337314815768368,0.0270431974854906,0.0139687058233263,0.0376440502736292,0.0378518044248345,0.014139654959432,-0.0147039830815447,0.0275151197400668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0104006517478826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0321693413547117,0.00490987673993044,-6.21668580060376e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00929085239537164,0.00889360028544729,-0.00392608272670959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00980671861228969,0.0077877332027357,-0.00351635215073358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00574980640530068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0142210247870535,0.00571039936749781,-0.0140587839068824,-0.0147931709321879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1921",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000306658984495873,0.0100244424126113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00425258915019472,0.0130853667168226,0.0137872587251777,0.0190972198414832,-0.00112496388437265,-0.00683883044549684,0.0151987991108356,0.00894486817636494,-0.00768879879000784,-0.00324632577053246,0.0179729706754117,0.00580413805860628,0.00972098103978248,-0.0216183488412725,-0.0133185702310826,NA,NA,NA,NA,NA,NA,NA
"Fund-1923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0100043274845052,0.0324819762127999,0.00241273093085455,0.0112377986433386,-0.000577243112396892,0.0394739998961893,0.0170339240641289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0445582584513488,0.00229055636809834,0.0214233934502702,0.00283998042582879,0.00202830825290309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012883012881511,0.0114206867803151,0.0324359805324545,-0.00278837085843006,-0.00581423370016896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0114120930025577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0788582411770063,0.0338458028705706,0.065440746025141,0.00891264908015682,0.0558160388955684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0278332860870038,-0.0100936334331213,0.0263820950079171,0.00316220164726528,0.0278113100917128,0.0107165251982713,0.0380583129303048,0.0124793597723685,0.0319041688149531,0.025069509142746,0.0201293699195869,-0.0145136971818497,0.0257630331935807,0.0188180114237688,-0.00599801924178945,0.00495307799758835,0.00277041458545849,-0.0207436714329338,-0.00518760729165773,NA,NA,NA
"Fund-1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0171676118036298,0.017170552634305,0.000168231454994381,0.0248319262767489,0.0222808423208442,0.0597984397389728,0.0279922778001398,0.0277618762185765,0.0385169460116005,0.00367184064752627,-0.0158305165248985,0.0205087568361416,0.0108936686113227,-0.00995977258887258,0.00735054932854301,0.0183257671028583,-0.0210813455972001,-0.00831598441795209,0.0193397185626378,0.0313259503734027,NA
"Fund-1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00653035903924399,0.0187558693435397,0.0259405737651585,-0.0104625703695081,0.0250744071767871,-0.00167020871994721,0.0272464813650675,0.00949949842507701,0.040819622877118,0.0116145694330956,0.0331425343695885,0.0296834698047215,0.0119127885617278,-0.0146574157077768,0.0315012551293877,0.0127601511828375,-0.00696872014610629,0.00680119534733318,0.0120556127273999,-0.0200129116388734,NA,NA,NA,NA
"Fund-1932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0151834114591393,0.00523952828749345,-0.00750267004558457,0.0038989798853163,0.0151494589715672,0.0649648286426767,-0.00010354607379197,-0.00661833834108887,0.00318408550916437,0.0191453802255282,-0.0176620294651613,0.0234659273802272,0.0373801858601218,-0.0101722633500001,0.0223532099639784,-0.00156194394813348,0.0184944152569035,0.00108956969297964,0.0277460586296182,-0.0115870098461546,NA
"Fund-1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0714475215519377,0.00290693434525817,0.0577199432947752,0.103368033135406,0.0460804594882139,0.0228551200375412,0.0690319826999385,0.019953001250787,0.0105123439606339,0.0398012892283717,0.0143665560335723,-0.0194416927225093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0231328578452886,0.0272094551706717,0.00731013276107886,0.0811210671523415,0.0289860092976543,0.0226157999331063,0.00076195107534943,0.0275159686320343,-0.0165458941384016,0.00823796184988996,-0.0110852871011737,0.03930084155744,-0.00124172022107639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0141439862442555,0.0368865543396427,0.00984594651644515,-0.0100136627717769,-0.0149621541915004,0.0178392162812714,0.00323324155403846,0.0191809074913497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0470706253819322,0.0251674070282753,0.00909672571041138,0.0138534070989938,0.0183741358675321,0.00286088872705629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0473752914623641,0.0279539008397896,0.00909344637060084,0.0137039077174193,0.0200624130279676,0.00273158422163194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00513395070733434,-0.00307570332597594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0149020933431215,0.0278256144400389,-0.0164375202790802,0.0360077604444514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018447719656936,0.00925473666842994,-0.00235186110353634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00394064699945627,0.0192882605785501,0.0284394076636432,0.00732995827775562,4.97931485365214e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283931176217125,0.0209961755551714,0.0148008551033886,-0.00635711931850879,0.025142674221606,0.00349632442409992,-0.0145983163231774,-0.00920021759284187,0.0234713677383232,0.0202440426020839,0.014184403851513,0.0120376532159561,0.0132503419281612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300098605943586,0.121692361002886,0.0583274940554822,0.0421040297979974,0.0165697777180793,0.00304324124261487,-0.0105220546939124,0.0599490195463483,0.0112227144254464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0326188953191292,-0.00317467198400524,-0.00598871409529734,0.0068474308402057,0.00863334961002976,-0.00546360138073135,0.00888019265694414,0.023563958561425,0.00286420201623912,-0.000120781741019051,-0.0109623533743598,0.00127040399582044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0229456417112176,-0.0024954467367693,0.0249013555019301,-0.000749344934115046,0.0215031862619157,0.00523986788009831,0.0684993555755727,0.0290644314285461,0.0306655855444944,0.0624247615630508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0301604888237422,0.122298020149588,0.0587352688776972,0.0423935265298652,0.0165785722470694,0.00377488552139947,-0.00923600797775165,0.0597317772274811,0.0116030544607626,-0.0155146935969926,0.0593332659385363,0.0332390684885893,0.0197391088027373,0.0160349066595289,0.0045630505714323,NA,NA,NA,NA,NA
"Fund-1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00240799656807094,0.03130467063633,-0.0109155830320927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00240799656807094,0.0126197861747892,-0.0120790152426361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fund-1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00171181212326086,0.0264549092362903,-0.00392980940908167,0.00197005685917792,-0.0054187813748674,0.0201188654156599,0.00521482802041124,0.00950440050521819,0.00459411133117053,0.0229786977165703,-0.0073483465503855,0.011814170875683,0.014725178715971,-0.00439003429171809,-0.00207506371706063,-0.0132289908783251,-0.0310713180472242,-0.0176396524939599,NA,NA,NA
"Fund-1954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
