"","Date","Close.price","Return"
"1","26/06/1991",371.589996,0
"2","28/06/1991",371.160004,-0.00115716785873854
"3","02/07/1991",377.470001,0.0170007461256521
"4","05/07/1991",374.079987,-0.00898088322520763
"5","09/07/1991",376.109985,0.00542664154872297
"6","11/07/1991",376.970001,0.00228660773257605
"7","15/07/1991",382.390015,0.0143778390471978
"8","17/07/1991",381.179993,-0.00316436609883752
"9","19/07/1991",384.220001,0.00797525593112658
"10","23/07/1991",379.420013,-0.0124928113776149
"11","25/07/1991",380.959991,0.00405876850781728
"12","29/07/1991",383.149994,0.00574864303795097
"13","31/07/1991",387.809998,0.0121623491399558
"14","02/08/1991",387.179993,-0.00162451974742539
"15","06/08/1991",390.619995,0.0088847617702188
"16","08/08/1991",389.320007,-0.00332801192115129
"17","12/08/1991",388.019989,-0.00333920162495005
"18","14/08/1991",389.899994,0.0048451241000369
"19","16/08/1991",385.579987,-0.0110797821658852
"20","20/08/1991",379.429993,-0.015949982383292
"21","22/08/1991",391.329987,0.0313628184896813
"22","26/08/1991",393.850006,0.00643962661619391
"23","28/08/1991",396.640015,0.00708393793956175
"24","30/08/1991",395.429993,-0.00305068060266178
"25","04/09/1991",389.970001,-0.0138077335979924
"26","06/09/1991",389.100006,-0.0022309280143834
"27","10/09/1991",384.559998,-0.0116679720637167
"28","12/09/1991",387.339996,0.00722903581874879
"29","16/09/1991",385.779999,-0.00402746170318025
"30","18/09/1991",386.940002,0.00300690290581906
"31","20/09/1991",387.920013,0.00253272082218059
"32","24/09/1991",387.709991,-0.000541405426277897
"33","26/09/1991",386.48999,-0.00314668445054345
"34","30/09/1991",387.859985,0.00354471017477076
"35","02/10/1991",388.26001,0.00103136444972529
"36","04/10/1991",381.25,-0.0180549369480519
"37","08/10/1991",380.670013,-0.00152127737704921
"38","10/10/1991",380.549988,-0.000315299329868624
"39","14/10/1991",386.470001,0.015556466132381
"40","16/10/1991",392.799988,0.0163789866836261
"41","18/10/1991",392.5,-0.00076371692760846
"42","22/10/1991",387.829987,-0.0118981222929936
"43","24/10/1991",385.070007,-0.00711646879435357
"44","28/10/1991",389.519989,0.0115562934508167
"45","30/10/1991",392.959991,0.0088313875979289
"46","01/11/1991",391.320007,-0.00417341214770139
"47","05/11/1991",388.709991,-0.00666977397861479
"48","07/11/1991",393.720001,0.012888812008951
"49","11/11/1991",393.119995,-0.00152394086781482
"50","13/11/1991",397.410004,0.0109127214452676
"51","15/11/1991",382.619995,-0.0372159956999976
"52","19/11/1991",379.420013,-0.00836334232872493
"53","21/11/1991",380.059998,0.00168674550121861
"54","25/11/1991",375.339996,-0.0124190970500401
"55","27/11/1991",376.549988,0.00322372252596281
"56","02/12/1991",381.399994,0.0128801119494393
"57","04/12/1991",380.070007,-0.00348711856560757
"58","06/12/1991",379.100006,-0.00255216402803382
"59","10/12/1991",377.899994,-0.00316542332104319
"60","12/12/1991",381.549988,0.0096586241279486
"61","16/12/1991",384.459991,0.00762679358281093
"62","18/12/1991",383.480011,-0.00254897784669617
"63","20/12/1991",387.040009,0.00928339912872289
"64","24/12/1991",399.329987,0.0317537663141176
"65","27/12/1991",406.459991,0.0178549175672098
"66","31/12/1991",417.089996,0.0261526478260439
"67","03/01/1992",419.339996,0.00539451922025957
"68","07/01/1992",417.399994,-0.00462632236014993
"69","09/01/1992",417.609985,0.000503092963628493
"70","13/01/1992",414.339996,-0.00783024620448192
"71","15/01/1992",420.769989,0.015518639431565
"72","17/01/1992",418.859985,-0.0045393066281636
"73","21/01/1992",412.640015,-0.0148497594011039
"74","23/01/1992",414.959991,0.00562227587162134
"75","27/01/1992",414.98999,7.22937166248716e-05
"76","29/01/1992",410.339996,-0.0112050750910884
"77","31/01/1992",408.779999,-0.00380171812449892
"78","04/02/1992",413.850006,0.012402776584967
"79","06/02/1992",413.820007,-7.24876152352616e-05
"80","10/02/1992",413.769989,-0.000120868974805233
"81","12/02/1992",417.130005,0.00812049227668843
"82","14/02/1992",412.480011,-0.0111475893468752
"83","19/02/1992",408.26001,-0.0102308012205711
"84","21/02/1992",411.429993,0.00776461794531391
"85","25/02/1992",410.450012,-0.00238189003396261
"86","27/02/1992",413.859985,0.00830788865953291
"87","02/03/1992",412.450012,-0.00340688409390433
"88","04/03/1992",409.329987,-0.00756461367250483
"89","06/03/1992",404.440002,-0.0119463150888088
"90","10/03/1992",406.890015,0.00605779098972503
"91","12/03/1992",403.890015,-0.00737299980192441
"92","16/03/1992",406.390015,0.00618980392471458
"93","18/03/1992",409.149994,0.00679145377132362
"94","20/03/1992",411.299988,0.00525478194190065
"95","24/03/1992",408.880005,-0.00588374196597352
"96","26/03/1992",407.859985,-0.00249466833184953
"97","30/03/1992",403,-0.0119158171400413
"98","01/04/1992",404.230011,0.00305213647642688
"99","03/04/1992",401.549988,-0.00662994564250696
"100","07/04/1992",398.059998,-0.0086912964868523
"101","09/04/1992",400.640015,0.00648147769924878
"102","13/04/1992",406.079987,0.0135782043638353
"103","15/04/1992",416.279999,0.0251182336646401
