"","Date","Closing.Price.0","MA.Price","Price.1","Price.2","Price.3","Price.4","Price.5","Price.6","Price.7","Price.8","Price.9","Price.10","Price.11","Price.12","Price.13","Price.14","Price.15","Price.16","Price.17","Price.18","Price.19","Price.20","Price.21","Price.22","Price.23","Price.24","Price.25","Price.26","Price.27","Price.28","Price.29","Price.30","Price.31","Price.32","Price.33","Price.34","Price.35","Price.36","Price.37","Price.38","Price.39","Price.40","Price.41","Price.42","Price.43","Price.44","Price.45","Price.46","Price.47","Price.48","Price.49","Price.50","Return.1","Return.2","Return.3","Return.4","Return.5","Return.6","Return.7","Return.8","Return.9","Return.10","Return.11","Return.12","Return.13","Return.14","Return.15","Return.16","Return.17","Return.18","Return.19","Return.20","Return.21","Return.22","Return.23","Return.24","Return.25","Return.26","Return.27","Return.28","Return.29","Return.30","Return.31","Return.32","Return.33","Return.34","Return.35","Return.36","Return.37","Return.38","Return.39","Return.40","Return.41","Return.42","Return.43","Return.44","Return.45","Return.46","Return.47","Return.48","Return.49","Return.50"
"1","29/04/1991",373.660004,374.2564001,375.339996,380.290009,380.519989,380.799988,380.079987,377.320007,378.51001,383.25,375.73999,376.76001,371.619995,368.570007,372.190002,372.390015,372.279999,375.350006,376.190002,374.959991,377.48999,381.940002,382.790009,386.959991,389.829987,388.059998,387.73999,385.089996,383.630005,379.429993,378.570007,381.049988,376.649994,377.630005,382.290009,380.130005,378.589996,375.089996,375.420013,377.75,370.940002,370.649994,371.589996,374.399994,371.160004,377.920013,377.470001,373.329987,374.079987,377.940002,376.109985,375.73999,0.00449604448433272,0.0177434162849284,0.0183588955910838,0.0191082372305491,0.0171813491711037,0.00979500872670314,0.0129797300970966,0.0256650321076375,0.00556652030651894,0.00829632812400227,-0.00545953267184573,-0.013622001138768,-0.00393406300985866,-0.0033987822790903,-0.00369321036564574,0.00452283354361893,0.00677085578578529,0.0034790638175981,0.0102499222796133,0.0221591765545235,0.0244339905322057,0.0355938202045301,0.043274588735486,0.03853769160694,0.0376812766934509,0.030589284048715,0.0266820127743721,0.0154418159241898,0.0131402958503419,0.019777294655277,0.00800190003744672,0.0106246345809062,0.0230958756827504,0.0173152088281838,0.0131937910057935,0.00382698705960505,0.00471018835615045,0.0109457687636272,-0.00727935013349734,-0.00805547815601915,-0.00553981688658345,0.00198038321489702,-0.00669057424727748,0.011400762603428,0.0101964271241619,-0.00088320129654551,0.00112397097763783,0.0114542577588796,0.00655671191396756,0.00556652030651894
"2",NA,376.470001,380.9151984,379.429993,390.589996,391.329987,394.170013,393.850006,393.059998,396.640015,396.470001,395.429993,392.149994,389.970001,389.140015,389.100006,388.570007,384.559998,385.089996,387.339996,383.589996,385.779999,385.5,386.940002,387.559998,387.920013,385.920013,387.709991,386.880005,386.48999,385.899994,387.859985,389.200012,388.26001,384.470001,381.25,379.5,380.670013,376.799988,380.549988,381.450012,386.470001,391.01001,392.799988,391.920013,392.5,390.019989,387.829987,387.940002,385.070007,384.200012,389.519989,391.480011,0.00786249101425751,0.0375062952227101,0.0394718993824956,0.0470157302121927,0.0461657102925446,0.0440672482692717,0.0535766832587545,0.0531250828668284,0.0503625573077202,0.0416500463738145,0.0358594309351092,0.0336547771836937,0.0335485031116729,0.0321406910719559,0.0214890880508696,0.0228968974343322,0.0288734692568504,0.0189125162193202,0.0247297207620003,0.0239859722581188,0.0278109835370388,0.029457850480894,0.0304141418163089,0.0251016335296261,0.029856270008616,0.0276516162572007,0.0266156372974853,0.0250484579779304,0.0302546921925924,0.0338141444635318,0.0313172602562826,0.0212500331467314,0.0126968921489179,0.0080484473980702,0.0111562992770835,0.000876529335998688,0.0108374823735291,0.0132281748526359,0.0265625414334143,0.0386219591504715,0.0433765956294614,0.0410391583896745,0.0425797512615087,0.0359922117672264,0.0301750098808005,0.0304672376803803,0.022843801570261,0.0205328737468247,0.0346640846955559,0.039870401254096
"3",NA,382.619995,388.0468004,385.23999,379.420013,378.529999,380.059998,376.140015,375.339996,377.959991,376.549988,375.220001,381.399994,380.959991,380.070007,377.390015,379.100006,378.26001,377.899994,377.700012,381.549988,384.470001,384.459991,382.73999,383.480011,382.519989,387.040009,396.820007,399.329987,404.839996,406.459991,415.140015,417.089996,417.26001,419.339996,417.959991,417.399994,418.100006,417.609985,415.100006,414.339996,420.440002,420.769989,418.209991,418.859985,416.359985,412.640015,418.130005,414.959991,415.480011,414.98999,414.959991,410.339996,0.00684751198117595,-0.00836334232872493,-0.0106894465878608,-0.00669070365755453,-0.0169358112087163,-0.0190267082095383,-0.0121791962283624,-0.0158643225114256,-0.019340322243222,-0.00318854481193542,-0.00433851869137158,-0.00666454454373211,-0.0136688622349702,-0.00919969956091815,-0.0113950788170388,-0.0123360019384247,-0.0128586667301588,-0.00279652661644103,0.00483510016249933,0.00480893843511754,0.000313614033683685,0.00224770271088404,-0.000261371599254767,0.0115519681609948,0.037112571704466,0.0436725529725648,0.0580732875708703,0.0623072403730494,0.084992996772163,0.0900893875135824,0.0905337291638404,0.0959698956663255,0.0923631709315138,0.0908995856319532,0.0927291084199611,0.0914484095375099,0.0848884308829705,0.082902099771341,0.0988448264445771,0.0997072669973769,0.0930165607262632,0.0947153585112559,0.0881814605637636,0.0784590988246707,0.0928075125817718,0.0845224933945232,0.0858815964387851,0.0846008975563339,0.0845224933945232,0.0724478630553533
"4",NA,409.329987,412.8845995,406.51001,404.440002,405.209991,406.890015,404.029999,403.890015,405.839996,406.390015,409.579987,409.149994,409.799988,411.299988,409.910004,408.880005,407.519989,407.859985,403.5,403,403.690002,404.230011,400.5,401.549988,405.589996,398.059998,394.5,400.640015,404.290009,406.079987,412.390015,416.279999,416.040009,410.179993,410.26001,409.809998,411.600006,409.019989,408.450012,409.109985,412.019989,414.950012,412.529999,416.910004,416.839996,416.790009,415.850006,416.049988,418.48999,416.290009,416.450012,413.140015,-0.00688925094559467,-0.0119463150888088,-0.0100652190918034,-0.00596089237898911,-0.0129479592708169,-0.0132899425225839,-0.00852610634656492,-0.00718240073625487,0.000610754178632877,-0.000439725907498745,0.00114822029884643,0.00481274537064391,0.00141699122571248,-0.00109931354723847,-0.0044218553672688,-0.00359123945639495,-0.0142427556865019,-0.0154642640437678,-0.0137785776247076,-0.01245932661171,-0.0215718058300968,-0.0190066675960392,-0.0091368605251978,-0.0275327714995872,-0.0362299061172863,-0.0212297468448116,-0.0123127504948716,-0.00793980432222763,0.00747569955093463,0.0169789954821951,0.0163926959008747,0.00207657886545221,0.00227206173389893,0.00117267489615891,0.00554569435930419,-0.000757330295471426,-0.00214979363336998,-0.000537468563230448,0.00657171984812344,0.0137298150110854,0.00781768280270168,0.0185181082274337,0.0183470775132826,0.0182249584367733,0.0159285153960635,0.016417074764669,0.0223780404341594,0.0170034500795075,0.0173943400828829,0.00930796208683327
"5",NA,410.059998,410.9504011,407.25,409.049988,409.76001,410.290009,408.320007,402.26001,400.959991,403.670013,403.399994,404.040009,403.839996,403.119995,403.450012,408.940002,408.140015,412.880005,411.769989,413.839996,409.160004,410.279999,414.230011,414.619995,414.869995,417.679993,417.100006,417.540009,415.619995,413.75,413.76001,410.929993,412.079987,411.600006,411.540009,417.519989,422.230011,423.920013,424.209991,425.089996,424.359985,422.190002,420.589996,418.880005,419.420013,418.899994,417.779999,417.730011,419.910004,420.73999,421.339996,418.190002,-0.0068526508650083,-0.00246307858588057,-0.000731570993179331,0.000560920355854755,-0.00424325954369253,-0.0190215774229213,-0.0221918915387597,-0.0155830488981274,-0.0162415354642811,-0.0146807516689302,-0.0151685168764012,-0.0169243599323239,-0.0161195581920672,-0.00273129787217141,-0.00468220018866605,0.00687705948825568,0.00417009951797342,0.0092181583632549,-0.00219478613956392,0.00053650929393978,0.0101692752776144,0.0111203165932805,0.0117299834742719,0.0185826343392803,0.0171682388780581,0.0182412599046053,0.0135589841172461,0.0089986880407682,0.00902309910268295,0.00212162855251252,0.00492608157306784,0.00375556749624728,0.00360925476081175,0.0181924377807756,0.0296786154693391,0.0337999684621761,0.0345071283934406,0.0366531680078679,0.0348729138900303,0.0295810468203728,0.0256791641500227,0.0215090646320493,0.022825964604331,0.0215578111571857,0.018826515723682,0.0187046116114939,0.0240208897430663,0.0260449496466124,0.0275081647929969,0.0198263767245104
"6",NA,410.720001,413.9910016,411.609985,413.51001,413.529999,414.839996,414.029999,416.070007,417.980011,417.980011,417.079987,414.440002,416.359985,419.950012,419.579987,425.269989,419.769989,419.920013,419.929993,422.929993,422.140015,417.140015,417.440002,418.470001,414.350006,416.619995,416.799988,417.799988,416.290009,410.470001,407.570007,407.179993,404.25,407.75,402.660004,407.440002,409.299988,409.369995,409.600006,411.730011,414.980011,415.480011,415.670013,414.899994,414.100006,418.160004,418.48999,420.130005,420.859985,418.679993,422.75,419.920013,0.00216688741194271,0.00679297086386588,0.00684163905618984,0.0100311525856271,0.00805901342019122,0.0130259203033065,0.0176763001127864,0.0176763001127864,0.0154849678236146,0.00905726770291859,0.0137319438699552,0.0224727575417005,0.0215718396436213,0.0354255647754538,0.0220344467714393,0.0223997175146091,0.0224240163069147,0.0297282624909225,0.0278048645602724,0.0156311209202593,0.0163615138869264,0.0188693026420206,0.00883815005639321,0.0143650028867233,0.0148032406145227,0.0172379893425252,0.0135615698929645,-0.000608687182000689,-0.00766944388471613,-0.00861902997511921,-0.0157528267049259,-0.00723120615691664,-0.0196240674434552,-0.00798597339310003,-0.00345737484549735,-0.00328692539129594,-0.00272690640161932,0.00245912056276998,0.0103720539287786,0.0115894282927798,0.0120520354205977,0.01017723263981,0.00822946287439263,0.018114537840586,0.0189179708343445,0.0229109952694999,0.0246883131459672,0.0193805803969114,0.0292900247631231,0.0223997175146091
"7",NA,429.049988,429.0815985,430.950012,431.040009,433.029999,435.940002,437.149994,436.839996,435.130005,433.369995,435.48999,436.109985,440.01001,439.950012,438.109985,438.660004,438.779999,442.519989,442.549988,447.200012,449.559998,448.929993,447.850006,445.329987,446.230011,447.660004,444.579987,433.910004,433.299988,431.899994,434.220001,435.23999,434.799988,440.869995,442.339996,443.380005,442.01001,447.899994,449.26001,447.339996,446.109985,454.709991,454.399994,456.329987,453.720001,449.829987,451.429993,451.369995,448.309998,451.890015,450.179993,448.880005,0.00442844436112666,0.00463820313636742,0.00927633402008166,0.016058767492612,0.0188789330533672,0.018156411182559,0.0141708825779061,0.010068773151906,0.0150099106866775,0.016454952097563,0.0255448602879347,0.0254050211044408,0.0211164135960773,0.022398359792053,0.0226780358283101,0.0313949455232243,0.0314648651149712,0.0423028190365549,0.0478033109745712,0.0463349389488854,0.0438177800391875,0.0379442942671753,0.0400420078790447,0.0433749365353671,0.0361962462052325,0.0113273887330816,0.00990560568434273,0.0066425966197674,0.0120499082731591,0.0144272279993631,0.0134017018082284,0.0275492537713344,0.0309754303034733,0.0333994112592773,0.030206321786449,0.0439342886078813,0.0471041197185631,0.0426290840497587,0.0397622595901344,0.0598065580181302,0.0590840384780527,0.0635823325090037,0.057499157883673,0.0484325826388323,0.0521617658220284,0.0520219266385342,0.0448898975379997,0.053233953242763,0.0492483523854568,0.0462184303801916
"8",NA,441.390015,445.2669977,442.290009,441.160004,442.730011,441.839996,448.369995,449.220001,448.660004,448.399994,448.940002,447.459991,445.100006,443.630005,439.459991,437.029999,433.540009,438.01001,438.019989,438.890015,440.190002,442.459991,444.049988,444.519989,443.26001,442.309998,442.799988,444.359985,444.799988,439.230011,439.559998,440.369995,440.320007,447.570007,450.589996,445.839996,448,448.850006,453.440002,452.410004,450.190002,453.829987,453.850006,452.48999,450.059998,447.690002,444.709991,445.779999,445.380005,447.26001,447.709991,446.269989,0.00203899945493791,-0.00052110603362876,0.00303585480971957,0.00101946347834803,0.0158136336636432,0.0177393818027352,0.0164706693693559,0.0158815984996852,0.0171050244532605,0.0137519558524675,0.00840524450921265,0.00507485426465748,-0.00437260457738264,-0.0098779216833893,-0.0177847385152109,-0.00765763810946196,-0.00763502998589582,-0.00566392513432823,-0.00271871351688824,0.00242410558381123,0.00602635517253369,0.00709117536335757,0.00423660467262721,0.00208428593474186,0.00319439260536969,0.00672867509248021,0.00772553271283227,-0.00489364037833984,-0.00414603171301919,-0.00231092676620692,-0.00242417808205297,0.0140012048074989,0.0208432014484967,0.0100817436932732,0.0149753840716129,0.0169011322107049,0.0273000896950513,0.0249665570708482,0.0199369870204245,0.0281836280324557,0.0282289824793613,0.0251477709571657,0.0196424538511593,0.0142730618860962,0.00752163820470653,0.00994581628675939,0.00903960185868713,0.0132988848875524,0.0143183483659004,0.0110559229573872
"9",NA,443.679993,445.308399,446.220001,445.929993,443.190002,446.619995,447.600006,451.850006,450.690002,450.529999,449.019989,445.839996,441.429993,442.829987,448.640015,448.109985,448.980011,448.089996,450.079987,449.220001,445.75,446.029999,447.309998,447.179993,444.51001,447.100006,449.089996,448.23999,447.190002,450.23999,448.130005,450.149994,449.269989,448.540009,448.130005,448.679993,450.720001,449.450012,450.459991,448.959991,450.140015,452.380005,453.130005,456.040009,456.429993,456.160004,455.230011,459.769989,460.130005,461.040009,460.540009,461.899994,0.00572486485772195,0.00507122258271409,-0.00110437929978968,0.00662640201583309,0.00883522597783659,0.0184142019674076,0.0157996959759237,0.015439068941745,0.0120356925808012,0.00486838044103544,-0.00507122258271397,-0.00191580872117447,0.0111792780342925,0.00998465576517438,0.0119455870979515,0.00993960302374952,0.014424797378682,0.0124864949680072,0.00466554055323387,0.00529662377631701,0.00818158370282873,0.00788856846199959,0.00187075597974951,0.00770828762612252,0.0121934797271779,0.0102776710060035,0.00791112751392409,0.0147854244128605,0.0100297783767769,0.0145825845250587,0.0125991617566583,0.0109538768406894,0.0100297783767769,0.0112693835171422,0.0158673100231499,0.0130049114024395,0.0152812795414914,0.0119004644863487,0.0145600930894352,0.0196087543663479,0.0212991618939193,0.0278579521164029,0.0287369279687129,0.0281284060514309,0.0260323164943792,0.0362648671426571,0.0370762988179185,0.0391273356335451,0.038000397281831,0.0410656357903432
"10",NA,452.950012,453.6999989,456.200012,457.73999,457.630005,461.799988,461.529999,460.109985,458.929993,461.279999,461.339996,461.200012,460.73999,459.179993,460.309998,460.880005,461.119995,461.48999,466.829987,469.5,468.450012,466.209991,466.070007,465.359985,463.269989,464.200012,464.299988,464.609985,467.730011,467.829987,469.100006,468.440002,463.019989,457.48999,459.570007,460.209991,460.329987,463.720001,462.640015,465.390015,463.75,466.73999,464.809998,463.619995,462.600006,459.130005,461.029999,462.359985,463.059998,461.899994,461.790009,461.890015,0.00717518470890344,0.0105750698158718,0.0103322505265768,0.0195385269136497,0.0189424589307661,0.0158074242417725,0.0132022979171484,0.0183905216454656,0.0185229799706903,0.0182139304149085,0.017198317239475,0.0137542352024489,0.0162490027707516,0.0175074352354803,0.0180372729518772,0.0188541290953756,0.0306435028861418,0.0365382217938874,0.0342201116886161,0.0292747072495938,0.0289656576938118,0.027398107233078,0.0227839203589644,0.0248371778385117,0.0250578997666524,0.0257422953771773,0.0326305300992022,0.032851252027343,0.0356551353839019,0.0341980121197125,0.0222319830736641,0.0100231325305715,0.0146152882760051,0.0160282124023876,0.0162931334683352,0.0237774339654946,0.0213930958014854,0.0274644059397884,0.0238436642319815,0.0304448120866812,0.0261838739061564,0.0235566458048797,0.0213047659660952,0.0136438742383784,0.0178385843601654,0.020774859809475,0.0223203129090546,0.0197593150742648,0.0195164957849696,0.0197372839455847
