Dates,Daily.Returns,200.MA,Close,200.D.MA.Price,50.D.MA.Price,100.D.MA.Price
17/07/91,-0.001,0.0869,381.179993,350.688,377.8763995,376.6446994
18/07/91,0.011,0.0979,385.369995,351.019,377.8983996,376.7999994
19/07/91,-0.003,0.0935,384.220001,351.37,378.0593994,376.9810992
22/07/91,-0.003,0.0885,382.880005,351.734,378.1735992,377.1951992
23/07/91,-0.009,0.0776,379.420013,352.085,378.1661993,377.3465994
24/07/91,-0.002,0.0744,378.640015,352.425,378.2397998,377.4700995
25/07/91,0.006,0.08,380.959991,352.75,378.2773999,377.5517996
26/07/91,0,0.0787,380.929993,353.13,378.4641998,377.6680996
29/07/91,0.006,0.0838,383.149994,353.532,378.7113995,377.7101996
30/07/91,0.009,0.0924,386.690002,353.971,378.9305993,377.7799994
31/07/91,0.003,0.0943,387.809998,354.404,379.2165991,377.8877993
01/08/91,-0.002,0.091,387.119995,354.827,379.5271991,378.0163992
02/08/91,0,0.0898,387.179993,355.268,379.7625988,378.1579992
05/08/91,-0.005,0.0825,385.059998,355.71,379.9823987,378.3294992
06/08/91,0.014,0.0969,390.619995,356.107,380.1843988,378.4343991
07/08/91,0,0.0955,390.559998,356.497,380.4469989,378.605599
08/08/91,-0.003,0.0909,389.320007,356.876,380.6193988,378.7752991
09/08/91,-0.006,0.0836,387.119995,357.261,380.7499988,378.9473993
12/08/91,0.002,0.085,388.019989,357.634,380.7531989,379.1526993
13/08/91,0.004,0.0883,389.619995,358.023,380.7169989,379.353699
