Dates,Daily.Returns,200.MA,Close,200.D.MA.Price,50.D.MA.Price,100.D.MA.Price
15/05/96,0,0.0888,665.419983,611.16,647.4417993,638.5667016
16/05/96,-0.001,0.0869,664.849976,611.689,647.6343994,639.1160015
17/05/96,0.006,0.0926,668.909973,612.219,647.8913989,639.6450012
20/05/96,0.006,0.0985,673.150024,612.77,648.1965979,640.191101
21/05/96,-0.001,0.0969,672.76001,613.341,648.9895984,640.777301
22/05/96,0.008,0.1051,678.419983,613.905,649.6443982,641.3637011
23/05/96,-0.004,0.1001,676,614.495,650.4709973,641.988601
24/05/96,0.004,0.1031,678.51001,615.076,651.2199975,642.5413012
28/05/96,-0.009,0.0918,672.22998,615.681,651.9727978,643.1132013
29/05/96,-0.006,0.0838,667.929993,616.267,652.5887976,643.6585009
30/05/96,0.006,0.089,671.700012,616.808,652.8943969,644.1707006
31/05/96,-0.004,0.0838,669.119995,617.374,653.2945971,644.7031005
03/06/96,-0.002,0.0805,667.679993,617.919,653.6773974,645.2998004
04/06/96,0.007,0.0875,672.559998,618.463,654.0471973,645.9918005
05/06/96,0.009,0.096,678.440002,619.029,654.4859973,646.6905005
06/06/96,-0.008,0.0862,673.030029,619.631,655.0539978,647.4568005
07/06/96,0,0.0856,673.309998,620.199,655.455199,648.1889007
10/06/96,-0.002,0.0828,672.159973,620.779,655.9431995,648.8376007
11/06/96,-0.002,0.0799,670.969971,621.353,656.4075989,649.4955005
12/06/96,-0.003,0.0758,669.039978,621.907,656.9169983,650.1228003
13/06/96,-0.002,0.073,667.919983,622.457,657.2231983,650.6948999
14/06/96,-0.003,0.0688,665.849976,622.997,657.4763977,651.2400995
17/06/96,-0.001,0.0668,665.159973,623.521,657.6757971,651.7706995
18/06/96,-0.005,0.0609,662.059998,624.038,657.8617969,652.222699
19/06/96,0,0.0599,661.960022,624.529,658.2181971,652.6729987
20/06/96,0,0.0594,662.099976,624.993,658.6135975,653.0763989
21/06/96,0.007,0.0662,666.840027,625.453,659.185597,653.455199
24/06/96,0.003,0.0686,668.849976,625.935,659.8987977,653.822099
25/06/96,-0.001,0.0671,668.47998,626.416,660.5415967,654.1503986
26/06/96,-0.006,0.0598,664.390015,626.889,661.0613965,654.4505981
27/06/96,0.006,0.0657,668.549988,627.328,661.4491968,654.736098
28/06/96,0.003,0.0683,670.630005,627.777,661.9879969,655.007298
01/07/96,0.008,0.0759,675.880005,628.212,662.5283973,655.2502979
02/07/96,-0.003,0.0715,673.609985,628.675,663.1445973,655.509798
03/07/96,-0.002,0.0688,672.400024,629.129,663.6589967,655.6851978
05/07/96,-0.022,0.0443,657.440002,629.57,664.0753968,655.845498
08/07/96,-0.007,0.0359,652.539978,629.924,664.2207972,655.8053979
09/07/96,0.003,0.0388,654.75,630.271,664.2141968,655.7256976
10/07/96,0.002,0.0403,656.059998,630.636,664.2399964,655.7173975
11/07/96,-0.016,0.0232,645.669983,631.008,664.2779969,655.7647974
12/07/96,0.001,0.0235,646.190002,631.329,664.1079969,655.7416974
15/07/96,-0.025,-0.0029,629.799988,631.655,663.9401966,655.7970972
16/07/96,-0.002,-0.0055,628.369995,631.874,663.6685963,655.6140973
17/07/96,0.009,0.0031,634.070007,632.094,663.4033961,655.3091974
18/07/96,0.015,0.0177,643.559998,632.356,663.2685962,655.0590973
19/07/96,-0.008,0.0096,638.72998,632.662,663.374596,654.9900971
22/07/96,-0.008,0.0013,633.77002,632.948,663.2537952,654.904997
23/07/96,-0.011,-0.01,626.869995,633.204,663.0203956,654.7951972
24/07/96,0,-0.0107,626.650024,633.426,662.5159949,654.6595972
25/07/96,0.007,-0.0039,631.169983,633.667,661.8187952,654.4823975
26/07/96,0.007,0.0031,635.900024,633.936,661.1301953,654.2859973
29/07/96,-0.008,-0.0052,630.909973,634.218,660.5397962,654.0870978
30/07/96,0.007,0.0013,635.26001,634.457,659.8609961,653.8761975
31/07/96,0.007,0.0083,639.950012,634.711,659.1879968,653.6922974
01/08/96,0.016,0.0237,650.02002,634.995,658.5239966,653.7567975
02/08/96,0.019,0.0428,662.48999,635.311,658.0691968,653.8567975
05/08/96,-0.003,0.0386,660.22998,635.687,657.7505969,654.1107971
06/08/96,0.003,0.0414,662.380005,636.035,657.4351965,654.327597
07/08/96,0.003,0.0436,664.159973,636.409,657.1125964,654.5426971
08/08/96,-0.002,0.0405,662.590027,636.805,656.9511963,654.7699969
09/08/96,-0.001,0.0391,662.099976,637.185,656.844397,654.869397
12/08/96,0.006,0.0442,665.77002,637.583,656.6523963,654.9734967
13/08/96,-0.008,0.0348,660.200012,638.028,656.5853968,655.1313971
14/08/96,0.003,0.037,662.049988,638.431,656.4357971,655.2414972
15/08/96,0,0.0367,662.280029,638.825,656.2255969,655.3557971
16/08/96,0.004,0.0406,665.210022,639.229,655.9023975,655.4781976
19/08/96,0.002,0.0421,666.580017,639.634,655.7459973,655.6005982
20/08/96,-0.001,0.0401,665.690002,640.018,655.6113977,655.7772986
21/08/96,-0.001,0.0385,665.070007,640.394,655.4819983,655.9447986
22/08/96,0.008,0.0467,670.679993,640.777,655.363999,656.1404987
23/08/96,-0.005,0.0403,667.030029,641.198,655.3967993,656.3099988
26/08/96,-0.005,0.0348,663.880005,641.575,655.3790002,656.427699
27/08/96,0.004,0.0381,666.400024,641.928,655.3396008,656.507699
28/08/96,-0.002,0.0351,664.809998,642.297,655.3644018,656.6130994
29/08/96,-0.011,0.0229,657.400024,642.659,655.4194018,656.8187995
30/08/96,-0.008,0.014,651.98999,643,655.3282019,656.9708997
03/09/96,0.004,0.0178,654.719971,643.29,655.1260022,657.1557996
04/09/96,0.001,0.0187,655.609985,643.577,654.883601,657.3911994
05/09/96,-0.009,0.0087,649.440002,643.854,654.6188012,657.580199
06/09/96,0.01,0.018,655.679993,644.117,654.2380017,657.6496991
09/09/96,0.012,0.0301,663.76001,644.395,654.0638012,657.756499
10/09/96,0,0.0296,663.809998,644.721,653.9680017,657.9779993
11/09/96,0.005,0.0345,667.280029,645.041,653.8316015,658.1799994
12/09/96,0.006,0.0399,671.150024,645.37,653.659602,658.4020996
13/09/96,0.014,0.054,680.539978,645.694,653.6104028,658.6346997
16/09/96,0.005,0.0587,683.97998,646.058,653.7732019,658.9242993
17/09/96,-0.002,0.0564,682.940002,646.451,654.3040014,659.2623993
18/09/96,-0.002,0.0536,681.469971,646.831,654.9120019,659.5630994
19/09/96,0.002,0.0554,683,647.17,655.4464013,659.8431989
20/09/96,0.006,0.0611,687.030029,647.497,655.9852014,660.1315991
23/09/96,-0.001,0.0597,686.47998,647.831,656.8124023,660.4601996
24/09/96,-0.001,0.0577,685.609985,648.183,657.6182018,660.7791992
25/09/96,0,0.0575,685.830017,648.523,658.7344018,661.201499
26/09/96,0,0.057,685.859985,648.855,659.8836022,661.6434991
27/09/96,0,0.057,686.190002,649.19,660.9194018,662.093999
30/09/96,0.002,0.0582,687.330017,649.513,661.7720019,662.5732989
01/10/96,0.003,0.0603,689.080017,649.865,662.7440026,662.9988989
02/10/96,0.007,0.0673,694.01001,650.228,663.8502025,663.4352991
03/10/96,-0.002,0.0647,692.780029,650.664,665.1930028,663.8544989
04/10/96,0.013,0.0774,701.460022,651.069,666.5156029,664.1671991
07/10/96,0.003,0.0795,703.340027,651.546,667.9214037,664.5257995
08/10/96,-0.004,0.0746,700.640015,652.011,669.2702038,664.905
09/10/96,-0.006,0.0679,696.73999,652.454,670.6648046,665.2629004
10/10/96,-0.003,0.0639,694.609985,652.866,671.8944042,665.5412005
11/10/96,0.009,0.0725,700.659973,653.267,672.9876037,665.7558001
14/10/96,0.004,0.0762,703.539978,653.699,674.0004027,666.0347998
15/10/96,-0.001,0.074,702.570007,654.137,674.8214025,666.2859997
16/10/96,0.003,0.0762,704.409973,654.547,675.668203,666.5516998
17/10/96,0.004,0.0794,706.98999,654.962,676.5088024,666.8106994
18/10/96,0.005,0.0845,710.820007,655.408,677.3654027,667.1582995
21/10/96,-0.001,0.0823,709.849976,655.879,678.3300023,667.5871997
22/10/96,-0.005,0.0765,706.570007,656.336,679.2850023,667.9686993
23/10/96,0.001,0.0768,707.27002,656.821,680.1010021,668.3431994
24/10/96,-0.007,0.0683,702.289978,657.365,681.0424022,668.7390997
25/10/96,-0.002,0.0654,700.919983,657.863,681.847202,669.0363995
28/10/96,-0.005,0.0591,697.26001,658.359,682.6200011,669.2611993
29/10/96,0.006,0.0647,701.5,658.846,683.2610009,669.5034991
30/10/96,-0.001,0.0631,700.900024,659.311,683.9594005,669.7853991
31/10/96,0.006,0.0689,705.27002,659.784,684.663601,670.0727996
01/11/96,-0.002,0.0659,703.77002,660.269,685.4676012,670.4158001
04/11/96,0.004,0.0696,706.72998,660.729,686.1294018,670.7631006
05/11/96,0.01,0.0801,714.140015,661.196,686.9234008,671.1512005
06/11/96,0.015,0.095,724.590027,661.702,687.928601,671.6341009
07/11/96,0.004,0.0988,727.650024,662.226,689.0924011,672.2284015
08/11/96,0.004,0.1027,730.820007,662.779,690.3492016,672.8843017
11/11/96,0.001,0.1033,731.869995,663.325,691.8176012,673.5729016
12/11/96,-0.003,0.099,729.559998,663.863,693.4152013,674.2706018
13/11/96,0.002,0.1005,731.130005,664.36,694.9120019,674.8978015
14/11/96,0.006,0.1069,735.880005,664.836,696.4224023,675.5206018
15/11/96,0.002,0.1087,737.619995,665.323,698.1512023,676.194602
18/11/96,-0.001,0.1069,737.02002,665.831,699.7900024,676.9269018
19/11/96,0.007,0.1138,742.159973,666.309,701.2552026,677.6116021
20/11/96,0.002,0.1157,743.950012,666.789,702.8222021,678.3269018
21/11/96,-0.002,0.1131,742.75,667.259,704.3556017,679.0076019
22/11/96,0.008,0.1214,748.72998,667.692,705.7876013,679.699002
25/11/96,0.011,0.133,757.030029,668.154,707.1514013,680.4623016
26/11/96,-0.001,0.1306,755.960022,668.632,708.6124023,681.4582019
27/11/96,-0.001,0.1284,755,669.109,710.0728027,682.4924023
29/11/96,0.003,0.1305,757.02002,669.606,711.5434033,683.4949023
02/12/96,-0.001,0.129,756.559998,670.135,713.0238037,684.5045025
03/12/96,-0.011,0.1157,748.280029,670.678,714.414403,685.6134027
04/12/96,-0.004,0.1101,745.099976,671.216,715.650404,686.6343029
05/12/96,-0.001,0.1082,744.380005,671.701,716.8402038,687.7873028
06/12/96,-0.006,0.1004,739.599976,672.128,718.0112036,688.9474029
09/12/96,0.014,0.1148,749.76001,672.531,719.0860034,690.0027026
10/12/96,-0.003,0.1107,747.539978,673.027,720.3574036,691.0647027
11/12/96,-0.009,0.0998,740.72998,673.529,721.5616028,692.1528027
12/12/96,-0.015,0.082,729.299988,674.009,722.5946021,693.2224023
13/12/96,-0.001,0.0803,728.640015,674.453,723.3004016,694.2467022
16/12/96,-0.011,0.0683,720.97998,674.874,724.0176013,695.2666021
17/12/96,0.007,0.0753,726.039978,675.225,724.4080005,696.1647021
18/12/96,0.008,0.0828,731.539978,675.577,724.8619995,697.0661017
19/12/96,0.019,0.1032,745.76001,675.974,725.4799988,698.0724017
20/12/96,0.004,0.1071,748.869995,676.435,726.4603992,699.1774017
23/12/96,-0.003,0.1033,746.919983,677.012,727.5455994,700.2666015
24/12/96,0.006,0.1085,751.030029,677.546,728.4707996,701.2356012
26/12/96,0.006,0.1146,755.820007,678.116,729.4206006,702.1210016
27/12/96,0.001,0.1151,756.789978,678.702,730.4856006,703.0769018
30/12/96,-0.004,0.1098,753.849976,679.282,731.5332007,704.0210016
31/12/96,-0.017,0.0896,740.73999,679.844,732.4704004,704.9179016
02/01/97,-0.005,0.0834,737.01001,680.284,733.0688001,705.6994012
03/01/97,0.015,0.0989,748.030029,680.711,733.6120008,706.4485016
06/01/97,-0.001,0.0975,747.650024,681.201,734.4412012,707.2711016
07/01/97,0.007,0.1049,753.22998,681.694,735.2488013,708.1456018
08/01/97,-0.006,0.097,748.409973,682.207,736.2676013,709.0574017
09/01/97,0.009,0.1057,754.849976,682.698,737.2174011,709.9187011
10/01/97,0.006,0.1117,759.5,683.208,738.3692004,710.8151007
13/01/97,0,0.1108,759.51001,683.761,739.5292004,711.7443005
14/01/97,0.012,0.1235,768.859985,684.314,740.7014002,712.6825006
15/01/97,-0.002,0.1201,767.200012,684.93,741.9731995,713.7204004
16/01/97,0.003,0.1229,769.75,685.498,743.2417993,714.6856005
17/01/97,0.008,0.1313,776.169983,686.07,744.5021997,715.7128003
20/01/97,0.001,0.1311,776.700012,686.672,745.7427991,716.8357
21/01/97,0.008,0.1389,782.719971,687.276,746.7849988,717.9386999
22/01/97,0.004,0.1428,786.22998,687.968,747.8863977,719.1177996
23/01/97,-0.011,0.129,777.559998,688.688,748.9945972,720.4060992
24/01/97,-0.009,0.1177,770.52002,689.409,749.9083972,721.6617993
27/01/97,-0.007,0.1086,765.02002,690.105,750.7275977,722.8197998
28/01/97,0,0.1075,765.02002,690.747,751.405398,723.9139001
29/01/97,0.01,0.1174,772.5,691.36,751.9881983,725.0697003
30/01/97,0.015,0.1332,784.169983,691.997,752.6857984,726.2379004
31/01/97,0.003,0.1349,786.159973,692.71,753.6287976,727.4420001
03/02/97,0.001,0.1346,786.72998,693.423,754.5087976,728.6654999
04/02/97,0.003,0.137,789.26001,694.131,755.364397,729.8599994
05/02/97,-0.014,0.1201,778.280029,694.838,756.2945972,731.0410992
06/02/97,0.002,0.1218,780.150024,695.471,756.8855982,732.0184997
07/02/97,0.012,0.1342,789.559998,696.121,757.3479981,732.9802002
10/02/97,-0.005,0.1272,785.429993,696.805,758.0199976,734.0464001
11/02/97,0.005,0.1321,789.590027,697.465,758.6285974,735.0860004
12/02/97,0.017,0.1499,802.77002,698.142,759.2799976,736.1519006
13/02/97,0.011,0.1616,811.820007,698.885,760.204198,737.3093005
14/02/97,-0.004,0.1555,808.47998,699.671,761.4749976,738.5627008
18/02/97,0.01,0.1653,816.289978,700.496,762.7425977,739.7914008
19/02/97,-0.005,0.1584,812.48999,701.37,764.1807971,741.0960004
20/02/97,-0.012,0.1432,802.799988,702.228,765.6385974,742.3623004
21/02/97,-0.001,0.1404,801.77002,703.051,766.699397,743.5284003
24/02/97,0.011,0.1512,810.280029,703.836,767.7839978,744.6728003
25/02/97,0.002,0.1524,812.030029,704.66,769.1749988,745.8848004
26/02/97,-0.008,0.1421,805.679993,705.46,770.8295996,747.0650006
27/02/97,-0.013,0.1259,795.070007,706.181,772.3703992,748.1940003
28/02/97,-0.005,0.1188,790.820007,706.828,773.8521997,749.1301001
03/03/97,0.006,0.1242,795.309998,707.455,775.1478003,750.0048999
04/03/97,-0.005,0.117,790.950012,708.107,776.4232007,750.9515997
05/03/97,0.014,0.1316,801.98999,708.717,777.3270007,751.8937
06/03/97,-0.004,0.1257,798.559998,709.362,778.3894006,752.9675
07/03/97,0.008,0.1338,804.969971,709.991,779.4222009,753.9465003
10/03/97,0.011,0.145,813.650024,710.623,780.5009998,754.9608002
11/03/97,-0.003,0.1406,811.340027,711.312,781.6576001,756.0716004
12/03/97,-0.009,0.1296,804.26001,711.976,782.7486011,757.1409009
13/03/97,-0.018,0.1079,789.559998,712.636,783.7568018,758.1136011
14/03/97,0.005,0.1121,793.169983,713.244,784.7332019,758.901001
17/03/97,0.003,0.1147,795.710022,713.851,785.8564014,759.7342011
18/03/97,-0.008,0.1052,789.659973,714.484,786.8100012,760.6256012
19/03/97,-0.005,0.0988,785.77002,715.094,787.6502002,761.4495008
20/03/97,-0.004,0.0936,782.650024,715.66,788.301001,762.2843012
21/03/97,0.002,0.0948,784.099976,716.181,788.985802,763.1016016
24/03/97,0.009,0.1035,790.890015,716.737,789.570802,763.9700012
25/03/97,-0.002,0.1,789.070007,717.325,790.1986023,764.8639014
26/03/97,0.002,0.1011,790.5,717.909,790.7898023,765.7456012
27/03/97,-0.021,0.0771,773.880005,718.507,791.2226026,766.597901
31/03/97,-0.022,0.053,757.119995,719.031,791.3562024,767.2990009
01/04/97,0.003,0.0558,759.640015,719.477,791.1036023,767.802901
02/04/97,-0.013,0.0419,750.109985,719.946,790.773003,768.257901
03/04/97,0,0.0416,750.320007,720.371,790.2412024,768.5131006
04/04/97,0.01,0.0515,757.900024,720.812,789.5932032,768.7398004
07/04/97,0.006,0.0566,762.130005,721.292,789.026604,769.0106006
08/04/97,0.005,0.0614,766.119995,721.792,788.7180042,769.3132007
09/04/97,-0.007,0.053,760.599976,722.288,788.6300037,769.6788007
10/04/97,-0.003,0.0492,758.340027,722.747,788.5416028,769.9735004
11/04/97,-0.027,0.02,737.650024,723.196,788.4080029,770.1981006
14/04/97,0.008,0.0279,743.72998,723.563,787.7110034,770.1984009
15/04/97,0.015,0.0425,754.719971,723.939,786.9022034,770.2655005
16/04/97,0.012,0.0541,763.530029,724.359,786.2734033,770.3911005
17/04/97,-0.002,0.051,761.77002,724.797,785.8094043,770.5869006
18/04/97,0.006,0.0567,766.340027,725.238,785.2596045,770.7771008
21/04/97,-0.008,0.0478,760.369995,725.708,785.0208045,770.9532013
22/04/97,0.019,0.0666,774.609985,726.222,784.6252039,770.986601
23/04/97,-0.001,0.0644,773.640015,726.833,784.3262036,771.1731006
24/04/97,-0.003,0.0601,771.179993,727.427,784.0904041,771.3595008
25/04/97,-0.008,0.0513,765.369995,728.003,783.7222034,771.5011005
28/04/97,0.01,0.0609,772.960022,728.601,782.9742029,771.5892005
29/04/97,0.027,0.0889,794.049988,729.235,782.1970032,771.8360004
30/04/97,0.009,0.0976,801.340027,730.056,781.9084033,772.3255005
01/05/97,-0.004,0.0925,798.530029,730.921,781.6094043,772.8951007
02/05/97,0.018,0.111,812.969971,731.744,781.3302051,773.4844013
05/05/97,0.021,0.1334,830.289978,732.591,781.5336048,774.1165009
06/05/97,-0.003,0.1284,827.76001,733.548,782.1040039,774.9440009
07/05/97,-0.015,0.1104,815.619995,734.518,782.4536035,775.8143012
08/05/97,0.006,0.1153,820.26001,735.462,782.5254029,776.6775012
09/05/97,0.006,0.12,824.780029,736.43,782.8170032,777.5937012
12/05/97,0.016,0.136,837.659973,737.398,783.4112036,778.6317017
13/05/97,-0.005,0.1283,833.130005,738.407,784.348003,779.7479016
14/05/97,0.003,0.1307,836.039978,739.418,785.1044031,780.7638019
15/05/97,0.007,0.137,841.880005,740.422,786.0062024,781.6666016
16/05/97,-0.014,0.1191,829.75,741.432,786.8040027,782.5967017
19/05/97,0.004,0.1225,833.27002,742.33,787.4278028,783.4250018
20/05/97,0.01,0.1325,841.659973,743.184,787.9938037,784.2474018
21/05/97,-0.003,0.128,839.349976,744.091,788.5540027,785.1058014
22/05/97,-0.004,0.1217,835.659973,744.976,789.1142017,785.9314014
23/05/97,0.014,0.1357,847.030029,745.834,789.742201,786.7495014
27/05/97,0.003,0.1379,849.710022,746.756,790.8916016,787.8124018
28/05/97,-0.003,0.1331,847.210022,747.694,792.0224024,788.9394019
29/05/97,-0.004,0.1275,844.080017,748.601,793.0524024,789.9312018
30/05/97,0.005,0.1318,848.280029,749.521,794.1408032,790.8955017
02/06/97,-0.002,0.1278,846.359985,750.452,795.3910034,791.8460022
03/06/97,-0.001,0.1252,845.47998,751.372,796.6652026,792.8255023
04/06/97,-0.006,0.1168,840.109985,752.273,797.8928027,793.7318024
05/06/97,0.004,0.1199,843.429993,753.141,798.8772021,794.5379022
06/06/97,0.017,0.1379,858.01001,754.03,799.9644018,795.3771021
09/06/97,0.006,0.1429,862.909973,754.995,801.314602,796.2686023
10/06/97,0.003,0.1446,865.27002,755.956,803.0952014,797.2257019
11/06/97,0.005,0.1488,869.570007,756.947,805.2582019,798.1809021
12/06/97,0.016,0.1656,883.460022,757.975,807.4568017,799.1149024
13/06/97,0.011,0.1768,893.27002,759.061,810.1238025,800.1825025
16/06/97,0.001,0.1759,893.900024,760.203,812.9828027,801.288003
17/06/97,0.001,0.1747,894.419983,761.385,815.7028027,802.3647034
18/06/97,-0.006,0.1658,889.059998,762.598,818.3486023,803.5333032
19/06/97,0.01,0.1757,897.98999,763.769,820.8074024,804.718703
20/06/97,0.001,0.1748,898.700012,764.981,823.5552026,806.0484027
23/06/97,-0.022,0.1467,878.619995,766.227,826.3624023,807.3852026
24/06/97,0.02,0.1681,896.340027,767.342,829.1818018,808.4464026
25/06/97,-0.008,0.1568,888.98999,768.505,832.2340027,809.568103
26/06/97,-0.006,0.1482,883.679993,769.631,834.9194031,810.5964032
27/06/97,0.004,0.1513,887.299988,770.713,837.3224024,811.5659033
30/06/97,-0.002,0.1469,885.140015,771.794,839.8330017,812.5463031
01/07/97,0.007,0.153,891.030029,772.817,842.2090015,813.614903
02/07/97,0.015,0.1682,904.030029,773.852,844.8222022,814.723703
03/07/97,0.014,0.1832,916.919983,774.957,847.410603,815.8684033
07/07/97,-0.005,0.1753,912.200012,776.135,850.2762024,817.1833032
08/07/97,0.007,0.182,918.75,777.281,853.0966028,818.4094031
09/07/97,-0.012,0.1658,907.539978,778.439,856.1642029,819.5692029
10/07/97,0.007,0.1722,913.780029,779.545,858.855802,820.5264026
11/07/97,0.003,0.1742,916.679993,780.685,861.2504028,821.5794031
14/07/97,0.002,0.1746,918.380005,781.84,863.5572021,822.5833032
15/07/97,0.008,0.1823,925.76001,783.002,865.9542017,823.6422034
16/07/97,0.012,0.1943,936.590027,784.2,868.2100024,824.8718036
17/07/97,-0.005,0.1861,931.609985,785.446,870.3360034,826.2200037
18/07/97,-0.018,0.1635,915.299988,786.659,872.4130029,827.4333032
21/07/97,-0.003,0.1589,912.940002,787.766,874.4066028,828.4660028
22/07/97,0.023,0.184,933.97998,788.866,876.2602026,829.5386029
23/07/97,0.003,0.1855,936.559998,790.029,878.4442016,830.9277026
24/07/97,0.004,0.1885,940.299988,791.195,880.4222021,832.3851026
25/07/97,-0.002,0.1848,938.789978,792.393,882.5656018,833.8350025
28/07/97,-0.002,0.18,936.450012,793.604,884.6206018,835.3134021
29/07/97,0.006,0.1855,942.289978,794.813,886.5120019,836.6580023
30/07/97,0.011,0.1963,952.289978,796.021,888.7628015,838.0953021
31/07/97,0.002,0.197,954.309998,797.265,891.1432007,839.5685022
01/08/97,-0.008,0.1861,947.140015,798.523,893.3962012,840.9751019
04/08/97,0.003,0.1883,950.299988,799.737,895.5520019,842.3331018
05/08/97,0.002,0.189,952.369995,800.954,897.8448022,843.7935016
06/08/97,0.008,0.1972,960.320007,802.161,899.9516016,845.4216016
07/08/97,-0.01,0.1839,951.190002,803.414,902.1638013,847.0931018
08/08/97,-0.019,0.1602,933.539978,804.637,904.2434009,848.6479016
11/08/97,0.004,0.1629,937,805.768,906.0326001,850.0867017
12/08/97,-0.011,0.1482,926.530029,806.942,907.8069995,851.5990015
13/08/97,-0.005,0.141,922.02002,808.07,909.4104004,853.0378015
14/08/97,0.003,0.1428,924.77002,809.194,910.9412012,854.417002
15/08/97,-0.026,0.1117,900.809998,810.31,912.6344019,855.755802
18/08/97,0.013,0.1247,912.48999,811.309,913.782002,856.8732019
19/08/97,0.015,0.1399,926.01001,812.346,914.8716016,858.0931018
20/08/97,0.014,0.1548,939.349976,813.457,916.1336023,859.6144019
21/08/97,-0.015,0.1356,925.049988,814.62,917.6152014,861.4367017
22/08/97,-0.002,0.1322,923.539978,815.674,918.7248011,863.0908014
25/08/97,-0.004,0.1267,920.159973,816.669,919.5264002,864.8251013
26/08/97,-0.008,0.1167,913.02002,817.632,920.0641992,866.523501
27/08/97,0.001,0.1163,913.700012,818.543,920.4465992,868.074701
28/08/97,-0.011,0.1028,903.669983,819.452,920.8321997,869.590401
29/08/97,-0.005,0.0965,899.469971,820.322,921.1243994,870.9659009
02/09/97,0.031,0.1296,927.580017,821.164,921.1539991,872.3546009
03/09/97,0,0.1286,927.859985,822.123,921.7315992,874.0470008
04/09/97,0.003,0.131,930.869995,823.074,922.716399,875.9491004
05/09/97,-0.002,0.1274,929.049988,824.043,923.4069983,877.8205005
08/09/97,0.002,0.1288,931.200012,824.977,924.2081983,879.5638007
09/09/97,0.003,0.1304,933.619995,825.914,925.1585987,881.2405005
10/09/97,-0.016,0.1115,919.030029,826.868,926.0849988,882.9590003
11/09/97,-0.007,0.1025,912.590027,827.72,926.7627991,884.4859003
12/09/97,0.012,0.1152,923.909973,828.497,927.193999,886.0081006
15/09/97,-0.004,0.109,919.77002,829.337,927.5915979,887.5011005
16/09/97,0.028,0.1391,945.640015,830.161,927.6485987,888.9624005
17/09/97,-0.003,0.1346,943,831.104,928.3173987,890.7070008
18/09/97,0.005,0.1385,947.289978,832.036,928.8023987,892.4833008
19/09/97,0.003,0.141,950.51001,833.031,929.5973987,894.2266004
22/09/97,0.005,0.1455,955.429993,834.058,930.3319983,895.7912006
23/09/97,-0.004,0.1399,951.929993,835.114,931.1069983,897.3321002
24/09/97,-0.008,0.1295,944.47998,836.175,931.7779981,898.8660999
25/09/97,-0.007,0.1204,937.909973,837.149,932.1523975,900.1812
26/09/97,0.008,0.1278,945.219971,838.101,932.1787964,901.2573999
29/09/97,0.009,0.1361,953.340027,839.123,932.4509961,902.4319995
30/09/97,-0.006,0.1274,947.280029,840.243,933.2117969,903.8091999
01/10/97,0.009,0.1356,955.409973,841.337,933.8985975,905.0794
02/10/97,0.005,0.14,960.460022,842.509,934.3271973,906.3856995
03/10/97,0.005,0.1438,965.030029,843.681,934.8051978,907.6137
06/10/97,0.008,0.1513,972.690002,844.848,935.2997986,908.9327002
07/10/97,0.011,0.1621,983.119995,845.983,935.9777991,910.2992005
08/10/97,-0.009,0.1495,973.840027,847.154,936.9111988,911.7116004
09/10/97,-0.003,0.1442,970.619995,848.289,937.5421997,913.1525006
10/10/97,-0.004,0.1384,966.97998,849.387,937.9088001,914.5260004
13/10/97,0.001,0.1383,968.099976,850.443,938.1621997,915.7792004
14/10/97,0.002,0.1395,970.280029,851.499,938.5813989,917.0667004
15/10/97,-0.005,0.1327,965.719971,852.581,938.9809998,918.412901
16/10/97,-0.011,0.1189,955.25,853.706,939.2479993,919.5998004
17/10/97,-0.012,0.1045,944.159973,854.797,939.1465991,920.6552002
20/10/97,0.012,0.1167,955.609985,855.778,939.0059986,921.6246997
21/10/97,0.017,0.1348,972.280029,856.818,939.4473987,922.7399994
22/10/97,-0.004,0.1289,968.48999,857.913,940.1529993,923.9799994
23/10/97,-0.018,0.1067,950.690002,859.013,940.9921985,925.2012994
24/10/97,-0.01,0.0949,941.640015,859.993,941.5655981,926.2533997
27/10/97,-0.069,0.0187,876.98999,860.903,941.902998,927.2687
28/10/97,0.051,0.0701,921.849976,861.491,941.4265979,927.6042999
29/10/97,-0.003,0.066,919.159973,862.256,941.6137976,928.2426996
30/10/97,-0.017,0.0471,903.679993,863.015,941.4767969,928.8051996
31/10/97,0.012,0.059,914.619995,863.685,940.7633972,929.1892993
03/11/97,0.027,0.0863,938.98999,864.377,940.5547973,929.6397992
04/11/97,0.002,0.0873,940.76001,865.189,940.8637976,930.1950989
05/11/97,0.002,0.0887,942.76001,865.979,941.2757983,930.6699988
06/11/97,-0.005,0.0822,938.030029,866.762,941.8705981,931.1585986
07/11/97,-0.011,0.0691,927.51001,867.564,942.3571985,931.5946991
10/11/97,-0.007,0.0608,921.130005,868.349,942.833999,931.9791992
11/11/97,0.003,0.0629,923.780029,869.13,943.2671997,932.2105994
12/11/97,-0.019,0.0414,905.960022,869.923,943.1911999,932.4613995
13/11/97,0.012,0.0529,916.659973,870.591,942.7532007,932.7347998
14/11/97,0.013,0.0655,928.349976,871.253,942.4690002,932.9379993
17/11/97,0.019,0.0851,946.200012,871.964,942.455,933.3315991
18/11/97,-0.008,0.075,938.22998,872.761,942.755,933.9567993
19/11/97,0.007,0.0814,944.590027,873.506,942.8471997,934.4660992
20/11/97,0.015,0.0968,958.97998,874.338,943.3583996,935.0605994
21/11/97,0.004,0.1004,963.090027,875.232,944.2861987,935.7400989
