,Dates,Daily.Returns,Close,,Dates,Daily.Returns,Close
,,,,,02/05/07,0.006,1495.920044
,,,,,03/05/07,0.004,1502.390015
,,,,,04/05/07,0.002,1505.619995
,,,,,07/05/07,0.003,1509.47998
,,,,,08/05/07,-0.001,1507.719971
,,,,,09/05/07,0.003,1512.579956
,,,,,10/05/07,-0.014,1491.469971
,,,,,11/05/07,0.01,1505.849976
,,,,,14/05/07,-0.002,1503.150024
,,,,,15/05/07,-0.001,1501.189941
,,,,,16/05/07,0.009,1514.140015
,,,,,17/05/07,-0.001,1512.75
,,,,,18/05/07,0.007,1522.75
,,,,,21/05/07,0.002,1525.099976
,,,,,22/05/07,-0.001,1524.119995
,,,,,23/05/07,-0.001,1522.280029
,,,,,24/05/07,-0.01,1507.51001
,,,,,25/05/07,0.005,1515.72998
,,,,,29/05/07,0.002,1518.109985
,,,,,30/05/07,0.008,1530.22998
,,,,,31/05/07,0,1530.619995
,,,,,01/06/07,0.004,1536.339966
,,,,,04/06/07,0.002,1539.180054
,,,,,05/06/07,-0.005,1530.949951
,,,,,06/06/07,-0.009,1517.380005
,,,,,07/06/07,-0.018,1490.719971
,,,,,08/06/07,0.011,1507.670044
,,,,,11/06/07,0.001,1509.119995
,,,,,12/06/07,-0.011,1493
,,,,,13/06/07,0.015,1515.670044
,,,,,14/06/07,0.005,1522.969971
,,,,,15/06/07,0.007,1532.910034
,,,,,18/06/07,-0.001,1531.050049
,,,,,19/06/07,0.002,1533.699951
,,,,,20/06/07,-0.014,1512.839966
,,,,,21/06/07,0.006,1522.189941
,,,,,22/06/07,-0.013,1502.560059
,,,,,25/06/07,-0.003,1497.73999
,,,,,26/06/07,-0.003,1492.890015
,,,,,27/06/07,0.009,1506.339966
,,,,,28/06/07,0,1505.709961
,,,,,29/06/07,-0.002,1503.349976
,,,,,02/07/07,0.011,1519.430054
,,,,,03/07/07,0.004,1524.869995
,,,,,05/07/07,0,1525.400024
,,,,,06/07/07,0.003,1530.439941
,,,,,09/07/07,0.001,1531.849976
,,,,,10/07/07,-0.014,1510.119995
,,,,,11/07/07,0.006,1518.76001
,,,,,12/07/07,0.019,1547.699951
,,,,,13/07/07,0.003,1552.5
,,,,,16/07/07,-0.002,1549.52002
,,,,,17/07/07,0,1549.369995
,,,,,18/07/07,-0.002,1546.170044
,,,,,19/07/07,0.004,1553.079956
,,,,,20/07/07,-0.012,1534.099976
,,,,,23/07/07,0.005,1541.569946
,,,,,24/07/07,-0.02,1511.040039
,,,,,25/07/07,0.005,1518.089966
,,,,,26/07/07,-0.023,1482.660034
,,,,,27/07/07,-0.016,1458.949951
,,,,,30/07/07,0.01,1473.910034
,,,,,31/07/07,-0.013,1455.27002
,,,,,01/08/07,0.007,1465.810059
,,,,,02/08/07,0.004,1472.199951
,,,,,03/08/07,-0.027,1433.060059
,,,,,06/08/07,0.024,1467.670044
,,,,,07/08/07,0.006,1476.709961
,,,,,08/08/07,0.014,1497.48999
,,,,,09/08/07,-0.03,1453.089966
,,,,,10/08/07,0,1453.640015
,,,,,13/08/07,0,1452.920044
,,,,,14/08/07,-0.018,1426.540039
,,,,,15/08/07,-0.014,1406.699951
,,,,,16/08/07,0.003,1411.27002
,,,,,17/08/07,0.025,1445.939941
,,,,,20/08/07,0,1445.550049
,,,,,21/08/07,0.001,1447.119995
,,,,,22/08/07,0.012,1464.069946
,,,,,23/08/07,-0.001,1462.5
,,,,,24/08/07,0.012,1479.369995
,,,,,27/08/07,-0.009,1466.790039
,,,,,28/08/07,-0.023,1432.359985
,,,,,29/08/07,0.022,1463.76001
,,,,,30/08/07,-0.004,1457.640015
,,,,,31/08/07,0.011,1473.98999
,,,,,04/09/07,0.01,1489.420044
,,,,,05/09/07,-0.012,1472.290039
,,,,,06/09/07,0.004,1478.550049
,,,,,07/09/07,-0.017,1453.550049
,,,,,10/09/07,-0.001,1451.699951
,,,,,11/09/07,0.014,1471.48999
,,,,,12/09/07,0,1471.560059
,,,,,13/09/07,0.008,1483.949951
,,,,,14/09/07,0,1484.25
,,,,,17/09/07,-0.005,1476.650024
,,,,,18/09/07,0.029,1519.780029
,,,,,19/09/07,0.006,1529.030029
,,,,,20/09/07,-0.007,1518.75
,,,,,21/09/07,0.005,1525.75
,,,,,24/09/07,-0.005,1517.72998
,,,,,25/09/07,0,1517.209961
,,,,,26/09/07,0.005,1525.420044
,,,,,27/09/07,0.004,1531.380005
,,,,,28/09/07,-0.003,1526.75
,,,,,01/10/07,0.013,1547.040039
,,,,,02/10/07,0,1546.630005
,,,,,03/10/07,-0.005,1539.589966
,,,,,04/10/07,0.002,1542.839966
,,,,,05/10/07,0.01,1557.589966
,,,,,08/10/07,-0.003,1552.579956
,,,,,09/10/07,0.008,1565.150024
,,,,,10/10/07,-0.002,1562.469971
,,,,,11/10/07,-0.005,1554.410034
,,,,,12/10/07,0.005,1561.800049
,,,,,15/10/07,-0.008,1548.709961
,,,,,16/10/07,-0.007,1538.530029
,,,,,17/10/07,0.002,1541.23999
,,,,,18/10/07,-0.001,1540.079956
,,,,,19/10/07,-0.026,1500.630005
,,,,,22/10/07,0.004,1506.329956
,,,,,23/10/07,0.009,1519.589966
,,,,,24/10/07,-0.002,1515.880005
,,,,,25/10/07,-0.001,1514.400024
,,,,,26/10/07,0.014,1535.280029
,,,,,29/10/07,0.004,1540.97998
,,,,,30/10/07,-0.006,1531.02002
,,,,,31/10/07,0.012,1549.380005
,,,,,01/11/07,-0.026,1508.439941
,,,,,02/11/07,0.001,1509.650024
,,,,,05/11/07,-0.005,1502.170044
,,,,,06/11/07,0.012,1520.27002
,,,,,07/11/07,-0.029,1475.619995
,,,,,08/11/07,-0.001,1474.77002
,,,,,09/11/07,-0.014,1453.699951
,,,,,12/11/07,-0.01,1439.180054
,,,,,13/11/07,0.029,1481.050049
,,,,,14/11/07,-0.007,1470.579956
,,,,,15/11/07,-0.013,1451.150024
,,,,,16/11/07,0.005,1458.73999
,,,,,19/11/07,-0.017,1433.27002
,,,,,20/11/07,0.004,1439.699951
,,,,,21/11/07,-0.016,1416.77002
,,,,,23/11/07,0.017,1440.699951
,,,,,26/11/07,-0.023,1407.219971
,,,,,27/11/07,0.015,1428.22998
,,,,,28/11/07,0.029,1469.02002
,,,,,29/11/07,0,1469.719971
,,,,,30/11/07,0.008,1481.140015
,,,,,03/12/07,-0.006,1472.420044
,,,,,04/12/07,-0.007,1462.790039
,,,,,05/12/07,0.015,1485.01001
,,,,,06/12/07,0.015,1507.339966
,,,,,07/12/07,-0.002,1504.660034
,,,,,10/12/07,0.008,1515.959961
,,,,,11/12/07,-0.025,1477.650024
,,,,,12/12/07,0.006,1486.589966
,,,,,13/12/07,0.001,1488.410034
,,,,,14/12/07,-0.014,1467.949951
,,,,,17/12/07,-0.015,1445.900024
,,,,,18/12/07,0.006,1454.97998
,,,,,19/12/07,-0.001,1453
,,,,,20/12/07,0.005,1460.119995
,,,,,21/12/07,0.017,1484.459961
,,,,,24/12/07,0.008,1496.449951
,,,,,26/12/07,0.001,1497.660034
,,,,,27/12/07,-0.014,1476.27002
,,,,,28/12/07,0.002,1478.48999
,,,,,31/12/07,-0.007,1468.359985
,,,,,02/01/08,-0.014,1447.160034
,,,,,03/01/08,0,1447.160034
,,,,,04/01/08,-0.025,1411.630005
,,,,,07/01/08,0.003,1416.180054
,,,,,08/01/08,-0.018,1390.189941
,,,,,09/01/08,0.014,1409.130005
,,,,,10/01/08,0.008,1420.329956
,,,,,11/01/08,-0.014,1401.02002
,,,,,14/01/08,0.011,1416.25
,,,,,15/01/08,-0.025,1380.949951
,,,,,16/01/08,-0.006,1373.199951
,,,,,17/01/08,-0.029,1333.25
,,,,,18/01/08,-0.006,1325.189941
,,,,,22/01/08,-0.011,1310.5
,,,,,23/01/08,0.021,1338.599976
,,,,,24/01/08,0.01,1352.069946
,,,,,25/01/08,-0.016,1330.609985
,,,,,28/01/08,0.018,1353.959961
,,,,,29/01/08,0.006,1362.300049
,,,,,30/01/08,-0.005,1355.810059
,,,,,31/01/08,0.017,1378.550049
,,,,,01/02/08,0.012,1395.420044
,,,,,04/02/08,-0.01,1380.819946
,,,,,05/02/08,-0.032,1336.640015
,,,,,06/02/08,-0.008,1326.449951
,,,,,07/02/08,0.008,1336.910034
,,,,,08/02/08,-0.004,1331.290039
,,,,,11/02/08,0.006,1339.130005
,,,,,12/02/08,0.007,1348.859985
,,,,,13/02/08,0.014,1367.209961
,,,,,14/02/08,-0.013,1348.859985
,,,,,15/02/08,0.001,1349.98999
,,,,,19/02/08,-0.001,1348.780029
,,,,,20/02/08,0.008,1360.030029
,,,,,21/02/08,-0.013,1342.530029
,,,,,22/02/08,0.008,1353.109985
,,,,,25/02/08,0.014,1371.800049
,,,,,26/02/08,0.007,1381.290039
,,,,,27/02/08,-0.001,1380.02002
,,,,,28/02/08,-0.009,1367.680054
,,,,,29/02/08,-0.027,1330.630005
,,,,,03/03/08,0.001,1331.339966
,,,,,04/03/08,-0.003,1326.75
,,,,,05/03/08,0.005,1333.699951
,,,,,06/03/08,-0.022,1304.339966
,,,,,07/03/08,-0.008,1293.369995
,,,,,10/03/08,-0.015,1273.369995
,,,,,11/03/08,0.037,1320.650024
,,,,,12/03/08,-0.009,1308.77002
,,,,,13/03/08,0.005,1315.47998
,,,,,14/03/08,-0.021,1288.140015
,,,,,17/03/08,-0.009,1276.599976
,,,,,18/03/08,0.042,1330.73999
,,,,,19/03/08,-0.024,1298.420044
,,,,,20/03/08,0.024,1329.51001
,,,,,24/03/08,0.015,1349.880005
,,,,,25/03/08,0.002,1352.98999
,,,,,26/03/08,-0.009,1341.130005
,,,,,27/03/08,-0.011,1325.76001
,,,,,28/03/08,-0.008,1315.219971
,,,,,31/03/08,0.006,1322.699951
,,,,,01/04/08,0.036,1370.180054
,,,,,02/04/08,-0.002,1367.530029
,,,,,03/04/08,0.001,1369.310059
,,,,,04/04/08,0.001,1370.400024
,,,,,07/04/08,0.002,1372.540039
,,,,,08/04/08,-0.005,1365.540039
,,,,,09/04/08,-0.008,1354.48999
,,,,,10/04/08,0.004,1360.550049
,,,,,11/04/08,-0.02,1332.829956
,,,,,14/04/08,-0.003,1328.319946
,,,,,15/04/08,0.005,1334.430054
,,,,,16/04/08,0.023,1364.709961
,,,,,17/04/08,0.001,1365.560059
,,,,,18/04/08,0.018,1390.329956
,,,,,21/04/08,-0.002,1388.170044
,,,,,22/04/08,-0.009,1375.939941
,,,,,23/04/08,0.003,1379.930054
,,,,,24/04/08,0.006,1388.819946
,,,,,25/04/08,0.006,1397.839966
,,,,,28/04/08,-0.001,1396.369995
,,,,,29/04/08,-0.004,1390.939941
,,,,,30/04/08,-0.004,1385.589966
,,,,,01/05/08,0.017,1409.339966
,,,,,02/05/08,0.003,1413.900024
,,,,,05/05/08,-0.005,1407.48999
,,,,,06/05/08,0.008,1418.26001
,,,,,07/05/08,-0.018,1392.569946
,,,,,08/05/08,0.004,1397.680054
,,,,,09/05/08,-0.007,1388.280029
,,,,,12/05/08,0.011,1403.579956
,,,,,13/05/08,0,1403.040039
,,,,,14/05/08,0.004,1408.660034
,,,,,15/05/08,0.011,1423.569946
,,,,,16/05/08,0.001,1425.349976
,,,,,19/05/08,0.001,1426.630005
,,,,,20/05/08,-0.009,1413.400024
,,,,,21/05/08,-0.016,1390.709961
,,,,,22/05/08,0.003,1394.349976
,,,,,23/05/08,-0.013,1375.930054
,,,,,27/05/08,0.007,1385.349976
,,,,,28/05/08,0.004,1390.839966
,,,,,29/05/08,0.005,1398.26001
,,,,,30/05/08,0.002,1400.380005
,,,,,02/06/08,-0.011,1385.670044
,,,,,03/06/08,-0.006,1377.650024
,,,,,04/06/08,0,1377.199951
,,,,,05/06/08,0.019,1404.050049
,,,,,06/06/08,-0.031,1360.680054
,,,,,09/06/08,0.001,1361.76001
,,,,,10/06/08,-0.002,1358.439941
,,,,,11/06/08,-0.017,1335.48999
,,,,,12/06/08,0.003,1339.869995
,,,,,13/06/08,0.015,1360.030029
,,,,,16/06/08,0,1360.140015
,,,,,17/06/08,-0.007,1350.930054
,,,,,18/06/08,-0.01,1337.810059
,,,,,19/06/08,0.004,1342.829956
,,,,,20/06/08,-0.019,1317.930054
,,,,,23/06/08,0,1318
,,,,,24/06/08,-0.003,1314.290039
,,,,,25/06/08,0.006,1321.969971
,,,,,26/06/08,-0.029,1283.150024
,,,,,27/06/08,-0.004,1278.380005
,,,,,30/06/08,0.001,1280
,,,,,01/07/08,0.004,1284.910034
,,,,,02/07/08,-0.018,1261.52002
,,,,,03/07/08,0.001,1262.900024
,,,,,07/07/08,-0.008,1252.310059
,,,,,08/07/08,0.017,1273.699951
,,,,,09/07/08,-0.023,1244.689941
,,,,,10/07/08,0.007,1253.390015
,,,,,11/07/08,-0.011,1239.48999
,,,,,14/07/08,-0.009,1228.300049
,,,,,15/07/08,-0.011,1214.910034
,,,,,16/07/08,0.025,1245.359985
,,,,,17/07/08,0.012,1260.319946
,,,,,18/07/08,0,1260.680054
,,,,,21/07/08,-0.001,1260
,,,,,22/07/08,0.013,1277
,,,,,23/07/08,0.004,1282.189941
,,,,,24/07/08,-0.023,1252.540039
,,,,,25/07/08,0.004,1257.76001
,,,,,28/07/08,-0.019,1234.369995
,,,,,29/07/08,0.023,1263.199951
,,,,,30/07/08,0.017,1284.26001
,,,,,31/07/08,-0.013,1267.380005
,,,,,01/08/08,-0.006,1260.310059
,,,,,04/08/08,-0.009,1249.01001
,,,,,05/08/08,0.029,1284.880005
,,,,,06/08/08,0.003,1289.189941
,,,,,07/08/08,-0.018,1266.069946
,,,,,08/08/08,0.024,1296.319946
,,,,,11/08/08,0.007,1305.319946
,,,,,12/08/08,-0.012,1289.589966
,,,,,13/08/08,-0.003,1285.829956
,,,,,14/08/08,0.006,1292.930054
,,,,,15/08/08,0.004,1298.199951
,,,,,18/08/08,-0.015,1278.599976
,,,,,19/08/08,-0.009,1266.689941
,,,,,20/08/08,0.006,1274.540039
,,,,,21/08/08,0.002,1277.719971
,,,,,22/08/08,0.011,1292.199951
,,,,,25/08/08,-0.02,1266.839966
,,,,,26/08/08,0.004,1271.51001
,,,,,27/08/08,0.008,1281.660034
,,,,,28/08/08,0.015,1300.680054
,,,,,29/08/08,-0.014,1282.829956
,,,,,02/09/08,-0.004,1277.579956
,,,,,03/09/08,-0.002,1274.97998
,,,,,04/09/08,-0.03,1236.829956
,,,,,05/09/08,0.004,1242.310059
,,,,,08/09/08,0.021,1267.790039
,,,,,09/09/08,-0.034,1224.51001
,,,,,10/09/08,0.006,1232.040039
,,,,,11/09/08,0.014,1249.050049
,,,,,12/09/08,0.002,1251.699951
,,,,,15/09/08,-0.047,1192.699951
,,,,,16/09/08,0.018,1213.599976
,,,,,17/09/08,-0.047,1156.390015
,,,,,18/09/08,0.043,1206.51001
,,,,,19/09/08,0.04,1255.079956
,,,,,22/09/08,-0.038,1207.089966
,,,,,23/09/08,-0.016,1188.219971
,,,,,24/09/08,-0.002,1185.869995
,,,,,25/09/08,0.02,1209.180054
,,,,,26/09/08,0.003,1213.27002
,,,,,29/09/08,-0.088,1106.420044
,,,,,30/09/08,0.054,1166.359985
,,,,,01/10/08,-0.005,1161.060059
,,,,,02/10/08,-0.04,1114.280029
,,,,,03/10/08,-0.014,1099.22998
,,,,,06/10/08,-0.039,1056.890015
,,,,,07/10/08,-0.057,996.22998
,,,,,08/10/08,-0.011,984.940002
,,,,,09/10/08,-0.076,909.919983
,,,,,10/10/08,-0.012,899.219971
,,,,,13/10/08,0.116,1003.349976
,,,,,14/10/08,-0.005,998.01001
,,,,,15/10/08,-0.09,907.840027
,,,,,16/10/08,0.043,946.429993
,,,,,17/10/08,-0.006,940.549988
,,,,,20/10/08,0.048,985.400024
,,,,,21/10/08,-0.031,955.049988
,,,,,22/10/08,-0.061,896.780029
,,,,,23/10/08,0.013,908.109985
,,,,,24/10/08,-0.035,876.77002
,,,,,27/10/08,-0.032,848.919983
,,,,,28/10/08,0.108,940.51001
,,,,,29/10/08,-0.011,930.090027
,,,,,30/10/08,0.026,954.090027
,,,,,31/10/08,0.015,968.75
,,,,,03/11/08,-0.003,966.299988
,,,,,04/11/08,0.041,1005.75
,,,,,05/11/08,-0.053,952.77002
,,,,,06/11/08,-0.05,904.880005
,,,,,07/11/08,0.029,930.98999
,,,,,10/11/08,-0.013,919.210022
,,,,,11/11/08,-0.022,898.950012
,,,,,12/11/08,-0.052,852.299988
,,,,,13/11/08,0.069,911.289978
,,,,,14/11/08,-0.042,873.289978
,,,,,17/11/08,-0.026,850.75
,,,,,18/11/08,0.01,859.119995
,,,,,19/11/08,-0.061,806.580017
,,,,,20/11/08,-0.067,752.440002
,,,,,21/11/08,0.063,800.030029
,,,,,24/11/08,0.065,851.809998
,,,,,25/11/08,0.007,857.390015
,,,,,26/11/08,0.035,887.679993
,,,,,28/11/08,0.01,896.23999
,,,,,01/12/08,-0.089,816.210022
,,,,,02/12/08,0.04,848.809998
,,,,,03/12/08,0.026,870.73999
,,,,,04/12/08,-0.029,845.219971
,,,,,05/12/08,0.036,876.070007
,,,,,08/12/08,0.038,909.700012
,,,,,09/12/08,-0.023,888.669983
,,,,,10/12/08,0.012,899.23999
,,,,,11/12/08,-0.029,873.590027
,,,,,12/12/08,0.007,879.72998
,,,,,15/12/08,-0.013,868.570007
,,,,,16/12/08,0.051,913.179993
,,,,,17/12/08,-0.01,904.419983
,,,,,18/12/08,-0.021,885.280029
,,,,,19/12/08,0.003,887.880005
,,,,,22/12/08,-0.018,871.630005
,,,,,23/12/08,-0.01,863.159973
,,,,,24/12/08,0.006,868.150024
,,,,,26/12/08,0.005,872.799988
,,,,,29/12/08,-0.004,869.419983
,,,,,30/12/08,0.024,890.640015
,,,,,31/12/08,0.014,903.25
,,,,,02/01/09,0.032,931.799988
,,,,,05/01/09,-0.005,927.450012
,,,,,06/01/09,0.008,934.700012
,,,,,07/01/09,-0.03,906.650024
,,,,,08/01/09,0.003,909.72998
,,,,,09/01/09,-0.021,890.349976
,,,,,12/01/09,-0.023,870.26001
,,,,,13/01/09,0.002,871.789978
,,,,,14/01/09,-0.033,842.619995
,,,,,15/01/09,0.001,843.73999
,,,,,16/01/09,0.008,850.119995
,,,,,20/01/09,-0.053,805.219971
,,,,,21/01/09,0.043,840.23999
,,,,,22/01/09,-0.015,827.5
,,,,,23/01/09,0.005,831.950012
,,,,,26/01/09,0.006,836.570007
,,,,,27/01/09,0.011,845.710022
,,,,,28/01/09,0.034,874.090027
,,,,,29/01/09,-0.033,845.140015
,,,,,30/01/09,-0.023,825.880005
,,,,,02/02/09,-0.001,825.440002
,,,,,03/02/09,0.016,838.51001
,,,,,04/02/09,-0.007,832.22998
,,,,,05/02/09,0.016,845.849976
,,,,,06/02/09,0.027,868.599976
,,,,,09/02/09,0.001,869.890015
,,,,,10/02/09,-0.049,827.159973
,,,,,11/02/09,0.008,833.73999
,,,,,12/02/09,0.002,835.190002
,,,,,13/02/09,-0.01,826.840027
,,,,,17/02/09,-0.046,789.169983
,,,,,18/02/09,-0.001,788.419983
,,,,,19/02/09,-0.012,778.940002
,,,,,20/02/09,-0.011,770.049988
,,,,,23/02/09,-0.035,743.330017
,,,,,24/02/09,0.04,773.140015
,,,,,25/02/09,-0.011,764.900024
,,,,,26/02/09,-0.016,752.830017
,,,,,27/02/09,-0.024,735.090027
,,,,,02/03/09,-0.047,700.820007
,,,,,03/03/09,-0.006,696.330017
,,,,,04/03/09,0.024,712.869995
,,,,,05/03/09,-0.043,682.549988
,,,,,06/03/09,0.001,683.380005
,,,,,09/03/09,-0.01,676.530029
,,,,,10/03/09,0.064,719.599976
,,,,,11/03/09,0.002,721.359985
,,,,,12/03/09,0.041,750.73999
,,,,,13/03/09,0.008,756.549988
,,,,,16/03/09,-0.004,753.890015
,,,,,17/03/09,0.032,778.119995
,,,,,18/03/09,0.021,794.349976
,,,,,19/03/09,-0.013,784.039978
,,,,,20/03/09,-0.02,768.539978
,,,,,23/03/09,0.071,822.919983
,,,,,24/03/09,-0.02,806.119995
,,,,,25/03/09,0.01,813.880005
,,,,,26/03/09,0.023,832.859985
,,,,,27/03/09,-0.02,815.940002
,,,,,30/03/09,-0.035,787.530029
,,,,,31/03/09,0.013,797.869995
,,,,,01/04/09,0.017,811.080017
,,,,,02/04/09,0.029,834.380005
,,,,,03/04/09,0.01,842.5
,,,,,06/04/09,-0.008,835.47998
,,,,,07/04/09,-0.024,815.549988
,,,,,08/04/09,0.012,825.159973
,,,,,09/04/09,0.038,856.559998
,,,,,13/04/09,0.003,858.72998
,,,,,14/04/09,-0.02,841.5
,,,,,15/04/09,0.013,852.059998
,,,,,16/04/09,0.016,865.299988
,,,,,17/04/09,0.005,869.599976
,,,,,20/04/09,-0.043,832.390015
,,,,,21/04/09,0.021,850.080017
,,,,,22/04/09,-0.008,843.549988
,,,,,23/04/09,0.01,851.919983
,,,,,24/04/09,0.017,866.22998
,,,,,27/04/09,-0.01,857.51001
,,,,,28/04/09,-0.003,855.159973
,,,,,29/04/09,0.022,873.640015
,,,,,30/04/09,-0.001,872.809998
,,,,,01/05/09,0.005,877.52002
,,,,,04/05/09,0.034,907.23999
,,,,,05/05/09,-0.004,903.799988
,,,,,06/05/09,0.017,919.530029
,,,,,07/05/09,-0.013,907.390015
,,,,,08/05/09,0.024,929.22998
,,,,,11/05/09,-0.022,909.23999
,,,,,12/05/09,-0.001,908.349976
,,,,,13/05/09,-0.027,883.919983
,,,,,14/05/09,0.01,893.070007
,,,,,15/05/09,-0.011,882.880005
,,,,,18/05/09,0.03,909.710022
,,,,,19/05/09,-0.002,908.130005
,,,,,20/05/09,-0.005,903.469971
,,,,,21/05/09,-0.017,888.330017
,,,,,22/05/09,-0.001,887
,,,,,26/05/09,0.026,910.330017
,,,,,27/05/09,-0.019,893.059998
,,,,,28/05/09,0.015,906.830017
,,,,,29/05/09,0.014,919.140015
,,,,,01/06/09,0.026,942.869995
,,,,,02/06/09,0.002,944.73999
,,,,,03/06/09,-0.014,931.76001
,,,,,04/06/09,0.011,942.460022
,,,,,05/06/09,-0.003,940.090027
,,,,,08/06/09,-0.001,939.140015
,,,,,09/06/09,0.004,942.429993
,,,,,10/06/09,-0.003,939.150024
,,,,,11/06/09,0.006,944.890015
,,,,,12/06/09,0.001,946.210022
,,,,,15/06/09,-0.024,923.719971
,,,,,16/06/09,-0.013,911.969971
,,,,,17/06/09,-0.001,910.710022
,,,,,18/06/09,0.008,918.369995
,,,,,19/06/09,0.003,921.22998
,,,,,22/06/09,-0.031,893.039978
,,,,,23/06/09,0.002,895.099976
,,,,,24/06/09,0.007,900.940002
,,,,,25/06/09,0.021,920.26001
,,,,,26/06/09,-0.001,918.900024
,,,,,29/06/09,0.009,927.22998
,,,,,30/06/09,-0.009,919.320007
,,,,,01/07/09,0.004,923.330017
,,,,,02/07/09,-0.029,896.419983
,,,,,06/07/09,0.003,898.719971
,,,,,07/07/09,-0.02,881.030029
,,,,,08/07/09,-0.002,879.559998
,,,,,09/07/09,0.004,882.679993
,,,,,10/07/09,-0.004,879.130005
,,,,,13/07/09,0.025,901.049988
,,,,,14/07/09,0.005,905.840027
,,,,,15/07/09,0.03,932.679993
,,,,,16/07/09,0.009,940.73999
,,,,,17/07/09,0,940.380005
,,,,,20/07/09,0.011,951.130005
,,,,,21/07/09,0.004,954.580017
,,,,,22/07/09,-0.001,954.070007
,,,,,23/07/09,0.023,976.289978
,,,,,24/07/09,0.003,979.26001
,,,,,27/07/09,0.003,982.179993
,,,,,28/07/09,-0.003,979.619995
,,,,,29/07/09,-0.005,975.150024
,,,,,30/07/09,0.012,986.75
,,,,,31/07/09,0.001,987.47998
,,,,,03/08/09,0.015,1002.630005
,,,,,04/08/09,0.003,1005.650024
,,,,,05/08/09,-0.003,1002.719971
,,,,,06/08/09,-0.006,997.080017
,,,,,07/08/09,0.013,1010.47998
,,,,,10/08/09,-0.003,1007.099976
,,,,,11/08/09,-0.013,994.349976
,,,,,12/08/09,0.012,1005.809998
,,,,,13/08/09,0.007,1012.72998
,,,,,14/08/09,-0.009,1004.090027
,,,,,17/08/09,-0.024,979.72998
,,,,,18/08/09,0.01,989.669983
,,,,,19/08/09,0.007,996.460022
,,,,,20/08/09,0.011,1007.369995
,,,,,21/08/09,0.019,1026.130005
,,,,,24/08/09,-0.001,1025.569946
,,,,,25/08/09,0.002,1028
,,,,,26/08/09,0,1028.119995
,,,,,27/08/09,0.003,1030.97998
,,,,,28/08/09,-0.002,1028.930054
,,,,,31/08/09,-0.008,1020.619995
,,,,,01/09/09,-0.022,998.039978
,,,,,02/09/09,-0.003,994.75
,,,,,03/09/09,0.009,1003.23999
,,,,,04/09/09,0.013,1016.400024
,,,,,08/09/09,0.009,1025.390015
,,,,,09/09/09,0.008,1033.369995
,,,,,10/09/09,0.01,1044.140015
,,,,,11/09/09,-0.001,1042.72998
,,,,,14/09/09,0.006,1049.339966
,,,,,15/09/09,0.003,1052.630005
,,,,,16/09/09,0.015,1068.76001
,,,,,17/09/09,-0.003,1065.48999
,,,,,18/09/09,0.003,1068.300049
,,,,,21/09/09,-0.003,1064.660034
,,,,,22/09/09,0.007,1071.660034
,,,,,23/09/09,-0.01,1060.869995
,,,,,24/09/09,-0.01,1050.780029
,,,,,25/09/09,-0.006,1044.380005
,,,,,28/09/09,0.018,1062.97998
,,,,,29/09/09,-0.002,1060.609985
,,,,,30/09/09,-0.003,1057.079956
,,,,,01/10/09,-0.026,1029.849976
,,,,,02/10/09,-0.005,1025.209961
,,,,,05/10/09,0.015,1040.459961
,,,,,06/10/09,0.014,1054.719971
,,,,,07/10/09,0.003,1057.579956
,,,,,08/10/09,0.007,1065.47998
,,,,,09/10/09,0.006,1071.48999
,,,,,12/10/09,0.004,1076.189941
,,,,,13/10/09,-0.003,1073.189941
,,,,,14/10/09,0.018,1092.02002
,,,,,15/10/09,0.004,1096.560059
,,,,,16/10/09,-0.008,1087.680054
,,,,,19/10/09,0.009,1097.910034
,,,,,20/10/09,-0.006,1091.060059
,,,,,21/10/09,-0.009,1081.400024
,,,,,22/10/09,0.011,1092.910034
,,,,,23/10/09,-0.012,1079.599976
,,,,,26/10/09,-0.012,1066.949951
,,,,,27/10/09,-0.003,1063.410034
,,,,,28/10/09,-0.02,1042.630005
,,,,,29/10/09,0.023,1066.109985
,,,,,30/10/09,-0.028,1036.189941
,,,,,02/11/09,0.006,1042.880005
,,,,,03/11/09,0.002,1045.410034
,,,,,04/11/09,0.001,1046.5
,,,,,05/11/09,0.019,1066.630005
,,,,,06/11/09,0.003,1069.300049
,,,,,09/11/09,0.022,1093.079956
,,,,,10/11/09,0,1093.01001
,,,,,11/11/09,0.005,1098.51001
,,,,,12/11/09,-0.01,1087.23999
,,,,,13/11/09,0.006,1093.47998
,,,,,16/11/09,0.014,1109.300049
,,,,,17/11/09,0.001,1110.319946
,,,,,18/11/09,0,1109.800049
,,,,,19/11/09,-0.013,1094.900024
,,,,,20/11/09,-0.003,1091.380005
,,,,,23/11/09,0.014,1106.23999
,,,,,24/11/09,-0.001,1105.650024
,,,,,25/11/09,0.005,1110.630005
,,,,,27/11/09,-0.017,1091.48999
,,,,,30/11/09,0.004,1095.630005
,,,,,01/12/09,0.012,1108.859985
,,,,,02/12/09,0,1109.23999
,,,,,03/12/09,-0.008,1099.920044
,,,,,04/12/09,0.006,1105.97998
,,,,,07/12/09,-0.002,1103.25
,,,,,08/12/09,-0.01,1091.939941
,,,,,09/12/09,0.004,1095.949951
,,,,,10/12/09,0.006,1102.349976
,,,,,11/12/09,0.004,1106.410034
,,,,,14/12/09,0.007,1114.109985
,,,,,15/12/09,-0.006,1107.930054
,,,,,16/12/09,0.001,1109.180054
,,,,,17/12/09,-0.012,1096.079956
